owl:Class,dct:identifier,spa:accessionNumberPoster,schema:name,schema:author,eclap:director,schema:performer,spa:theaterSeason,eclap:firstPerformanceData,ex:Plakatart,ex:MasseincmHxB,ex:Technik,ex:Grafiker,ex:Drucker,ex:Verso,schema:comment
spa:Audio,STS-Plakat00000841,PL 004.110,Gente do palco,0,,,,,Stückplakat,60.0 x 45.0 cm,Offsetdruck,,Cromotipo - 3000 ex. 1.85,,
spa:Audio,STS-Plakat00000842,PL 004.111,37e Festival Européen de Théâtre et de Musique 1989 Wiltz (Grand-Duche de Luxembourg),0,,,1988/89,,Veranstaltungsplakat,61.7 x 46.8 cm,Buchdruck,,Typolith Luxbg,,
spa:Audio,STS-Plakat00000843,PL 004.112,Das kleine Narrenspiel,"Schilling, Helmut","R: Friedrich, Koller",,1955/56,21.07.1956,Stückplakat,63.0 x 44.5 cm,Buchdruck,,"Keller & Co. AG.,  Luzern",,
spa:Audio,STS-Plakat00000844,PL 004.113,Klassen Feind,"Willliams, Nigel",R: Wolfram Berger,,1983/84,,Stückplakat,62.5 x 46.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000845,PL 004.114,Conversation chez les Stein sur Monsieur Goethe absent; Adaptation de J. L. Besson et Jean Jourdheuil,"Hacks, Peter",R: Michel Kullmann,Laurence Montandon,1983/84,19.01.1984,Stückplakat,64.0 x 47.0 cm,Offsetdruck,Roger Pfund AGI,Jean-Pierre Blanchoud,,
spa:Audio,STS-Plakat00000846,PL 004.115,Le journal d’ un chien   Oskar Panizza,"Roman, Jacques","R: Brigitte Deschenaux, Jacques Roman","Yves Gusla, Werner Strub. Jean Smand, Antoinette Monod, Roland Witzig, Denise Brugger, Blaise Favre",1983/84,12.05.1984,Stückplakat,64.0 x 45.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000847,PL 004.116,Wirrwahr,"Rocchi, Massimo",,"Massimo, Rocchi",,,Stückplakat,64.0 x 46.0 cm,Offsetdruck,Graziano Spinosi,,,
spa:Audio,STS-Plakat00000848,PL 004.117,Mecca Normal,0,,,,,Stückplakat,65.0 x 47.8 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000849,PL 004.118,Theater Trier,0,,,,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln","Volksfreund-Druckerei Nik. Koch, Trier",,[2D]
spa:Audio,STS-Plakat00000850,PL 004.119,Theater Trier,0,,,,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln","Volksfreund-Druckerei Nik. Koch, Trier",,
spa:Audio,STS-Plakat00000851,PL 004.120,Theater Trier,0,,,,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln","Volksfreund-Druckerei Nik. Koch, Trier",,
spa:Audio,STS-Plakat00000852,PL 004.121,Theater Trier,0,,,,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln","Volksfreund-Druckerei Nik. Koch, Trier",,
spa:Audio,STS-Plakat00000853,PL 004.122,Theater Trier,0,,,1970/71,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln","Volksfreund-Druckerei Nik. Koch, Trier",,[1D]
spa:Audio,STS-Plakat00000854,PL 004.123,Theater Trier,0,,,,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln","Volksfreund-Druckerei Nik. Koch, Trier",,
spa:Audio,STS-Plakat00000855,PL 004.124,Theater Trier,0,,,,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln","Volksfreund-Druckerei Nik. Koch, Trier",,
spa:Audio,STS-Plakat00000856,PL 004.125,"Welche Schweiz braucht die Kultur, Kultursymposium 90 [Rote Fabrik u Kulturboykott 700 u Schauspielhaus Zürich] Theater Trier",0,,,1990/91,03.11.1990,Veranstaltungsplakat,59.5 x 42.0 cm,Offsetdruck,Eugen Bachmann-Geiser,Mastra-Druck AG,,
spa:Audio,STS-Plakat00000857,PL 004.126,Theater Trier,0,,,,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln","Volksfreund-Druckerei Nik. Koch, Trier",,
spa:Audio,STS-Plakat00000858,PL 004.127,Theater Trier,0,,,,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln","Volksfreund-Druckerei Nik. Koch, Trier",,
spa:Audio,STS-Plakat00000859,PL 004.128,Theater Trier,0,,,,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln",,,
spa:Audio,STS-Plakat00000860,PL 004.129,Theater Trier,0,,,,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln","Volksfreund-Druckerei Nik. Koch, Trier",,
spa:Audio,STS-Plakat00000861,PL 004.130,Theater Trier,0,,,,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln","Volksfreund-Druckerei Nik. Koch, Trier",,
spa:Audio,STS-Plakat00000862,PL 004.131,Theater Trier,0,,,,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln","Volksfreund-Druckerei Nik. Koch, Trier",,
spa:Audio,STS-Plakat00000863,PL 004.132,Theater Trier,0,,,,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln","Volksfreund-Druckerei Nik. Koch, Trier",,
spa:Audio,STS-Plakat00000864,PL 004.133,Theater Trier ,0,,,,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln","Volksfreund-Druckerei Nik. Koch, Trier",,
spa:Audio,STS-Plakat00000865,PL 004.134,Theater Trier,0,,,,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln","Volksfreund-Druckerei Nik. Koch, Trier",,
spa:Audio,STS-Plakat00000866,PL 004.135,Theaterfieber,"Stalder, Heinz","R: Louis Naef; B: Cäcilia Küng; K: Ruth Egli, Ems Troxler; M: Ushma Baumeler",,1991/92,26.10.1991,Stückplakat,59.5 x 42.7 cm,Offsetdruck,Niklaus Troxler,"Willisauer Bote, Willisau",,
spa:Audio,STS-Plakat00000867,PL 004.136,Theater Trier,0,,,,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln","Volksfreund-Druckerei Nik. Koch, Trier",,
spa:Audio,STS-Plakat00000868,PL 004.137,Theater Trier,0,,,,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln","Volksfreund-Druckerei Nik. Koch, Trier",,
spa:Audio,STS-Plakat00000869,PL 004.138,Theater Trier,0,,,,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln","Volksfreund-Druckerei Nik. Koch, Trier",,
spa:Audio,STS-Plakat00000870,PL 004.139,Theater Trier,0,,,,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln","Volksfreund-Druckerei Nik. Koch, Trier",,
spa:Audio,STS-Plakat00000871,PL 004.140,Theater Trier,0,,,,,Spielplanplakat,60.0 x 41.0 cm,Buchdruck,"Raymund Richter, Köln","Volksfreund-Druckerei Nik. Koch, Trier",,
spa:Audio,STS-Plakat00000872,PL 004.141,VACHE-ECHT,0,"R: Jann Messerli, Thomas Scheidegger",,1999/00,,Saisonplakat,69.0 x 50.0 cm,Offsetdruck,Thomas  Scheidegger,"Vetsch & CO AG, Köniz",,[1D]
spa:Audio,STS-Plakat00000873,PL 004.142,"Die Geschworenen (""Twelve angry men"") Mundartübersetzung: Lehner Bundi, Orsolina","Reginald, Rose u Budjuhn, Horst; B: Orsolina Lehner Bundi","Lehner Bundi, Orsolina; BB: Niklaus Troxler; K: Ems Troxler, Christa Wenger ",,1995/96,04.11.1995,Stückplakat,60.0 x 42.6 cm,Offsetdruck,Niklaus Troxler,,,Willisau (LU): Theatergesellschaft
spa:Audio,STS-Plakat00000874,PL 004.143,Jagdszenen aus Niederbayern ,"Schürmann, Ruth u Blum, Ueli ","R u BB:Ruth Schürmann, Ueli Blum",,1988/89,17.05.1989,Stückplakat,60.0 x 43.0 cm,Offsetdruck,Niklaus Troxler,"Willisauer Bote, Willisau",,Willisau (LU): Theatergesellschaft
spa:Audio,STS-Plakat00000875,PL 004.144,"De Herr Puntila und si Chächt Matti (""Herr Puntila und sein Knecht Matti"") Mundartübersetzung: Louis Naef","Brecht, Bertolt; B: Naef, Louis ","R: Louis Naef; BB: Peter Bissegger, Thomas Küng; M: Ueli Blum; K: Marian Naef-Lipp",,1987/88,10.10.1987,Stückplakat,60.0 X 41.8 cm,Offsetdruck,Studio Niklaus Troxler,[1D],,Willisau (LU): Theatergesellschaft.  Premiere: 10.10.1987?
spa:Audio,STS-Plakat00000876,PL 004.145,Deutsche Oper Berlin. Konzerte,,,"Juan Diego Florez, Yves Abel",2009/10,04.04.2010,Veranstaltungsplakat,83.5 x 59.4,Digitaldruck,,,x,
spa:Audio,STS-Plakat00000877,PL 004.146,"Deutsche Oper Berlin. Orchester Deutsche Oper Berlin, ",,ML: Donald Runnicles,"Ildiko Komlosi, Christopher Ventris, William Spaulding",2009/10,12.03.2010,Veranstaltungsplakat,83.5 x 59.4,Digitaldruck,Fotograf André Rival,,x,
spa:Audio,STS-Plakat00000878,PL 004.147,Nachtstücke. Ernst Barlach als Dramatiker,"Barlach, Ernst",,,2009/10,12.01.2010,Ausstellungsplakat,83.5 x 59.4,Digitaldruck,,,x,
spa:Audio,STS-Plakat00000879,PL 004.148,Alice,"Schmidt, Paul",R u BB: Robert Wilson; M: Tom Waits; K: Frida Parmeggiani,,,12.02.2010,,83.5 x 59.4,Offset,,,x,
spa:Audio,STS-Plakat00000880,PL 004.149,Saison Theater Lugano,,,,1984/85,,Saisonplakat,50 x 70 cm,Offset,Giuliano Togni,,x,
spa:Audio,STS-Plakat00000881,PL 004.150,Geschicht Dir Recht,,,,2008/09,,Saisonplakat,59.4 x 80 cm,Offset,,,"x
x",
spa:Audio,STS-Plakat00000882,PL 004.151,Gret Palucca,,,,2009/10,,Spielplanplakat Okrober 2009,62.5 x 88 cm,Offset,Hans Robertson,,"x
x",
spa:Audio,STS-Plakat00000883,PL 004.152,Woyzeck (Blood Money). Nach dem Stück von Georg Büchner. Songs und Liedtexte von Tom Waits und Kathleen Brennan.,"Waits,Tom (nach Georg Büchner)",ML: Michael Frei; R: Matthias Kaschig; BB: Michael Böhler; K: Stefani Klie; Dra: Karla Mäder,"Henriette Cejpek, Marianne Hamre, Anne Weinknecht, Sebastian Edtbauer, Jonathan Loosli, Marius Morf, Ernst C. Sigrist, Heiner Take, Diego Valsecchi, Stefano Wenk. Musiker: Michael Frei, Michael Tüller, Thierry Perroud, Mich Gerber, Kathrin Bögli, Fabian Bürgi, Kevin Chesham",2009/10,12.09.2009,Stückplakat,49 x 59.2 cm,Digitaldruck,Gehard Blättler mit Büro Z / Michäel von Graffenried,Haller + Jenzer AG,x,Diego valsecchi
spa:Audio,STS-Plakat00000884,PL 004.153,Andorra. Stück in 12 Bildern,"Frisch, Max",R: Antje Thoms; BB: Kirsten Hamm; K: Katharina Meintke; M: Philipp Ludwig Stangl; Dra: Matthias Heid,"Henriette Cejpek, Sabine Martin, Milva Stark, Michael Frei, Gunther Kaindl, Ingo Ospelt, Andri Schenardi, Marcus Signer, Ernst C. Sigrist, Heiner Take, Lukas Turtur, Diego Valsecchi, Stefano Wenk, Marcel Gurtner, Moritz Stalder",2009/10,01.10.2009,Stückplakat,49 x 59.2 cm,Digitaldruck,"Gehard Blättler mit Büro Z /Layout Sophie Weber/ Michäel von Graffenried, Philippe Zinniker",Haller + Jenzer AG,x,Andri Schenardi + 1(D)
spa:Audio,STS-Plakat00000885,PL 004.154,Julia und Romeo. Musik von Sergej Prokofjew “Romeo und Julia”.,"Marston, Cathy",CH: Cathy Marston; BB: Garance Marneur; K: Dorothee Brodrück; Video: Laurent Jaquet; ML: Dorian Keilhack,"Paula Alonso, Bruce McCormick, Martina Langmann, Erick Guillard, Emma Lewis, Ilan Kav, Izumi Shuto, Erion Kruja, Jenny Tattersall, Gary Marshall, Hui-Chen Tsai, Denis Puzanov, Jianhui Wang, Berner Symphonieorchester",2009/10,10.10.2009,Stückplakat,49 x 59.2 cm,Digitaldruck,Gehard Blättler mit Büro Z / Layout Sophie Weber/ Michäel von Graffenried / Phillip Zinniker,Haller + Jenzer AG,x,Paula Alonso + Denis Puzanov
spa:Audio,STS-Plakat00000886,PL 004.155,Der Gott des Gemetzels. Aus dem Französischen von Frank Heibert und Hinrich Schmidt-Henkel.,"Reza, Yasmina",R: Gabriel Diaz; BB: Beni Küng; K: Dorothee Brodrück; Dra: Karla Mäder,"Marianne Hamre, Sabine Martin, Ernst C. Sigrist, Heiner Take",2009/10,06.11.2009,Stückplakat,49 x 59.2 cm,Digitaldruck,Gehard Blättler mit Büro Z / Layout Sophie Weber/ ,Haller + Jenzer AG,x,Sabine Martin und Ernst C. Sigrist
spa:Audio,STS-Plakat00000887,PL 004.156,Sennentunstschi,"Schneider, Hansjörg",R: Elias Perrig; BB u K: Beate Fassnacht; Dra: Karla Mäder,"Milva Stark, Sebastian Edtbauer, Ernst C. Sigrist, Stefano Wenk",2009/10,18.12.2009,Stückplakat,49 x 59.2 cm,Digitaldruck,Gehard Blättler mit Büro Z / Layout Sophie Weber/ Michäel von Graffenried,Haller + Jenzer AG,x,"Stefano Wenk
Ernst C. Sigrist
Sebastian Edtbauer
+ 1(D)"
spa:Audio,STS-Plakat00000888,PL 004.157,"Dido and Aeneas. [E] Barockoper in drei Akten. Libretto von Nahum Tate nach seiner Tragödie “Brutus of Alba or the Enchanted Lovers” (1678), nach dem Versepos “Aeneis” (19 v. Chr.) von Vergil","Purcell, Henry","ML: Jörg-Andreas Bötticher; R: Neville Tranter; Puppenspiel, Puppen: Neville Tranter","Ulrike Hofbauer, Susanne Rydén, Anne Schmid, René Perler, Jakob Pilgram, Georg Poplutz; Die Freitagsakademie Bern (auf historischen Instrumenten)",2009/10,10.01.2010,Stückplakat,49 x 59.2 cm,Digitaldruck,Gehard Blättler mit Büro Z / Layout Sophie Weber/ Sabine Dreher,Haller + Jenzer AG,x,"Bernhard Maurer,  Co-prod.: Bern: Die Freitagsakademie; Wädenswil: Theater Ticino
Jonathan Rubin
und Katharina Suske
"
spa:Audio,STS-Plakat00000889,PL 004.158,Auf ein Wort,"Bruce, Mark, Walerski, Medhi,  Marston, Cathy,  Bruce, Mark","CH: Corinne Rochet; BB: Raphaël Barbier; K: Catherine Voeffray; Dra: Wanda Puvogel
CH: Medhi Walerski; BB: Raphaël Barbier; K: Catherine Voeffray; Dra: Wanda Puvogel
CH: Cathy Marston; M: Dave Maric (Auftragsarbeit für diese Produktion); BB: Raphaël Barbier; K: Catherine Voeffray; Dra: Wanda Puvogel
CH: Mark Bruce; BB: Raphaël Barbier; K: Catherine Voeffray; Dra: Wanda Puvogel
","Ilan Kav, Erion Kruja, Hui-Chen Tsai, Gary Marshall, Paula Alonso, Martina Langmann, Emma Lewis, Izumi Shuto, Jenny Tattersall, Bruce McCormick, Erick Guillard, Denis Puzanov, Jianhui Wang",2009/10,29.01.2010,Stückplakat,49 x 59.2 cm,Digitaldruck,"Gehard Blättler mit Büro Z / Layout Sophie Weber/ Michäel von Graffenried, Philipp Zinniker",Haller + Jenzer AG,x,Martina Langmann
spa:Audio,STS-Plakat00000890,PL 004.159,"Meisterklasse. Deutsch von Inge Greiffenhagen und Bettina von Leoprechting. Mit Musik von Vincenzo Bellini, Giuseppe Verdi und Giacomo Puccini.","McNally, Terrence",R: Wolfgang Hagemann; BB u K: Olivier Kostecka; Dra: Karla Mäder,"Marija Eltrich, Heidi Maria Glössner, Olga Kindler, Daniel Bentz, Michael Frei, Otto Kucis",2009/10,06.02.2010,Stückplakat,49 x 59.2 cm,Digitaldruck,Gehard Blättler mit Büro Z / Layout Sophie Weber,Haller + Jenzer AG,x,Heidi Maria Glössner
spa:Audio,STS-Plakat00000891,PL 004.160,Das Käthchen von Heilbronn oder Die Feuerprobe. Ein grosses historisches Ritterspiel.,"Kleist, Heinrich von",R: Erich Sidler; BB: Gregor Müller; K: Bettina Latscha; M: Philipp Ludwig Stangl; Dra: Matthias Heid ,"Henriette Cejpek, Marianne Hamre, Sabine Martin, Milva Stark, Sebastian Edtbauer, Beni Kühni, Jonathan Loosli, Ingo Ospelt, Andri Schenardi, Ernst C. Sigrist, Heiner Take, Lukas Turtur, Diego Valsecchi, Stefano Wenk, Olivier Bachmann, Martha Zöllig, Maya Aubort, Laura Rebetz, Nadja Rui",2009/10,19.02.2010,Stückplakat,49 x 59.2 cm,Digitaldruck,Gehard Blättler mit Büro Z / Layout Sophie Weber/ Michäel von Graffenried,Haller + Jenzer AG,x,Milva Stark
spa:Audio,STS-Plakat00000892,PL 004.161,Quartett,"Müller, Heiner",R: Erich Sidler; M u Video: Philipp Ludwig Stangl; K: Bettina Latscha;  Li: Bernhard Bieri; Dra: Patric Bachmann,"Heidi Maria Glössner, Andri Schendari; Mike Svoboda (Posaune), Philipp Zoubek (Präpariertes Klavier), Philipp Ludwig Stangl (Live Electronic)",2009/10,27.03.2010,Stückplakat,49 x 59.2 cm,Digitaldruck,Gehard Blättler mit Büro Z / Layout Sophie Weber/ Michäel von Graffenried,Haller + Jenzer AG,x,Andri Schenardi und Heidi Maria Glössner
spa:Audio,STS-Plakat00000893,PL 004.162,Auf immer und ewig,"Marston, Cathy, Miller, Andrea","CH: Cathy Marston; BB u K: Jon Bausor; BB u Li: Jon Clark; Dra: Wanda Puvogel
CH: Andrea Miller; BB u K: Jon Bausor; BB u Li: Jon Clark; Dra: Wanda Puvogel","Paula Alonso, Martina Langmann, Emma Lewis, Izumi Shuto, Jenny Tattersall, Hui-Chen Tsai, Bruce McCormick, Erick Guillard, Ilan Kav, Erion Kruja, Gary Marshall, Denis Puzanov, Jianhui Wang",2009/10,24.04.2010,Stückplakat,49 x 59.2 cm,Digitaldruck,"Gehard Blättler mit Büro Z / Layout Sophie Weber/ Michäel von Graffenried, Philipp Zinniker, Mathias Schormann",Haller + Jenzer AG,x,"Erick Guillard, Hui-Chen Tsai und Erion Xhevdet Kruja"
spa:Audio,STS-Plakat00000894,PL 004.163,Tanz - Made in Bern 3. Choreographien von Ensemblemitgliedern.,"Guillard, Erick; Ilan Kav, Erion Kruja, Martina Langmann, Bruce McCormick, Izumi Shuto, Hui-Chen Tsai, Jianhui Wang","CH: Erick Guillard, Ilan Kav, Erion Kruja, Martina Langmann, Bruce McCormick, Izumi Shuto, Hui-Chen Tsai, Jianhui Wang; M: Kummerbuben",Ballett-Ensemble,2009/10,19.06.2010,Stückplakat,49 x 59.2 cm,Digitaldruck,Tabea Hüberli,Haller + Jenzer AG,x,
spa:Audio,STS-Plakat00000895,PL 005.001,Kurtheater Baden. Sommerspielzeit 71 vom 2. Juli – 12. September,0,,,1971,02.07.1971,Saisonplakat,64.9 x 35.0 cm,Offsetplakat,,,,
spa:Audio,STS-Plakat00000896,PL 005.002,Kurtheater Baden. Sommerspielzeit 7. Juli bis 9. September 1973,0,,,1973,07.07.1973,Saisonplakat,65.0 x 32.5 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000897,PL 005.003,Kurtheater Baden. Wochenspielplan,0,,,1971/72,,Spielplanplakat,64.7 x 34.7 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000898,PL 005.004,"Die Fledermaus. Operette in drei Akten. Nach ""Reveillon"" von Henri Meilhac und Ludovic Halévy bearbeitet von C. Haffner und Richard Genée.",St.Gallen: Stadtheater,ML: Kurt Brass; R: Robert Herzl; BB: Alexander Blanke; K: Johanna Weise; CL: Christo Stanischeff; CH: Joel Schnee,"Olive Fredericks, Walter Hein, Wolfgang Siesz, Franzi Berger, Inge Weissenberger, Susanne Paasch, Klaus Ofczarek, Michael Willenke, Willibald Paier, Willi Preisig, Adolf Barkhoff, David Geary, Antonio Fussan, Vera Schweiger, Doris Haudenschild, Doris Bosshard, Monika Vogt, Robert Remmler; Städtisches Orchester St. Gallen; Extrachor des Stadttheaters; Elvira Dietrich, Ines Meury, Norma de Luca, Anne McVey, Marta Synackowa, Cécile Kazmier, April Wood, Maurice Choukrane, Axel Hering, April Berry, Deborah Graham ",1975/76,28.12.1975,Stückplakat,64.8 x 34.7 cm,Offsetdruck,Alibest,,,
spa:Audio,STS-Plakat00000899,PL 005.005,Opusfestival. Die besten Nummern aus Opus-1 bis Opus-7 von und mit César Keiser und Margrit Läubli,"Keiser, César; Läubli, Margrit",,"Margrit Läubli, César Keiser",1972/73,04.12.1972,Stückplakat,62.0 x 35.0 cm,Offset-Buchdruck,Scapa,Benteli AG,,
spa:Audio,STS-Plakat00000900,PL 005.006,Stadttheater St. Gallen: Wochenspielplan,0,,,1972/73,,Spielplanplakat,64.8 x 350 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000901,PL 005.007,Die verzauberte Brüder,"Schwarz, Jewgenij",R: Robert Herzl; BB: Hans Friedrich Bohn,"Liselotte Müller, Christian Dolny, Eva Vogel, Robert Remmler, Klaus Dieter Wohlgemuth",1971/72,04.12.1971,Stückplakat,65.0 x 43.7 cm,Offsetdruck,,"Druckerei am Spisertor, St.Gallen",,
spa:Audio,STS-Plakat00000902,PL 005.008,Stadttheater St. Gallen,0,,,1971/72,,Spielplanplakat,65.0 x 35.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000903,PL 005.009,Stadttheater St. Gallen. Einladung zum Abonnement,0,,,1967/68,,Saisonplakat,64.8 x 34.8 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000904,PL 005.010,Stadttheater St. Gallen. Eröffnungspremieren 1970/71,0,,,1970/71,,Saisonplakat,64.7 x 34.8 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000905,PL 005.011,Stadttheater St. Gallen,0,,,1969/70,,Saisonplakat,64.8 x 35.0 cm,Offsetdruck,,"H. Tschudy & Co.AG., St.Gallen",,
spa:Audio,STS-Plakat00000906,PL 005.012,Stadttheater St. Gallen,0,,,1973/74,,Spielplanplakat,65.0 x 35.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000907,PL 005.013,Stadttheater St. Gallen. Gala-Konzert der Saison,0,,,1973/74,17.05.1974,Konzertplakat,64.8 x 35.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000908,PL 005.014,Stadttheater St. Gallen. Einladung zur Spielzeit 1968/69,0,,,1968/69,,Saisonplakat,64.8 x 34.8 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000909,PL 005.015,Stadttheater St. Gallen,0,,,1971/72,,Saisonplakat,65.0 x 35.0 cm,Offsetplakat,,,,
spa:Audio,STS-Plakat00000910,PL 005.016,Stadttheater St. Gallen. Eröffnungspremieren 1975/76,0,,,1975/76,,Spielplanplakat,65.0 x 33.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000911,PL 005.017,Max und Moritz. Kindermusical. Musik von Hans Pero.,"Payer, Trude; Theo Braun (nach Wilhelm Busch)","ML: Raymond Warren; R: Hanspeter Blumer, Lutz Jürgen Kraushaar; BB u K: Olivia Kampmann","Marianne Kamm, Brigitte Ziese, Heinz Hugler, Charlotte Renner, Ulrich Peter, Stefan Pokorny, Adolf Barkhoff, Klaus Ofczarek, Klaus Dieter Wohlgemuth, Albrecht Ehl, Hubert Mäder, Sigi Rogger, Raymond Warren",1973/74,08.12.1973,Spielplanplakat,65.0 x 35.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000912,PL 005.018,Rigoletto; Oper in vier Bildern.(Text nach Victor Hugo von Francesco Maria Piave),"Verdi, Giuseppe ",ML: Max Lang; R: Glado von may; CL: Christo Stanischeff: BB: und K: Hans Freidrich Bohn; CH: Klaus Riedel,"Thomas Tipton, Alfred Fuchs, Georgi Tscholakoff, Ladislaus Anderko, Tamara Hert, Georg Moray, Olive Fredericks, Luise Tschig, Reinhold Möser, Manfred Bunte, Willibald Paier, Constantin Bonig, Sabine Müller, Günther Weimer, Elisabeth Ritsch; Städtisches Orchester St. Gallen; Extrachor des Stadttheaters",1973/74,26.12.1973,Stückplakat,65.0 x 34.8 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000913,PL 005.019,(Prodaná nevesta) Die verkaufte Braut. Komische Oper in drei Akten. Libretto von Karel Sabina. Deutsch von Kurt Honolka.  ,"Smetana, Bedrich (Friedrich)",,"Renate Holm, Werner Götz, Georg Schnapka",1973/74,,Stückplakat/ Spielplanplakat,"65.0 x 34,9 cm",Offsetdruck,,,,
spa:Audio,STS-Plakat00000914,PL 005.020,Hallo Dolly,"Stewart, Michael",ML: u R: Siegfried Türbe; BB: Eugen Goll; K: Gundula Sigrist,"Charlotte Sender, Gerti Wiedner, Marianne Terplan, Monika Mairich, Dagmar Barthold, Enrico Baccalá, Buddy Elias, Rick Parsé, Georg Trenkwitz, Fritz Goblirsch, Robert Messerli, Heiner Krabbenhöft-",1967/68,01.09.1967,Stückplakat,64.7 x 35.0 cm,Siebdruck/ Buchdruck,,"Max Ehrat GmbH., Basel",,
spa:Audio,STS-Plakat00000915,PL 005.021,Das tapfere Schneiderlein,00 (nach den Gebrüdern Grimm),R: Hannes Maeder; BB: Karel Spanhak,"Theo Maalek, Klaus Dieter Wohlgemuth, Cordula von Pidoll, Christian Dolny, Olaf Kreutzenbeck, Silvia Jost, Yvette Simone, Eberhard Hoffmann, Willi Kagelmacher, Eva David Hartmut Pfeil, Jakob Battocletti, Claus Dieter Clausnitzer",1969/70,26.11.1969,Stückplakat,65.0 x 35.0 cm,Offsetdruck,Karel Spanhak,,,
spa:Audio,STS-Plakat00000916,PL 005.022,Schule mit Clowns,"Waechter, Karl Friedrich ",R: Dietmar Pflegerl; BB: Alexander Blanke; K: Johanna Weise; M: Albrecht Ehl,"Ulrich Peter, Hanspeter Blumer, Klaus-Dieter Wohlgemuth, Erwin Ebenbauer, Sibylle Sohl",1975/76,06.12.1975,Stückplakat,64.7 x 35.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000917,PL 005.023,Front Puppen Theater,0,,,1998/99,,Ausstellungsplakat,86.5 x 42.0 cm,Offsetdruck,Peter Monialta,,,
spa:Audio,STS-Plakat00000918,PL 005.024,Totentanz,"Strindberg, August",R: Lukas Ammann; B: Remo Zimmermann,"Rudolf Forster, Maria Fein, Leopld Biberti",1949/50,24.10.1949,Stückplakat,"65.0 x 35,0 cm",Buchdruck,,,,
spa:Audio,STS-Plakat00000919,PL 005.025,Eurythmie; Aus dem Leben des Propheten Elias,0,R: Elena Zuccoli,,1969/70,28.04.1970,Stückplakat,64.5 x 43.8 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000920,PL 005.026,Kurtheater Baden. Eröffnung der Sommerspielzeit 1970,0,,,1970,,Spielplanplakat,64.8 x 34.8 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000921,PL 005.027,"Kurtheater Baden. Sommerspielzeit, 10.-31. August",0,,,,,Saisonplakat,65.0 x 34.8 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000922,PL 005.028,Rumpelstilzchen,"Doll, Hans-Peter; Günther Fleckenstein (nach den Gebrüdern Grimm)",R: Hannes Maeder,,1970/71,19.12.1970,Stückplakat,64.8 x 34.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000923,PL 005.029,Kurtheater Baden. Wochenspielplan,0,,,1973/74,,Spielplanplakat,65.0 x 34.6 cm,Offsetdruck,,,,
