owl:Class,dct:identifier,spa:accessionNumberPoster,schema:name,schema:author,eclap:director,schema:performer,spa:theaterSeason,eclap:firstPerformanceData,ex:Plakatart,ex:MasseincmHxB,ex:Technik,ex:Grafiker,ex:Drucker,ex:Verso,schema:comment
spa:Audio,STS-Plakat00006212,PL 038.024,Klangmaschinen Ausstellung. Spielboden,0,,,1983/84,04.05.1984,Ausstellungsplakat,58.6 x 42.0 cm,Offsetdruck,"Luger-Grafik,Dornbirn",,,
spa:Audio,STS-Plakat00006213,PL 038.025,Rusticus Imperans “König Mopsus“. Deutsche Übersetzung: Josef Grosser,"Maseneius, Jacobus; Grosser,Josef ",R: Professor Gusenbauer,,1982/83,,Stückplakat,62.5 x 44.3 cm,Offsetdruck,,,,Programm auf der Rückseite
spa:Audio,STS-Plakat00006214,PL 038.026,Armer Ritter. Ballade vom schweren Leben des Ritters Kauz vom Rabensee,"Hacks, Peter",R: Tania Collette; BB: Burgi Richter; CH: Leonard Salaz,,1978/79,26.11.1978,Stückplakat,60.0 x 35.0 cm,Offsetdruck,,"Graphia Druck- u Verlagsanstalt, Salzburg",,Programm auf der Rückseite
spa:Audio,STS-Plakat00006215,PL 038.027,Ein Sommernachtstraum,"Shakespeare, William",R: Klaus Gmeiner; ML: Wolfgang Rot; BB: Bernd-Dieter Müller,,1981/82,20.03.1982,Stückplakat,41.0 x 57.8 cm,Offsetdruck,Bernd-Dieter Müller,,,
spa:Audio,STS-Plakat00006216,PL 038.028,Affentheater. Ein Wahnsinn in sechs Szenen,"Schmidt, Alfred Paul ",,,1981/82,13.03.1982,Stückplakat,58.0 x 41.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00006217,PL 038.029,Kybernetische Hochzeit,"Ingrisch, Lotte",R u BB: Eva Kerbler; M: Spontan Music Trio; CH: Sam Cayne ,,1981/82,01.03.1982,Stückplakat,61.0 x 43.0 cm,Siebdruck,,,,
spa:Audio,STS-Plakat00006218,PL 038.030,Tristan und Isolde,"Wagner, Richard",,,1980/81,,Stückplakat,58.0 x 40.2 cm,Offsetdruck,Thomas Böck,Steiermärkische Landesdruckerei Graz,,Programm auf der Rückseite
spa:Audio,STS-Plakat00006219,PL 038.031,Schlafzimmergäste. Komödie,"Ayckbourn, Alan",R: Heinz Marecek; BB: Gerhard Janda; K: Eva Sturminger,,,,Stückplakat +Veranstaltungsplakat,60.8 x 43.0 cm,Buchdruck,,,,
spa:Audio,STS-Plakat00006220,PL 038.032,Landestheater Linz ,0,,,,,Spielplanplakat,61.0 x 43.0 cm,Buchdruck,,DDV Linz-L 5918 49,,
spa:Audio,STS-Plakat00006221,PL 038.033,Tiroler Landestheater. Eröffnung der Spielzeit 1959/ 1960,0,,,1959/60,,Spielplanplakat,60.3 x 40.5 cm,Buchdruck,,,,
spa:Audio,STS-Plakat00006222,PL 038.034,Wien A: Theater in der Josefstadt. Spielplan für die Zeit vom 12. April bis 5. Mai 1985,0,,,1984/85,,Spielplanplakat,60.8 x 43.0 cm,Buchdruck,,,,
spa:Audio,STS-Plakat00006223,PL 038.035,Der öffentliche Ankläger. Schauspiel in drei Akten.,"Hochwälder, Fritz",R: Adolf Rott,,1948/49,09.03.1949,Stückplakat,43.0 x 60.5 cm,Buchdruck,,"Rudolf M. Rohrer, Baden",,Premierendatum von Baden
spa:Audio,STS-Plakat00006224,PL 038.036,Albin Skoda. “Phantastische Geschichten“ ,0,,Albin Skoda,,,Konzertplakat,42.0 x 59.8 cm,Buchdruck,,"Franz Karner (U. Durstmüller), Wien 4",,Zyklus die Berühmte Stimme
spa:Audio,STS-Plakat00006225,PL 038.037,Burgtheater. Spielplan vom 8. bis 15. März 1953,0,,,1952/53,,Spielplanplakat,59.0 x 32.5 cm,Buchdruck,,"Elbemühl, Wien, IX",,
spa:Audio,STS-Plakat00006226,PL 038.038,Robert Guiskard - Herzog der Normänner. Demetrius. ,"Kleist, Heinrich von; Schiller, Friedrich",R: Adolf Rott; BB u K: Fritz Judtmann; M: Hans Totzauer,,1952/53,28.03.1953,Stückplakat,42.0 x 60.0 cm,Buchdruck,,"Elbemühl, Wien, IX",,Zum 60 jährigen Burgtheaterjubilläum von Hedwig Bleibtreu
spa:Audio,STS-Plakat00006227,PL 038.039,Der Turm,"Hofmannsthal, Hugo von",R: Leopold Lindtberg; BB: Stefan Hlawa; K: Gert Günther; M: Alexander Steinbrecher; Bildhauerarbeiten: Anton Fukal,,1947/48,10.06.1948,Stückplakat,43.0 x 59.0 cm,Buchdruck,,"Elbemühl, Wien, IX",,
spa:Audio,STS-Plakat00006228,PL 038.040,Traube in der Kelter. Schauspiel in fünf Aufzügen,"Billinger,Richard",R: Leon Epp; BB: Gustav Manker; K: Herta Hareiter; M: Hans Totzauer; CH Rosalia CHladek,,1950/51,16.06.1951,Stückplakat,42.8 x 59.5 cm,Buchdruck,,"Elbemühl, Wien, IX",,
spa:Audio,STS-Plakat00006229,PL 038.041,Julius Cäsar. Trauerpiel in 5 [fünf] Akten,"Shakespeare, William",R: Josef Gielen; BB u K: Caspar Neher; M: Hans Totzauer,,1948/49,19.03.1949,Stückplakat,43.3 x 60.0 cm,Buchdruck,,"Elbemühl, Wien, IX",,
spa:Audio,STS-Plakat00006230,PL 038.042,König Richard II. Historische Tragödie / 18 Bilder,"Shakespeare, William",Bühnenfassung u R: Berthold Viertel; BB u K: Caspar Neher; M: Hans Totzauer,,1949/50,06.03.1950,Stückplakat,42.5 x 59.6 cm,Buchdruck,,"Elbemühl, Wien, IX",,Zun 25. Male in der Neuinszenierung
spa:Audio,STS-Plakat00006231,PL 038.043,Cyrano de Bergerac. Deutsch von Ludwig Fulda. ,"Rostand, Edmond",R: Adolf Rott; B u K: Fritz Judtmann; M: Hans Totzauer,,1951/52,26.12.1951,Stückplakat,43.0 x 61.2 cm,Buchdruck,,"Elbemühl, Wien, IX",,Zun 25. Male in der Neuinszenierung
spa:Audio,STS-Plakat00006232,PL 038.044,Cäsar und Cleopatra. Eine Historie in 5 [fünf] Akten,"Shaw, George Bernard",R: Josef Gielen; BB: Stefan Hlawa; K: Erni Kniepert; M: Hans Totzauer,,1950/51,20.05.1951,Stückplakat,42.8 x 56.5 cm,Buchdruck,,"Elbemühl, Wien, IX",,Zun 25. Male in der Neuinszenierung
spa:Audio,STS-Plakat00006233,PL 038.045,Die Frau deiner Jugend. [La femme de ta junesse] Stück in drei Akten. Deutsche Übersetzung von Maria Silvius,"Deval, Jacques; Silvius, Maria",R: Max Paulsen; BB u K: Gottfried Neumann-Spallart,,1948/49,23.11.1948,Stückplakat,42.3 x 59.5 cm,Buchdruck,,"Elbemühl, Wien, IX",,
spa:Audio,STS-Plakat00006234,PL 038.046,Die Jungfrau von Orleans. Eine romantische Tragödie in fünf Aufzügen,"Schiller, Friedrich",R: Adolf Rott; BB u K: Fritz Judtmann; M: Franz Salmhofer,,1946/47,25.09.1946,Stückplakat,45.2 x 62.0 cm,Buchdruck,,"Elbemühl, Wien, IX",,
spa:Audio,STS-Plakat00006235,PL 038.047,Schlafzimmergäste. Komödie,"Ayckbourn, Alan",R: Heinz Marecek; BB: Gerhard Janda; K: Eva Sturminger,,1980/81,27.04.1981,Stückplakat,61.0 x 43.0 cm,Buchdruck,,,,
spa:Audio,STS-Plakat00006236,PL 038.048,Albin Skoda liest Balladen,0,Programmgestaltung u Ltg: Oscar Deleglise               ,Albin Skoda ,1950/51,22.02.1951,Veranstaltungsplakat,42.0 x 59.6 cm,Buchdruck,,"Repperdruck, VIII, Lenaugasse 17",,
spa:Audio,STS-Plakat00006237,PL 038.049,Volksoper Wien. Spielplan vom 13. bis 20. September 1959,0,,,1959/60,,Spielplanplakat,52.7 x 30.5 cm,Buchdruck,,"Elbemühl, Wien, IX",,
spa:Audio,STS-Plakat00006238,PL 038.050,Viva la Mamma ,"Donizetti, Gaetano",,,1980/81,04.05.1981,Stückplakat,29.8 x 42.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00006239,PL 038.051,Albin Skoda liest Schiller,"Schiller, Friedrich",,,1946/47,23.05.1947,Veranstaltungsplakat,29.8 x 43.0 cm,Buchdruck,,"Karner, öffentl. Verwalter Walter Kubesch, IV",,
spa:Audio,STS-Plakat00006240,PL 038.052,Bregenzer Festspiele 1964.  24. Juli - 23. August ,0,,,1964,24.07.1964,Spielplanplakat,33.7 x 23.9 cm,Buchdruck,,J. N. Teutsch,,
spa:Audio,STS-Plakat00006241,PL 038.053,Agamemnon 1. Teil: Der Schlächter wird geschlachtet ,Aischylos,R: Peter Stein; BB: Karl-Ernst Herrmann; K: Moidele Bickel,,,,Stückplakat,89.0 x 62.0 cm,Offsetdruck,,,,[1D]  Programm auf der Rückseite
spa:Audio,STS-Plakat00006242,PL 038.054,Die Eumeniden 3. Teil: Die Vampire segnen die Stadt ,Aischylos,R: Peter Stein; BB: Karl-Ernst Herrmann; K: Moidele Bickel,,,,Stückplakat,89.0 x 62.0 cm,Offsetdruck,,,,[1D]  Programm auf der Rückseite
spa:Audio,STS-Plakat00006243,PL 038.055,Die Orestie des Aischylos,Aischylos,R: Peter Stein; BB: Karl-Ernst Herrmann; K: Moidele Bickel ?,,1980/81,18.10.1980,Stückplakat,89.0 x 62.0 cm,Offsetdruck,,,,[1D]  Programm auf der Rückseite
spa:Audio,STS-Plakat00006244,PL 038.056,Choephoren 2. Teil: Der Befreier wird wahnsinnig ,Aischylos,R: Peter Stein; BB: Karl-Ernst Herrmann; K: Moidele Bickel,,,,Stückplakat,89.0 x 62.0 cm,Offsetdruck,,,,[1D]  Programm auf der Rückseite
spa:Audio,STS-Plakat00006245,PL 038.057,The Walls of Jericho,"Sutro, Alfred",,,1906/07,16.03.1907,Stückplakat,75.0 x 49.3 cm,Buchdruck,,"W. T. Haycock & Sons. Ltd.,Printers",,Mr. Arthur Bourchier´s Principal  Company
spa:Audio,STS-Plakat00006246,PL 038.058,"Epidaurus, 20.Juni-12.Juli 1959",0,,,1958/59,,Veranstaltungsplakat,79.0 x 58.0 cm,Siebdruck,Carabett,Pexlibanidi,,Acht Vorstellungen antiker Dramen [Theaterstücke] u attischer Komödien
spa:Audio,STS-Plakat00006247,PL 038.059,Athens Festival 1959,0,,,1958/59,01.08.1959,Veranstaltungsplakat,80.0 x 59.0 cm,Siebdruck ?,,Contogonis-Malicoutis,,
spa:Audio,STS-Plakat00006248,PL 038.060,2° Festival nacional de teatro de provincia,0,,,,,Veranstaltungsplakat,66.0 x 48.0 cm,Siebdruck,,"Policrom, C A",,[1D]
spa:Audio,STS-Plakat00006249,PL 038.061,Hubicka,"Smetana, Bedrich (Friedrich)",,,,,Stückplakat,96.5 x 67.0 cm,?,Cestmir Pechr  80,,,
spa:Audio,STS-Plakat00006250,PL 038.062,Glocken-Schwäne. Dramatisches Märchen in 2 Akten ,"Karnauchova,I.; Brausevitsch,L.","R: N. A. Sokoloverova; M: S.S. Sokoloverova: BB: N.M. Drjagina, A.P. Kolesnikova",,1957,,Stückplakat,85.8 x 63.3 cm,Buchdruck,G. Lylov,Gorkij  Warheit,,Gewidmet: Für die Tage der 40. revolution. Auflage 300 Stück
spa:Audio,STS-Plakat00006251,PL 038.063,Teufelsmühle Comedie in 3 Akten. (Theater nur für Erwachsene),"Drdy, J.",R: J. N. Eliseev; BB: A. M. Mazanov; M: S. S. Sokoloverova,,1956,,Stückplakat,94.5 x 70.3 cm,Buchdruck,A. Mazanov,,,Auflage 1000 Stück
spa:Audio,STS-Plakat00006252,PL 038.064,Mockba-1977-Moscou. III Concours International de Ballet,0,,,,,Veranstaltungsplakat,90.0 x 61.0 cm,Siebdruck,14 AP,Rockohuept CCCP 1975,,
spa:Audio,STS-Plakat00006253,PL 038.065,Trilogie des Wiedersehens,"Strauss, Botho",,,,,Stückplakat,83.7 x 118.5 cm,Siebdruck,,,,
spa:Audio,STS-Plakat00006254,PL 038.066,La Fontaine. BelleParesse est Tout Son Vice ,0,,Jean-Claude Drouot,,,Stückplakat,120.5 x 89.2 cm,Siebdruck,,,,
spa:Audio,STS-Plakat00006255,PL 038.067,Quatrième stage d’ été. Le masque le choeur le clown,0,,,1970/71,12.08.1971,Stückplakat,56.0 x 39.0 cm,Buchdruck,,Chappuis,,
spa:Audio,STS-Plakat00006256,PL 038.068,Derrière le rideau. Comédie en 4 Actes ,"Breitbach, Joseph",R: Roland Pietri; BB u K: Jean-Denis Vivien,,,,Stückplakat,59.5 x 38.5 cm,Offsetdruck,,Sopedi,,
spa:Audio,STS-Plakat00006257,PL 038.069,Die Meistersinger von Nürnberg. Oper in 3 Aufzügen,"Wagner, Richard",,,,,Stückplakat,62.0 x 42.0 cm,Buchdruck,,Druckerei der Liller Kriegszeitung,,
spa:Audio,STS-Plakat00006258,PL 038.070,Théâtre Municipa Strasbourgl,0,,,,,Spielplanplakat,58.0 x 38.3 cm,Buchdruck,,Imprimerie Strasbourg,,
spa:Audio,STS-Plakat00006259,PL 038.071,Théâtre Municipal Strasbourg ,0,,,,,Spielplanplakat,58.0 x 38.5 cm,Buchdruck,,Imprimerie Strasbourg,,
spa:Audio,STS-Plakat00006260,PL 038.072,Festival d’Avignon. Rencontres internationales de jeunes,0,,,1954/55,18.07.1955,Spielplanplakat,60.0 x 39.7 cm,Offsetdruck,,IMP. Rulliére-Avignon,,
spa:Audio,STS-Plakat00006261,PL 038.073,Exposition Jean Vilar,0,,,1981,,Ausstellungsplakat,59.8 x 39.8 cm                             ,?,,rullière-libeccio avignon ?,,Lebenslauf  auf der Rückseite
spa:Audio,STS-Plakat00006262,PL 038.074,La Segretaria. Übersetzung: Michel Arnaud,"Ginzburg, Natalia; Arnaud, Michel","R: Pierre Ascaride; BB: Michel Vandestien, Brigitte Laubbr-Francon",,,,Stückplakat,60.0 x 40.0 cm,Offsetdruck,,Marchand Paris,,
spa:Audio,STS-Plakat00006263,PL 038.075,Festival International de Théâtre Gestuel ,0,,,,,Veranstaltungsplakat,59.0 x 42.7 cm,Offsetdruck,Topoz 82,,,Co-Production maison de la culture de la Seine-Saint-Denis associiation art et geste
spa:Audio,STS-Plakat00006264,PL 038.076,Die Meistersinger von Nürnberg. Oper in 3 Aufzügen,"Wagner, Richard",,,,,Stückplakat,30.7 x 42.5 cm,Buchdruck,,,,
spa:Audio,STS-Plakat00006265,PL 038.077,Carmen,"Bizet, Georges",,,1983/84,05.03.1984,Stückplakat+Veranstaltungsplakat,42.0 x 30.0 cm,Offsetdruck,,,,Veranstaltungen auf der Rückseite
spa:Audio,STS-Plakat00006266,PL 038.078,Macbeth. Ein Trauerspiel ,"Shakespeare, William",,,1980/81,05.11.1980,Stückplakat,65.0 x 44.7 cm,Siebdruck,Adzic,,,
spa:Audio,STS-Plakat00006267,PL 038.079,Tko se boji Virginie Woolf. [Wer hat Angst vor Virginia Woolf.],"Albee, Edward",R: Ivan Hetrich,,,,Stückplakat,69.0 x 31.0 cm,Siebdruck,Iisak z skrgatic zgb ilica 17,,,
spa:Audio,STS-Plakat00006268,PL 038.080,Krvava svadba/  Bluthochzeit.Lyrische Tragödie in drei Akten (Bodas de sangre). Text: Federico Lorca ,"Szokolay, Sándor; García Lorca, Federico",,,,,Stückplakat,100.0 x 70.8 cm,Siebdruck,,,,
spa:Audio,STS-Plakat00006269,PL 038.081,Kci pukovnije (Die Regimentstochter),"Donizetti, Gaëtano","R: Nada Murat; ML: Antun Petrusic; BB u K: Karlo Klemencic; CH: Joza Komljenovic, k. g.",,,,Stückplakat,"98,8 x  68.5 cm",Siebdruck,,,,
spa:Audio,STS-Plakat00006270,PL 038.082,Lutanja “ Visions fugitives“ op 22 (Flüchtige Visionen) Peter Pan Ballett in zwei akten (6Bildern),"Prokofiev, Sergej Sergejewitsch; Bjelinski, Bruno",BB: Aleksandra Augustincic; ML: Miro Belamaric; K: Dijana Kosec; CH: Nenad Lhotka,,1966/67,26.11.1966,Stückplakat,69.2 x 103.0 cm,Buchdruck,,"Tisak-Vjesnik, Zagreb",,Erste Yugoslavische ausfführung/  Peter Pan Uraufführung
spa:Audio,STS-Plakat00006271,PL 038.083,Parle Bas. Übersetzung: René Jean Poupart,"Crie, Sinon Je; Poupart, René Jean",R: Albert-André Lheureux; M: Daniel Dejean; BB: Publiart,,,,Stückplakat,90.5 x 63.0 cm,Offsetdruck,Robert Detheux,Verso,,
spa:Audio,STS-Plakat00006272,PL 038.084,L’obsede,0,,,1970/71,19.06.1971,Stückplakat,88.0 x 61.5 cm,Siebdruck,Detheux Ceysens et Maassen,,,
spa:Audio,STS-Plakat00006273,PL 038.085,Britannicus,"Racine, Jean","R: Jean-Claude, Albert-André Lheureux; BB u K: Nuno Côrte-Real",,1971/72,14.01.1972,Stückplakat,69.5 x 49.0 cm,Offsetdruck,Detheux,,,
spa:Audio,STS-Plakat00006274,PL 038.086,Centre d’Etudes Théâtrales. Programme 73/74,0,,,1973/74,,Saisonplakat,59.5 x 42.0 cm,Offsetdruck,,M&L Symons,,
spa:Audio,STS-Plakat00006275,PL 038.087,Centre d’Etudes Théâtrales. Programme 74/75,0,,,1974/75,,Saisonplakat,59.5 x 42.0 cm,Offsetdruck,,M&L Symons,,
spa:Audio,STS-Plakat00006276,PL 038.088,"2000. Spectacles en provenance de: Belgique, Etats-Unis, France-Suisse, Tchécoslovaquie",0,,,1972/73,,Veranstaltungsplakat,56.0 x 40.0 cm,Siebdruck,,,,Veranstaltungen auf der Rückseite
spa:Audio,STS-Plakat00006277,PL 038.089,Les aventures de plum-plum,"Geal, Jose",,,,,Stückplakat,29.8 x 42.0 cm,Offsetdruck,André Lange,,,
spa:Audio,STS-Plakat00006278,PL 038.090,Le roman de renart,"Fauquez, Arthur",R: Jose Geal; BB u K: Charlie Godefroid,,,,Stückplakat,29.8 x 42.0 cm,Offsetdruck,André Lange,,,
spa:Audio,STS-Plakat00006279,PL 038.091,Les pommes d’or,"Fauquez, Arthur",R: Jose Geal; BB: André Lange; K: Renee Brunet,,,,Stückplakat,29.8 x 42.0 cm,?,André Lange,,,Plakat mit persönlicher Widmung
spa:Audio,STS-Plakat00006280,PL 038.092,Stadttheater Görliitz,0,,,1942/43,,Spielplanplakat,55.5 x 38.5 cm,Buchdruck,,"Hoffmann & Reiber, Görlitz",,
spa:Audio,STS-Plakat00006281,PL 038.093,Städtische Bühnen Magdeburg,0,,,1946/47,,Spielplanplakat,42.7 x 60.5 cm,Buchdruck,,Rieseberg & Kortwig,,
spa:Audio,STS-Plakat00006282,PL 038.094,Der Kulturdienst lädt ein,0,,,1946/47,,Spielplanplakat,42.7 x 59.5 cm,Buchdruck,,Rieseberg & Kortwig,,
spa:Audio,STS-Plakat00006283,PL 038.095,Städtische Bühnen Magdeburg,0,,,1939/40,,Spielplanplakat,42.7 x 60.0  cm,Buchdruck,,Rieseberg & Kortwig,,
spa:Audio,STS-Plakat00006284,PL 038.096,Leipziger Theater,0,,,1960/61,,Spielplanplakat,84.0 x 59.5 cm,Buchdruck,,III/ 18/ 148-Lp G 621/ 61,,
spa:Audio,STS-Plakat00006285,PL 038.097,Bühnen der Stadt Zwickau,0,,,1960/61,,Spielplanplakat,78.5 x 55.5 cm,Buchdruck,HKI.,III/ 29 / 37 KmG 002/ 185 / 61,,
spa:Audio,STS-Plakat00006286,PL 038.098,El matrimonio de los pequenos burgueses. Die Kleinbürgerhochzeit (Die Hochzeit). Ein Stück,"Brecht, Bertolt",R: Alberto Sánchez; BB u K: Pedro León Zapata,,1966/67,28.07.1967,Stückplakat,45.8 x 64.0 cm,Offsetdruck,"Zapata, Isabel López",,,
spa:Audio,STS-Plakat00006287,PL 038.099,Primer Festival de Teatro de Provincia,0,,,1967/68,15.05.1968,Veranstaltungsplakat,65.5 x 46.0 cm,Offsetdruck,Alirio Palacios,Policrom C. A.,,
spa:Audio,STS-Plakat00006288,PL 038.100,Yo  William Shakespeare,"Shakespeare, William",R: Alberto Sánches,,,,Veranstaltungsplakat,107.3 x 73.5 cm,Offsetdruck,Isabel Lopez,Policrom C. A.,,Das Plakat ist in zwei Teilen
spa:Audio,STS-Plakat00006289,PL 038.101,"Tournèe Goldoniana. Le Baruffe Chiozzotte/  Sior Todaro, brontolon/ J Rusteghi","Goldoni, Carlo",Ltg: Cesco Baseggio; R: Antonio Orlandini; K:Lucia Lunel Belfadel,,,,Veranstaltungsplakat,99.5 x 64.2 cm,Buchdruck,,Tip. Ditta Rizzi di V. Venier-Venezia,,Tournèe Theater
spa:Audio,STS-Plakat00006290,PL 038.102,El matrimonio de los pequenos burgueses. Die Kleinbürgerhochzeit (Die Hochzeit). Ein Stück,"Brecht, Bertolt",R: Alberto Sánchez; BB u K: Pedro León Zapata,,1966/67,28.07.1967,Stückplakat,122.0 x 47.5 cm,Offsetdruck,Zapata,Selecolor C. A.,,Das Plakat ist in zwei Teilen
spa:Audio,STS-Plakat00006291,PL 038.103,International Association of Theatre for Children and young People. ASSITLJ,0,,,1987,,Veranstaltungsplakat,99.8 x 63.0 cm,Siebdruck,Barrie Tucker ,,,
spa:Audio,STS-Plakat00006292,PL 038.104,EsPectáculo 64,0,,,,,0,62.3 x 36.5 cm,Offsetdruck,,,,Blancodruck
spa:Audio,STS-Plakat00006293,PL 038.105,Arlequin. Servidor de dos patrones. (Der Diener zweier Herren. ),"Goldoni, Carlo",,,,,Stückplakat,59.7 x 26.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00006294,PL 038.106,Centro universitario de Teatro. Documents,0,,,1961/62,18.06.1962,Veranstaltungsplakat,54.0 x 38.3 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00006295,PL 038.107,Curso piloto de Investigación Teatral,0,,,1962/63,03.10.1962,Veranstaltungsplakat,47.5 x 35.0 cm,Buchdruck,,,,Direccion general de difusion cultural
spa:Audio,STS-Plakat00006296,PL 038.108,Teatro Latinoamericano,0,,,,,0,51.0 x 33.3 cm,Offsetdruck,,,,Blancodruck. Direccion general de difusion cultural
spa:Audio,STS-Plakat00006297,PL 038.109,TIP 71. Internationales Amateur Theater,0,,,1970/71,25.07.1971,Veranstaltungsplakat,62.3 x 45.0 cm,Offsetdruck,Bert Haaitsma,,,
spa:Audio,STS-Plakat00006298,PL 038.110,Kabuki-Theater,0,,,1959,,Stückplakat,72.8 x 51.5 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00006299,PL 038.111,Kabuki-Theater,0,,,,,Stückplakat,105.5 x 76.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00006300,PL 038.112,Kabuki-Theater. Kultur-Fest,0,,,,,Stückplakat,106.7 x 75.5,Offsetdruck,,,,
spa:Audio,STS-Plakat00006301,PL 038.113,Kabuki-Theater. Kultur-Fest,0,,,,,Stückplakat,106.8 x 75.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00006302,PL 038.114,Kabuki-Theater.,0,,,,,Stückplakat,107.0 x 75.5 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00006303,PL 038.115,Kabuki-Theater.,0,,,,,Stückplakat,107.7 x 76.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00006304,PL 038.116,Kabuki-Theater. Kultur-Fest,0,,,,,Stückplakat,108.0 x 75.8 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00006305,PL 038.117,Kabuki-Theater,0,,,,,Stückplakat,107.4 x 74.3 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00006306,PL 038.118,Kabuki-Theater,0,,,,,Stückplakat,107.4 x 75.5 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00006307,PL 038.119,Kabuki-Theater,0,,,,,Stückplakat,106.7 x 74.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00006308,PL 038.120,"kanze kai, no-theater tokio ",0,,,1965/66,07.09.1965,Veranstaltungsplakat,83.8 x 59.3 cm,Siebdruck,"Mavignier,Hamburg",Meissner Siebdruck,,
spa:Audio,STS-Plakat00006309,PL 038.121,Teatro Stabile di Genova 69/70,0,,,1969/70,,Saisonplakat,100.0 x 35.0 cm,Buchdruck,,Ind. Graf. C.M.C. s.p.a.-genova,,
spa:Audio,STS-Plakat00006310,PL 038.122,Il trigamo o la spartizione,"Chiara, Piero",R: Aldo Triomfo; BB: Emanuele LuzzatiK: Giancarlo Bignardi; M: Aldo Triofo,,1969/70,,Stückplakat,100.0 x 34.7 cm,Buchdruck,,Ind. Graf. C.M.C. s.p.a.-genova,,
spa:Audio,STS-Plakat00006311,PL 038.123,L’altra ferita,"Braibanti, Aldo",R: Franco Enriquez; BB u K: Emanuele Luzzati,La Compagnia dei Quattro,1969/70,07.04.1970,Stückplakat,99.8 x 35.0 cm,Buchdruck,,Scarabeo-Milano,,
spa:Audio,STS-Plakat00006312,PL 038.124,Teatro Stabile Torino. Stagione 1975/76,0,,,1975/76,,Saisonplakat,100.0 x 34.0 cm,Offsetdruck,,Stampa arti grafiche Roccia Torino,,
spa:Audio,STS-Plakat00006313,PL 038.125,Il Sogno. (Ein Traumspiel / Ett drömspel) Übersetzung: Giorgio Zampa ,"Strindberg, August; Zampa, Giorgio",R: Michael Meschke; BB u K: Lennart Mörk; M: Karl-Erik Welin,,1969/70,18.03.1970,Stückplakat,100.0 x 35.0 cm,Buchdruck,,Ind. Graf. C.M.C. s.p.a.-genova,,
spa:Audio,STS-Plakat00006314,PL 038.126,Porsenna re degli etruschi,0,,Compagnia popolare del Bruscello ,1955/56,12.08.1956,Stückplakat,100.0 x 70.0 cm,Siebdruck,,I.G.E.I.-Roma,,Ferragosto a Montepulciano
spa:Audio,STS-Plakat00006315,PL 038.127,XIII (deizentes) Festival di Santarcangelo/  9 -16 Luglio ‘ 83,0,,,1982/83,09.07.1983,Veranstaltungsplakat,99.8 x 69.8 cm,Offsetdruck,"E: Tuliopzi, P. Borgonzoni",,,Le vie che hanno un cuore.
spa:Audio,STS-Plakat00006316,PL 038.128,Turandot [I]; Lyrisches Drama in drei Akten. Liberetto Giuseppe Adami u Renato Simoni ,"Puccini, Giacomo; Adami, Giuseppe u Simoni, Renato",,,,,Werbeplakat für den Ricordi-Verlag,139.5 x 100.0 cm,Steindruck (Lithographie),,,,Edizioni Ricordi. [Werbeplakat für den Ricordi-Verlag]
spa:Audio,STS-Plakat00006317,PL 038.129,Stagione di spettacoli all’aperto,0,,,1975/76,09.10.1975,Spielplanplakat,62.0 x 32.8 cm,Offsetdruck/ Buchdruck,,Tip. Teatrale Torinese (TIPO),,
spa:Audio,STS-Plakat00006318,PL 038.130,Vacanze a Verona. 19 Giugno 17 Settembre 1971,0,,,1971/72,,Veranstaltungsplakat,66.5 x 25.0 cm,Offsetdruck,Fiorenzo Giorgi,Cortella industria poligrafica/ Verona ,,[1D]
spa:Audio,STS-Plakat00006319,PL 038.131,Conferenza-spettacolo sulla storia della danza,0,,,1982/83,18.06.1983,Stückplakat,58.0 x 29.8 cm,Offsetdruck,,,,Schweizer Kammerballett
spa:Audio,STS-Plakat00006320,PL 038.132,Vevey. Winzerfest [Fête des Vignerons],0,,,1954/55,01.08.1955,Veranstaltungsplakat,99.8 x 64.8 cm,Offsetdruck,Viktor Rutz,,,[1D]  S. A. Lith. Klausfelder Vevey
spa:Audio,STS-Plakat00006321,PL 038.133,Theaterwelt. [Le monde du théâtre [F]/ Il mondo del teatro [I] / Mund dal teater [Rät.]/ World of the Stage [E]],0,,,,,Lernplakat für Schulen,65.2 x 90.0 cm,Offsetdruck,Josette Morier,"E. Löpfe-Benz AG, Rorschach",,[1D]  Herausgeber Schweiz. Lehrerverein
spa:Audio,STS-Plakat00006322,PL 038.134,Der Hobbit,"Tolkien, J.R. R.",,,,,Stückplakat,84.0 x 59.3 cm,Offsetdruck,Robert Voss,,,[1D]   Gastspiel aus Deutschland
