owl:Class,dct:identifier,schema:name,schema:addressLocality,ex:AblageortSTS,schema:addressRegion,schema:relatedLink,schema:Organization,ex:Statusaaktivnanichtaktiv,ex:EckdatennichtSTS,ex:frühereNamen,ex:Dokumente1,ex:Dokumente2,ex:Dokumente3,ex:Dokumente4
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001649,Theatergruppe Schwaderloch,Schwaderloch,Schwaderloch,AG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001650,Freilichtspiel Kemmental-Schwaderloh,Schwaderloh,Schwaderloh,TG,,-0,na,1999,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001651,"Zur Freud (Theatergruppe ""Zur Freud"" Schwadernau)",Schwadernau,Schwadernau,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001652,Theatergesellschaft Schwanden,Schwanden,Schwanden,GL,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001653,Theatergruppe Schwarzenbach,Schwarzenbach bei Beromünster,Schwarzenbach,LU,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001654,Theaterverein Schwarzenberg,Schwarzenberg,Schwarzenberg,LU,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001655,Bühne Schwarzenburg,Schwarzenburg,Schwarzenburg,BE,,Amathea,a,,Freilichtbühne Schwarzenburg (FLBS) + Junkere Bühni Schwarzenburg),,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001656,Freilichtbühne Schwarzenburg (FLBS) (früher: Theaterspielgruppe Schwarzenburg) (später: Bühne Schwarzenburg),Schwarzenburg,Schwarzenburg,BE,,Amathea,a,,Theaterspielgruppe Schwarzenburg,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001657,Gemischter Chor Waldgasse,Schwarzenburg,Schwarzenburg,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001658,Jodlerklub Heimelig,Schwarzenburg,Schwarzenburg,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001659,Junkere Bühni Schwarzenburg (Junkere-Bühni Schwarzenburg) (später: Bühne Schwarzenburg),Schwarzenburg,Schwarzenburg,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001660,Theaterspielgruppe Schwarzenburg (später: Freilichtbühne Scharzenburg),Schwarzenburg,Schwarzenburg (nicht ZSV),BE,,-0,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001661,Theater Sektion der Schweizerhalle,Schweizerhalle,Schweizerhallte,BL,,-0,na,1912-1914,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001662,bühne 66 schwyz,Schwyz,Schwyz,SZ,,RZV,a,,Spielgruppe Schwyz,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001663,Gesellentheater Schwyz,Schwyz,Schwyz,SZ,,-0,na,1970,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001664,Hofstatt Theater Schwyz,Schwyz,Schwyz,SZ,,KTV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001665,Japanesengesellschaft von Yeddo-Schwyz,Schwyz,Schwyz,SZ,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001666,Kinder- und Jugendtheater pronto Schwyz,Schwyz (Seewen),,SZ,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001667,Spielgruppe Schwyz (später: Bühne 66),Schwyz,Schwyz,SZ,,RZV,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001668,tagliatElle,Schwyz,Schwyz,SZ,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001669,Theatergesellschaft Schwyz,Schwyz,Schwyz,SZ,,-0,na,"1890, 1837, 1938",,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001670,Freilichtspiel Scuol,Scuol,Scuol,GR,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001671,Gruppa da teater Scuol,Scuol,Scuol,GR,,BVV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001672,La Culissa,Scuol,Scuol,GR,,-0,na,1944-?,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001673,Gemischter Chor Seeberg,Seeberg,Seeberg,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001674,Theatergruppe Seedorf,Seedorf,Seedorf,UR,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001675,Freiichttheater Schloss Hallwyl,Seengen,Seengen,AG,,-0,na,"196, 1997",,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001676,Oper Schloss Hallwyl (Verein) (STS: Open-air Oper Schloss Hallwyl),Seengen,Seengen,AG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001677,Stationentheater Schloss Hallwyl,Seengen,Seengen,AG,,-0,a,(noch existent?),,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001678,Musikgesellschaft Seftigen,Seftigen,Seftigen,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001679,Quelli del Girasole,Sementina,Sementina (nicht ZSV),TI,,FFSI,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001680,Italo Ticinese,Sementina,Sementina (nicht ZSV),TI,,FFSI,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001681,Jugendtheater Sempach (Junges Theater Sempach),Sempach,Sempach (nicht ZSV),LU,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001682,Theatergesellschaft Sempach (Theater Sempach),Sempach,Sempach,LU,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001683,Gruppa da teater Sent,Sent,Sent,GR,,BVV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001684,Theatergruppe Seon,Seon,Seon,AG,,VAV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001685,Töchterchor Seon,Seon,Seon,AG,,-0,na,1928,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001686,Revue de Servion,Servion,Servion (nicht ZSV),VD,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001687,Volkstheater Chrebsbach,Seuzach,Seuzach,ZH,,RVA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001688,Gruppa da teater Siat,Siat,Siat,GR,,-0,na,1998,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001689,Theaterfreunde Siders,Siders,Siders,VS,,VSDW,a,(noch existent?),,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001690,March-Bühne,Siebenen,Siebenen,SZ,,,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001691,Compagnons des Arts,Sierre,Sierre (nicht ZSV),VS,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001692,Compagnie Mot à Mot,Sierre,Sierre (nicht ZSV),VS,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001693,Théâtre de la Cagoule,Sierre,Sierre (nicht ZSV),VS,,-0,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001694,Théâtre Ephémère,Sierre,Sierre (nicht ZSV),VS,,-0,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001695,Freilichtspiele Signau,Signau,Signau,BE,,-0,na,1990,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001696,Theatergruppe Signau,Signau,Signau,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001697,Verein Freilichttheater Signau (Freilicht Würzbrunnen),Signau,Signau,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001698,Männerchor Sigriswil,Sigriswil,Sigriswil,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001699,Théâtre des Collines,Sion,Sion (nicht ZSV),VS,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001700,Theater Jetzt!,Sirnach,Sirnach (auch unter Profitheater),TG,,,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001701,Theatergesellschaft Sirnach (Sirnacher Theatergesellschaft) (Operette Sirnach),Sirnach,Sirnach: Theatergesellschaft,TG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001702,Theater Sisikon,Sisikon,Sisikon,UR,,ZSV,a,,Theatergruppe Sisikon,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001703,Seniorentheater Sissach (Sissacher Seniorentheater),Sissach,Sissach,BL,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001704,Theaterverein Spielleute Sisselen,Sisseln,Sisseln,AG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001705,L’Amuse-Gueule (Troupe théâtrale l'Amuse-Gueule),Siviriez,Siviriez (nicht ZSV),FR,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001706,la Flèche,Siviriez,Siviriez (nicht ZSV),FR,,-0,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001707,Freilichtspiele Solothurn,Solothurn,Solothurn,SO,,,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001708,Junge Bühne Solothurn,Solothurn,Solothurn,SO,,-0,na,1957-1965,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001709,Kinder- und Jugendtheater der Liebhabertheater-Gesellschaft,Solothurn,Solothurn,SO,,RVVNWS,,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001710,LTG Liebhabertheatergesellschaft Solothurn,Solothurn,Solothurn,SO,,RVNWS,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001711,Royal Arts Club,Solothurn,Solothurn,SO,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001712,Team 99,Solothurn,Solothurn: Kleintheater Muttiturm,SO,,-0,na,1982-1996,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001713,Theater Mausefalle Solothurn (Teatro Mobile) (früher: Theatergruppe Fischer),Solothurn (Zuchwil),Solothurn (nicht ZSV),SO,,RVNWS    KTV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001714,Theatergruppe Fischer (später Theater Mausefalle),Solothurn,Solothurn (nicht ZSV),SO,,-0,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001715,Théâtre de la Clé (Compagnie la Clé de Sonceboz),Sonceboz,Sonceboz (nicht ZSV),BE,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001716,La Compagnia della notte,Sorengo,Sorengo (nicht ZSV),TI,,FFSI,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001717,Antilängwilertype,Spiez,Spiez,BE,,-0,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001718,Schloss-Spiele Spiez ,Spiez,Spiez (Winterproduktion eigene ZSV-Ablage),BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001719,Theatergruppe Thunersee,Spiez,Spiez,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001720,Theater Spiringen (Theatergruppe Spiringen),Spiringen,Spiringen,UR,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001721,Theatergesellschaft Spreitenbach (Theater Spreitenbach),Spreitenbach,Spreitenbach,AG,,VAV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001722,Fantasieh-da <Kindertheater>,St. Gallen,St. Gallen,SG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001723,Gegenwind <Laien-Wandertheater>,St. Gallen,St. Gallen (nicht ZSV),SG,,,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001724,HSG-Studententheater (später: Studententheater St. Gallen),St. Gallen,St. Gallen (nicht ZSV),SG,,,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001725,Imbodehuus-Theatergruppe The Rolling Legs,St. Gallen,St. Gallen (nicht ZSV),SG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001726,Junges Theater St. Gallen,St. Gallen,St. Gallen (nicht ZSV),SG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001727,Kabarett Jonudennhalt,St. Gallen,Kabarett: St. Gallen,SG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001728,Kleine Komödie St. Gallen,St. Gallen,St. Gallen,SG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001729,Pfalzkulisse St. Gallen,St. Gallen,St. Gallen,SG,,-0,,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001730,Pinocchio-Kindertheater (Pinocchio-Theater),St. Gallen,St. Gallen,SG,,-0,a,(noch existent?),,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001731,Seniorenbühne St. Gallen,St. Gallen,St. Gallen,SG,,-0,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001732,Senioren-Theater St. Gallen,St. Gallen,St. Gallen,SG,,VOV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001733,St. Galler Bühne,St. Gallen,St. Gallen,SG,,VOV,a,,"Dramatischer Club Edelweiss, Dramatischer Club St. Gallen, Dramatischer Verein St. Gallen",,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001734,Statt-Theater,St. Gallen,St. Gallen (nicht ZSV),SG,,-0,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001735,Studenten Theater St. Gallen (früher: HSG-Studententheater),St. Gallen,St. Gallen (nicht ZSV),SG,,,a,,HSG-Studententheater,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001736,Theater U21 St. Gallen,St. Gallen,St. Gallen (nicht ZSV),SG,,VOV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001737,Theatergruppe Spielwitz,St. Gallen,St. Gallen,SG,,VOV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001738,Theatergruppe St. Otmar St. Gallen,St. Gallen,St. Gallen,SG,,VOV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001739,St. Galler Jugendtheater,St. Gallen (?),,SG,,VOV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001740,Tiltanic Impro-Theater,St. Gallen,St. Gallen,SG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001741,Zora Kindertheater <Laiengruppe?>,St. Gallen,St. Gallen,SG,,-0,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001742,Theatergruppe Heldsberg,St. Margrethen,St. Margrethen,TG,,VOV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001743,Dramatischer Verein St. Moritz,St. Moritz,St. Moritz,GR,,BVV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001744,Theaterverein Alpenrösli,St. Niklaus,St. Niklaus,VS,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001745,Theatergesellschaft St. Peter-Pagig,St. Peter-Pagig,St. Peter-Pagig,GR,,BVV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001746,Theatergruppe St. Silvester,St. Silvester,St. Silvester,FR,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001747,Freilichtspiele St. Ursen,St. Ursen,St. Ursen,FR,,-0,na,1964,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001748,Dorftheater Staad,Staad,Staad,TG,,VOV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001749,Dramatischer Verein Stadel,Stadel,Stadel,ZH,,RVA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001750,Männerchor Stadel,Stadel,Stadel,ZH,,-0,a,1947-1949,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001751,operatten,Stäfa,Stäfa (nicht ZSV),ZH,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001752,theaterratten,Stäfa,Stäfa (nicht ZSV),ZH,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001753,rattenkids,Stäfa,Stäfa (nicht ZSV),ZH,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001754,Theaterverein Stalden,Stalden,Stalden,VS,,VSDW,,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001755,Schwander-Theater Stalden (Schwander Theater Stalden),Stalden (Sarnen),"Stalden (Sarnen), auch unter Schwendi ob Sarnen (vermtl. nicht ZSV)",OW,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001756,Freilichttheater Stans,Stans,Stans,NW,,-0,na,1998,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001757,Jugendtheater Création,Stans,Stans (nicht ZSV),NW,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001758,"Kollegitheater, Kollegi-Theater Stans (Kollegium St. Fidelis, Kollegibühne)",Stans,Stans (nicht ZSV),NW,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001759,Märli-Biini Stans,Stans,Stans,NW,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001760,teatro insieme,Stans,Stans,NW,,-0,a,(noch existent?),,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001761,Theater Nidwaldner Museum,Stans,Stans,W,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001762,Theatergesellschaft Stans (Theater Stans) (Theater an der Mürg),Stans,Stans,NW,,RZV,a,,Stanser Theaterleute,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001763,Vereinigte Bühnen Stans,Stans,Stans,NW,,-0,na,1994,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001764,Theaterverein Stansstad,Stansstad,Stansstad,NW,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001765,Freilichttheater Staufberg (Verein Freilichttheater Staufberg),Staufen,Staufen,AG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001766,Art of Passion (Musicalverein),Steffisburg,Steffisburg (nict ZSV),BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001767,Blaukreuzmusik Steffisburg,Steffisburg,Steffisburg,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001768,"Musical ""My Fair Lady"" Stefissburg",Steffisburg,Steffisburg,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001769,Oberländer Märlibühni (Stäffisburger Spil-Lüt),Steffisburg,Steffisburg,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001770,Stäffisburger Spil-Lüt,Steffisburg,Steffisburg,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001771,Theaterverein Qlisse Steg (Theaterverein Steg),Steg,Steg,VS,,,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001772,Theaterverein Stein,Stein AG,Stein AG,AG,,VAV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001773,No e Wili Verein,Stein am Rhein,Stein am Rhein,SH,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001774,D'Bühni Steinach (Theater- und Kulturverein D'Bühni Steinach,Steinach,Steinach,SG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001775,Steiner Theater,Steinen,Steinen,SZ,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001776,Musikgesellschaft Steinerberg,Steinerberg,Steinerberg,SZ,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001777,Theatergesellschaft Steinhausen,Steinhausen,Steinhausen,ZG,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001778,Theatergruppe Steinmaur-Neerach,Steinmaur-Neerach,Steinmaur-Neerach,ZH,,-0,na,1988,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001779,Theatergruppe Sternenberg,Sternenberg,Sternenberg,ZH,,-0,a,(noch existent?),,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001780,Theatergruppe Gesangsverein Stettlen (neu: Theater Stettlen)(Theater Chöre Stettlen),Stettlen BE,Stettlen BE,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001781,Singspielbühne Worblental,Stetten,Stetten,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001782,Reiat Theater Stetten,Stetten,Stetten,SH,,-0,a,,Theatergruppe Stetten,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001783,Theatergruppe Stetten (später: Reiat Theater),Stetten,Stetten,SH,,-0,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001784,Mund-Art Bühne 92,Studen BE,Studen BE,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001785,Theatergruppe Stüsslingen,Stüsslingen,Stüsslingen,SO,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001786,Trothévu,Sugiez,Sugiez (nicht ZSV),FR,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001787,Damen- und Männerchor Sulgen,Sulgen,Sulgen,TG,,-0,na,1955,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001788,Radfahrer-Verein Helvetia ,Sulz,Sulz,AG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001789,Freilichtspiel Sumiswald,Sumiswald,Sumiswald,BE,,,,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001790,Gemischter Chor Sumiswald,Sumiswald,Sumiswald,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001791,Musik- und Theatergesellschaft Sursee,Sursee,Sursee,LU,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001792,Theater Tägerwilen,Tägerwilen,Tägerwilen,TG,,VOV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001793,Theatergruppe Tamins,Tamins,Tamins,GR,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001794,Theaterverein Montanara,Täsch,Täsch,VS,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001795,Gruppa da teater Tarasp,Tarasp,Tarasp,GR,,BVV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001796,Théâtre Sans Nom,Tavannes,Tavannes (nicht ZSV),BE,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001797,Tréteaux d’Orval,Tavannes,Tavannes (nicht ZSV),BE,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001798,Il Grappolo (Teatro il Grappolo),Tenero,Tenero (nicht ZSV),TI,,,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001799,,,,,,,,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001800,Theater Thalwil (Verein Theater Thalwil),Thalwil,Thalwil und auch unter: Thalwil: Verein Theater Thalwil (nicht ZSV),ZH,,RVA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001801,Taynger Bühne (Thaynger Bühne),Thayngen,Thayngen,SH,,VOV,a,,,,,,
