owl:Class,dct:identifier,schema:name,schema:performer,schema:addressLocality,ex:AblageortSTS,schema:addressRegion,schema:relatedLink,schema:Organization,ex:rep,ex:statusaaktivnanichtaktiv,ex:EckdatennichtSTS,ex:frühereNamen,ex:Dokumente1,ex:Dokumente2,ex:Dokumente3,ex:Dokumente4
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000407,Konfliktüre (Forumtheater),"Schwyngruber, Sonja + Sperger, Marlen + Lanz, Crhistoph + Jaeggi, Barbara + Zbinden, Erich + Klemann, Ann + Brügger, Rolf + Progin, Claudia + Michel, Beat + Friedli, Regula",Bern,Bern,BE,,,,a,?,,,,1 C,(2001)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000408,Konsortium & Konsorten,"Klüppel, Wolfgang u.a.",Bern,Bern,BE,,,,a,?,,,,1 C,(2007)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000409,"Kopp, Nauer, Vittinghoff (neu: Kopp/Nauer/Praxmarer/Vittinghoff)(knpv)","Kopp, Armin + Nauer, Philippe + Praxmarer, Priska + Vittinghoff, Dirk",Bern,Bern,BE,,,,a,2006-,,,,1 C,(2011)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000410,Krakepuku (professionelles Mitspieltheater für Kinder),"Lehner Bundi, Orsolina + Häusermann, Urs + Nickel, Wolfgang",Bern,Bern,BE,,,,na,?,,,,1 C,"1996, 1999"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000411,Kultursympathisanten,"Adam, Renate + Vogelsanger, Maja + Reber, Marcel + Landolf, Walo + Thomet, Paul",Bern,Kabarett: Bern,BE,,,,na,,,,,,(1981)-(1995)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000412,Kurtli (Trashrevue),"Heiniger, Sibylle + Vittinghoff, Dirk u.a.",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000413,LDCollective,"Kappenberger, Flurin + Cadet, Nathalie + Heinecke, Laura + Lynes, Alyssa + Neuber, Anna + Monten, Joshua + Kieffer, Lea + Kaufmann, Oleg",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000414,L.E.S. Les Enfants Sauvages (Jazz-Dance-Company),"Voyat, Nicol u.a.",Bern,Bern,BE,,,,na,1985-?,,,,1 C,(1992)-(2011)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000415,Les Etoiles,"Guderian, Ragna u.a.",Bern,Bern,BE,,,,a,2009-,,,,1 C,2009-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000416,Les Trois Suisses,"Dussex, Pascal + Burri, Resli + Baumeister, Thomas",Bern,Bern,BE,,KTV,,a,1993-,,,,1 C,(2001)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000417,Les Trouvères,,Bern,Bern,BE,,,,na,1969-?,,,,1 C,(1969)-(1975)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000418,Liederweib,"Walther, Dorothea",Bern,Bern,BE,,KTV,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000419,Lil'Violet,"Brandenberger, Rena u.a.",Bern,Bern (siehe auch Bern: Rosengarten),BE,,,,a,?,,,,1 R,(2016)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000420,Linaz,"Anz, Lienhard",Bern,"Lienhard, Anz",BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000421,Ludus-Ensemble,"Darbellay, Jean-Luc u.a.",Bern,Bern,BE,,,,a,?,,,,1 C,1990
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000422,lurelure,"Allon, Marion",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000423,lux & ludus (Lux und Ludus),"Bühler, Lucia + Nyfeler, Gisela",Bern,Bern,BE,,,,a,,,,,1 C,2015-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000424,Lynx ,"Schnyder, Monique",Bern,Bern,BE,,,,a,1994-2002?,,,,1 C,1994-(2002)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000425,Mad Theater (Kollektiv freischaffender Theatermacher Bern),"Kopf, Peter + Hofmann, Gögi + Spaeth, Simone u.a.",Bern,Bern,BE,,,,na,1981-1996,,,,2 C,(1982)-(1993)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000426,"magic garden (Theatergruppe, Theaterkollektiv)","Haug, Anne + Maier, Corinne + Müller Tina",Bern (Liebefeld) (Berlin) (Basel),Bern,BE,,,,a,?,,,,1 C,(2014)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000427,Majacc (Compagnie Majacc),"Binggeli Bernard, Roger + Weingart Sara B. + Kopp, Armin",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000428,Mammagena,?,Bern,Bern,BE,,,,na,?,,,,1 C,2009
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000429,Marcel Leemann Physical Dance Theater,"Leemann, Marcel",Bern,"Leemann, Marcel",BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000430,Kalauz/Schick (Laura Kalauz & Martin Schick) (Kalauz und Schick),"Kalauz, Laura + Schick, Martin","Zürich (früher: Bern), Berlin","Schick, Martin",BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000431,mes:arts (theaterspaziergänge) (Stadtrundgänge),"Zurbrügg, Matthias + Ahlhorn, Christine",Utzigen,Bern (siehe auch Bern: StattLand),BE,,,,a,2006-,,,,1 C,2006-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000432,Mime Bern (Berner Pantomimen Ensemble),"Böttger, Ernst Georg + Schürch, Bernie +Wyssbrod, Peter + Rolli, Bernard Louis",Bern,Bern,BE,,,r,na,1967-1999?,,,,1 C,"1970, 1972-1976, 1983-?"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000433,Mocambo,-0,Bern,Variété: Bern,BE,,,,na,1972-2001,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000434,Move on <Tanztheatergruppe>,"Benedictus, Sjoukje u.a.",Bern,Bern,BE,,,,na,?,,,,1 C,(1985)-(1988)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000435,Musique Simili ,"Loddo, Line + Du Pasquier, Juliette + Hänsenberger, Marc",Erlach,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000436,Mydriasis,"Bremgartner, Mathias + Nadolska, Magdalena + Flores, Patrícia + Böckli, Johanna + Hasenfuss, Michael + Glatthard, Michael + Spahr, Michael + Küng, Beni + Finkam, Tonio + Schmocker, Lea + Grawit, Newa + Campell, Anna Serarda + Krone, Krishan + Mathis, Markus + Rassouli, Sara + Gerber, Frank",Bern,Bern,BE,,,,a,2010-,,,,1 C,(2011)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000437,Narrenpack Theater (Naren-Pack) (früher: Statt-Theater),"Bettschen, Piero + Brechbühl, Jeannine + Vorburger, Corinne",Bern,Bern,BE,,KTV,,a,1983-,,,,1 C,1983-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000438,Nase (Interkantonale Clowngruppe),"Stofer, Robert + Dietrich, Eveline + O’Connor, Mona + Sorgen, Kuno + Laube, Thomas",Bern,Fribourg,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000439,Neunvonsieben (Werkstatt),"Gundacker, Ruth + Rub, Markus + Strub, Rolf + Furrer, Manuel + Paniz, Marco + Rieben, Susann + Dietsche, Selin u.a.",Köniz (Bern),Bern,BE,,,,na,1992-2002,,,,1 C,(1996)-(1999)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000440,Nick Perrin Flamenco Jazz Quartett,"Perrin, Nick + Stucki, Julia + Rohrbach, Marco + Christen, Adrian + Stucki, Therese",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000441,Nivo dancecompany (tanz atelier Nivo),"Voyat, Nicole",Bern,"Voyat, Nicole",BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000442,nota bene,"Siegenthaler, Davina",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000443,öff öff Productions (Tanztheater),"Keller, Thomas + Aemisegger, Heidi",Bern,Bern,BE,,,,a,1984-,,,,1 C,(1995)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000444,"OMU-Theater (Operette-, Musical und Unterhaltung)","Widmann, Christine von + Nold, Brigitta + Stäubli, Anna + Kläger, Jürg + Duppenthaler, Roland + Steiner, Anne + Steffen, Liselotte + Matter, Therese",Bern,Bern,BE,,,,na,?,,,,1 C,"(1987), (1989)"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000445,Osmose Theater (Osmose-Theater),"Caceres, Kuska + Dittli, Silvia + Friedli, Karin B. + Maiwald, Daniela",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000446,"Panoptikum Pazzo (Panpaz, Pan Paz)","Andreani, Luciano + Praxmarer, Priska",Bern,Bern,BE,,,,a,1976-?,,,,1 C,(1979)-(2006)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000447,Pantarhei,"Kopp, Armin + Pregartner, Ferdinand",Bern,Bern,BE,,,,a,1996-,,,,1 C,"1996, 1997, 2002"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000448,P@tchwork ,-0,Bern,Bern,BE,,,,a,(noch existent?),,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000449,PENG! Palast,"Schwabenland, Dennis + Spinnler, Benjamin",Bern,Bern,BE,,,,a,2008-,,,,1 C,(2009)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000450,PhilippPhilipp ,-0,Bern,Bern,BE,,,,a,(noch existent?),,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000451,Pink Mama Theatre <inkl. Pink Mama Festival>,"Bendrat, Slawek + Krawiecki, Dominik + Reimold, Simon + Guerrini, Giuliano + Wieczorek, Marek + Rohrer, Angelika",Bern,Bern,BE,,,,a,2011-,,,,1 C,(2012-)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000452,Pistazienfuchs Kollektiv,"Magorrian, Emily + Raemy, Anne-Sophie + Fähndrich, Adrian",Bern (?),Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000453,PPcie.,"Lerch, Sarah",Bern,Bern,BE,,,,a,(noch existent?),,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000454,Projektgruppe Nanomia (Kollektiv),-0,Bern + Haslital,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000455,Punk 7,-0,Bern,Bern,BE,,,,a,(noch existent?),,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000456,punkt null (Tanzcompagnie),Baumgartner. Lucia,Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000457,reckless factory ,"Bartel, Anna Katharina + Bartel, Marie-Luise + Bonjour, Roland + Enslin, Samuel + Güdel, Gwendolin + Reinhardt, Alois",Bern,Bern,BE,,,,a,(noch existent?),,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000458,redensArt,"Niedermann, Martin",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000459,regale,"Latifi, Kalterina + Tereh, Katarina + Giesbrecht, Michel + Streit, Nicolas",Bern,Bern,BE,,,,a,(noch existent?),,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000460,Rien ne va plus (Théâtre Rien ne va plus) (Theatergruppe),"Zurbuchen, Arlette",Bern,Bern,BE,,,,na,1989-1999?,,,,1 C,1989-(1999)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000461,Rosa Nachsitz ,"Hügli, André + Blum, Matthias",Bern,Bern,BE,,,,a,(noch existent?),,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000462,Rotkäppchen darf nicht sterben (Theatergruppe),"Fricker, Ursula + Schmid, Jeannette + Neis, Carla + Althaus, Markus + Schweizer, Willi + Cartier, Claude + Wyler, Stefan",Bern,Bern,BE,,,,na,1990?-?,,,,1 C,1990
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000463,Running Out(Tanzgruppe),"Gärtner, Britta + Stettler, Daniel",Bern,Bern,BE,,,,a,1996-,,,,1 C,(1997)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000464,Sans cible (Kollektiv),"Hebing, Helena + Imhof, Deborah + + Keller, Milena + Keller, Valerie + Steffen, Noo + Streit, Nicolas + Tereh, Katarina Elena",Bern,Bern,BE,,,,a,2005-,,,,1 C,2007-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000465,Single Belles (A-Cappella-Trio),"Frey, Brigitte + Grunder, Marie-Louise + Jacobi, Isabelle + Fankhauser, Bästi + Schönen, Irina",Bern,Bern,BE,,,,a,?,,,,1 C,(1996)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000466,SINGtonic (Vocal Comedy),"Dagon, Thierry + Müller, Matthias + Meyer, Philippe + Frauchiger, Hans + Piller, Véronique",Bern,Bern,BE,,KTV,,a,?,,,,1 C,"1995, 2000-"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000467,Statt-Theater / Scaramouche (später: Narrenpack),"Novell, Mary Ann + Stoller, Yvonne + Bettschen, Piero + Muzio, Franceso + Ludwig, Daniel",Bern,Bern: Statt-Theater,BE,,,,na,?,,,,1 C,"(1983)-(1984), (1997)"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000468,Schauplatz International,"Ellend, Anna-Lisa + Studer, Lars + Bieri, Martin",Bern,Biel,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000469,Schertenlaib & Jegerlehner,"Gsell, Michel + Tschan, Gerhard",Bern,Bern,BE,,KTV,,a,2008-,,,,1 C,(2009)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000470,Schweizer- Künster-Gilde (Kammergastspielbühne),?,Bern,Bern,BE,,,,na,?,,,,1 C,1942
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000471,Schweizerische Kammerspiele (Schweizer Kammerspiele),-0,Bern,Bern,BE,,,,na,1938,,,,1 C,1938
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000472,Schifertafele,"Schönmann, Heidi + Aeberhard, Susi, + Attenhofer, Rolf + Kräuchi, Urs + Lehmann, Martin + Maurhofer, Walter",Bern,Kabarett: Bern,BE,,,,na,1962-1968,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000473,Sept elles (Tanz),"Manger, Monika u.a.",Bern,Bern,BE,,,,na,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000474,Skilt Produktion (inkl. Theaterfestival Skilt),"Caesar, Elisabeth + Schneider, Bernhard",Bern,Bern,BE,,,,a,?,,,,1 C,(2013)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000475,Sowieso,?,Bern,Bern,BE,,,,na,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000476,Spiegeltheater,"Kopp, Armin + Winter, Tanja + Pregartner, Ferdinand + Strub, Rolf",Bern,Bern,BE,,,,na,?,,,,1 C,(1997)-?
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000477,Starbugs (Sportkomik),"Berger, Fabian (Fäbu) + Burtscher, Martin (Tinu) + Reigel, Wassilis (Silu)",Bern,Bern,BE,,KTV,,a,1997-,,,,1 C,(2009)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000478,Stiller Has,"Anaconda, Endo + Nill, Balts",Bern,Bern,BE,,,,a,1989-,,,,1 C,1990-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000479,STOP.P.T. (Stop Performance Theater)(Studio am Montag),"Klassen, Norbert + Bobber, Rudolf u.a.",Bern,Bern:Theaterkollektiv Studio am Montag,BE,,,r,na,1970 bzw. 1987-2003?,,,,2 S,1969-1980
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000480,Strauss (Künstlergruppe),"Ramser, Katharina + Bernhard, Tom",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000481,La Strimpellata (Ensemble),-0,Bern,Bern,BE,,,,a,,,,,1 C,"1991, 1993, 1997-"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000482,T42 Dance Projects,"Duméril, Félix + Inoue, Misato u.a.",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000483,Tanzendes Theater,"Segal, Roni",Bern,Bern,BE,,,,na,1976-1979,,,,1 C,(1978)-(1979)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000484,TAP Theater am Puls (Theatersport),-0,Bern,Bern,BE,,,,a,2001-,,,,1 C,2001-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000485,Tastentheater Schweiz,"Klein, Annekatrin + Jampen, Karin",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000486,Tatorttheater (Tatort-Theater) (Tourneetheater int.),-0,?,Bern,BE,,,,na,?,,,,1 C,1989
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000487,The Amazing Grace (Duo),,Bern,Bern,BE,,KTV,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000488,The Tollys,"Langer-Tolnay, Edith",Bern,Bern,BE,,,,na,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000489,Theater 3D (Die drei Dornröschen),"Bürki, Lu + Michel, Christine + Batzler, Doris",Bern,Bern,BE,,,,na,?,,,,1 C,1998
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000490,Theater 99hundert,"Kämpf, Matto + Hüsler, Sophie + Bolthauser, Patrick + Hochuli, Gisela + Roesler, Sascha",Bern,Bern,BE,,,,a,1995-?,,,,1 C,1995-(1998)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000491,Theater Ararat (Theatergruppe Ararat),,Bern,Bern,,,,,a,2000-,,,,1 C,"2001, 2008, 2011, 2015"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000492,Theater Central (Amateurtheaterkollektiv),"Broenimann, Alec + Wiedmer, Carol + Hugi, Stefan",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000493,Theater ChardonNez,"Glatz, Peter + Schmid, Theo + Suter, Laurenz + Soltermann, Peter",Boll,Bern (ZSV),BE,,KTV,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000494,Theater Club 111 (Club 111),"Matter, Meret + Pergoletti, Grazia + Wünsch, Renate u.v.a.",Bern,Bern,BE,,,,a,1989-,,,,2 C,1989-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000495,Theater Eiger Mönch & Jungfrau (inkl. Theater Jungrau & Co.),"Weber, Brigitta + Meier, Schang + Rothenbühler, Daniel",Bern,Bern,BE,,assitej      KTV        act,,a,1989-,,,,1 C,"1990, 1994, 1995, 1997, 1999-"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000496,Theater für den Kanton Bern (Theater Kanton Bern) (TKB),"Zimmermann, Heinz + Schwengeler, Arnold H. + Bürki, Peter + Incondi, Hans Peter u.v.a.",Bern,Burgdorf,BE,,,,a,Theater für das Bernerland,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000497,Theater Glungge ,,Bern,Bern,BE,,,,a,(noch existent?),,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000498,Theater Liedschatten (Theaterliedschatten),"Dittli, Silvia + Friedli, Karin B. + Maiwald, Daniela",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000499,Theater Madame Bissegger (Mme Bissegger & Co.) <auch Spielstätte>,"Scheidegger, Thomas",Bern (Ostermundigen),Bern,BE,,KTV,,a,1991-,,,,2 C,1991-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000500,Theater Nebenbei,"Leuenberger, Lukas",Bern,Bern,BE,,,,na,1985,,,,1 C,1985
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000501,Theater Oktopus (Theater Siebe uf ei Tätsch),"Arnold, Peter + Kaegi, Gabriela + Friedli, Anna + Schmid, Roberrt",Bern,Bern,BE,,,,na,1985-1995,,,,1 C,1985-1995
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000502,Theater paula / paulinchen,"Rieben, Susann + Gründler, Beatrice + Stäubli, Anna + Eggel, Irmgard + Sommer, Christoph u.a.",Wohlen,Bern,BE,,,,a,,,,,1 C,1987-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000503,Theater Projekt Vision Bern,"Zurbuchen, Arlette",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000504,Theater Szene (inkl. Kindertheaterkurse),"Hausammann, Ernesto + Kaspar, Mägie",Bern,Bern: Szene Zentrum für Theater und Kreativität,BE,,,,a,,Szene Zentrum für Theater und Kreativität,,,1 C,"1980, 1983-"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000505,Theaterei Vogelsanger ,"Blum, Ueli + Vogelsanger, Maja",Köniz,Bern,BE,,,,a,?,,,,1 C,2001
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000506,Theaterelch (Theater Elch),"Probst, Christian + Goebel, Gerhard + Monn Thomas + Liniger, Christian + Muheim, Alexander + Oberer, Michael + Debatin, Andreas + Hostettler, Thomas U. + Gertsch, Sonja + Bornhauser, Patricia + Haller, Christian + Burgermeister, Silvia + Carigiet, Fabiola + Freidig, Marianne + Geiser, Christoph + Händl, Klaus + Schweizer, Philippe + Sterchi, Beat + Urweider, Raphael + Boa, Attila + Sigrist-Martig, Anouk + Ruprecht, Iris + Thies, Udo + Casanova, Alba + Schiess, Bastian + Scheidegger, Anna-Katharina + Bertsch, Roger + Bürfuss, Lukas + Senser, Armin + Uetz, Christian + Gerber, Christian + Gerber, Mich + Reber, Mike + Barro, Sibiri + Miescher, Vinz + Scheidegger, Franziska + Schenk, Rolf + Sorg, Reto + Schwarz, Samuel + Martig, Caspar + Gysi, Waedi + Vallon, Colin + Duni, Elina + Baumann, Rico + Naef, Lilian + Zbinden, Mirjam + Signer, Marcus",Bern,Bern,BE,,,,a,1996-,,,,1 C,(1997)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000507,Theatergruppe muniambärg,"Heiniger, Sibylle u.a.",Bern,Bern,BE,,,,a,?,,,,1 C,"2005, 2007, 2013"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000508,Théâtre Bleu,"Näf, Angelo + Schär, Walter + Ried, Monika + Matscher, Hans Rudolf + Lauterburg, Christine + Wittlin, Housi + Anderegg, Sabine",Bern,Bern,BE,,,,na,?,,,,1 C,"1991, 1993"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000509,théâtre pour le moment,"Bourquin, Dominique + Vuilleumier, Philippe + Durrer, Stina + Jeanloz, Philippe + Kraft, Stefan + Howald, Irène + Margraitner, Christiane",Bern,Bern,BE,,,,a,1981-?,,,,1 C,1982-(2000)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000510,Théâtre zone bleu,"Ockenfels, Dieter + Krauer, Jost",Bern,Bern,BE,,,,na,1989-?,,,,1 C,(1991)-(1997)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000511,The Sparklettes,"Ritter, Isabelle + Poffet, Myria + Schibler, Martina + Zampieri, Xenia",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000512,Tobak Lithium,"Schiemann, Thibault + Hucko, Miko",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000513,Too Late Show,"Gysin, Dominik + Feuz, Fisela + Urweider, Raphael + Kämpf, Matto + Gäste",Bern,Bern: Progr,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000514,Top Ten Productions,"Dähler, Johanna + Labhart, Simon",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000515,Tor 1 Produktionen (Theaterkollektiv),"Grütter, David + Scheiben, Eve Lyn + Aeberhard, Robert",Bern?,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000516,Transit Theater ,"Schenk, Caroline + Kopp, Armin",Bern?,Bern,BE,,,,a,(noch existent?),,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000517,Trio 7d9,"Ruchti, Marion + Strinopoulos + Thmeli, Xenia",Bern,Bern: Dampfzentrale,BE ,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000518,Tribal Foundation,-0,Bern,Bern,BE,,,,na,?,,,,1 C,1998
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000519,Tribüne (Die Tribüne der Liga zur Förderung von Bühnenkünstlern),"Hochmann, Vasa, + Loosli, Peter W. + Eggenberger, Alice + Langraf, Eva + Feller, Waldemar + Scheitlin, Wilfried + Tschudi, Wiltrud + Auf der Mauer, Lilo + Stiefel, Ernst",Bern,Bern,BE,,,,na,1943-1945/46,,,,3 C,1943-1944
