owl:Class,dct:identifier,schema:name,ex:Art,ex:TheaterKlassifikation,schema:addressLocality,ex:AblageortSTS,schema:addressRegion,schema:relatedLink,schema:Organization,ex:Statusaaktivnanichtaktiv,ex:Rep,ex:EckdatennichtSTS,ex:frühereNamen,ex:Dokumente1,ex:Dokumente2,ex:Dokumente3,ex:Dokumente4,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000293,Equilibre et Nuithonie (Espace Nuithonie) <zwei Spielstätten>,G,"GGH, RKZ, TFS",Fribourg (Nuithonie eigentl. Villars-sur-Glâne) ,"Fribourg <STS VP unter Equilibre, Einzelveranstaltungen getrennt Equilibre und Nuithonie>",FR,,Inthega Corodis   Premio,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000294,Le Bilboquet (Le Café-Théâtre de Fribourg),G,VOK,Fribourg,Fribourg,FR,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000295,Le Tunnel (Café du Tunnel),G,RKT,Fribourg,Fribourg,FR,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000296,Espace Moncor,G,RKT,Villars-sur-Glàne,Fribourg,FR,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000297,Nouveau Monde  Espace Culturel Fribourg,G,"RKT, TFS",Fribourg,Fribourg,FR,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000298,Theater am Stalden (später: Kellerpoche),,x,Fribourg,Fribourg,FR,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000299,Théâtre de la Faye,,x,Givisiez,Fribourg,FR,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000300,"Théâtre des Osses (inkl. Träger: Fondation du Théâtre des Osses, Centre dramatique fribourgeois)",E P G,"KTE spez., TFS",Givisiez,Fribourg,FR,,SBV         KTV,a,r,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000301,La Salle des Quais,G,x,Grandson,Grandons,NE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000302,Théâtre des Marionnettes de Fribourg (Musée Suisse de la Marionnette),G PUTH,STP,Fribourg,Fribourg: Les Marionnettes de Fribourg,FR,,Unima,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000303,Théâtre Livio,G,x,Fribourg,Fribourg,FR,,,na,,1919-1978,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000304,"Vannerie (Centre de la Vannerie, Centre de Loisirs de la Vannerie)",,x,Fribourg,Fribourg,FR,,x,a,,(noch aktive Spielstätte?>,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000305,fricks monti,G,"ATV, RKT",Frick,Frick,AG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000306,Meck (Meck à Frick),G,RKZ,Frick,Frick,AG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000307,Belle usine,G,RKZ,Fully,Fully,VS,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000308,Alte Müle Gams,G,RKT,Gams,Gams,SG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000309,Am Stram Gram,P G KITH,STK,Genève,Genève,GE,,SBV       assitej,a,,1974-,,,,2 S,(1975)-,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000310,Amis de l'Instruction (Théâtre des Amis de l'instruction) (inkl. La Bourrasque) (inkl. Gymnasia) <Spielstätte Laientruppe> (später: Théâtre les salons),G P,x,Genève,Genève,GE,,x,na,,1876-,,,,1 C,(1945)-2011,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000311,Ancienne Halle du Palais des Expositions,G,x,Genève,Genève: Théâtre Off,GE,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000312,API (Scène de l'API),G,x,Genève,Genève,GE,,x,na,,?,,,,1 C ,(1994)-(2004),
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000313,Arena (Geneva Arena),G P,GGH spez,Genève,Genève,GE,,x,a,,1995-,,,,1 S,1995-,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000314,Arlequin-Landolt  (Café-Théâtre),G,x,Genève,Genève,GE,,x,na,,?,,,,1 C,(1991)-(1992),
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000315,"Artamis (site Artamis) (inkl. Salle Pygmée, Piment rouge)",G,x,Genève,Genève,GE,,x,na,,1996-2009,,,,1 C,(1997)-2009,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000316,BFM Bâtiment des Forces Motrices <auch Spielstätte: Grand Théâtre und Association pour la Danse Contemporaine ADC>,P G,"GST, RKZ",Genève,Genève,GE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000317,Carénage de Port-Gitana,G,x,Genève,Genève,GE,,x,na,,1945-1968,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000318,Casino-Théâtre (inkl. La Revue),G,RKT,Genève,Genève,GE,,x,a,,1881-,,,,1 S,(1932)-,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000319,Comédie de la Gare (Uptown Geneva),G,VOK,Genève,Genève,GE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000320,Cour des Miracles <Spielstätte>,?,x,Genève,Genève,GE,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000321,Echiquier-Théâtre <Spielstätte von Cazard>,?,x,Genève,Genève,GE,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000322,Espace Vélodrome,G,"RKZ, TFS",Genève,Genève,GE,,Corodis,,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000323,Grand Casino de Genève (später: Théâtre du Léman),G,x,Genève,Genève,GE,,x,na,,?,"Casino municipal, Kursaal",,,2 S,(1932)-(2007),
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000324,Grand Théâtre de Genève (inkl. Ballet Company) (inkl. Träger: Fondation du Grand Théâtre) (Provisoire: Opéra des Nations 2015/16 bis ca. 2017/18),E P,GST,Genève,Genève,GE,,SBV,a,r,1879-,,,,23 S,(1909)-,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000325,Halles de l'île (Théâtre),?,x,Genève,Genève,GE,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000326,Kursaal de Genève (später Grand Casino de Genève),G,x,Genève,Genève,GE,,x,na,,1900-1964,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000327,L'Abri Espace culturel pour jeunes talents,G,"??? <Plattform für junge Talente, selten Theater>",Genève,Genève,GE,,Premio,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000328,L'Alhambra,G,GGH,Genève,Genève,GE,,,a,,1918-,,,,1 C,"(1982), 1984, 1990-",
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000329,L'Epicentre de Collonge-Bellerive,G,VOK,Collonge-Bellerive,Genève,GE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000330,"La Comédie de Genève (Spielstätten: Studio André Steiger, Studio Claude Stratz) (inkl. Projekt La Novelle Comédie)",P G,"GST, GGH, TFS",Genève,Genève,GE,,SBV,a,r,1913-,"Théâtre de la Comédie, Théâtre Municipal de Genève",,,11 S,(1931)-,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000331,La Grenade (Théâtre de la Grenade),G,TFS,Genève,Genève,GE,,x,na,,,,,,1 C,(1997)-(2006),
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000332,La Maison des Artistes (MAD),G,VOK,Genève,Genève,GE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000333,La Théière (Café-Théâtre),?,x,Genève,Genève,GE,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000334,La Traverse (Théâtre La Traverse) (Maison de Quartier des Pâquis),G,RKZ,Genève,Genève,GE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000335,Le Crapoussin (Café-théâtre),?,x,Genève,Genève,GE,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000336,Le Poche (Théâtre Le Poche) (Théâtre en Vieille-Ville) (früher: Nouveau Théâtre de Poche),P,KTE,Genève,Genève,GE,,SBV,a,r,?,"Théâtre de Poche, Nouveau Théâtre de Poche",,,1 S,(2007)-,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000337,Le Saltimbanque (Théâtre Saltimbanque),G,VOK,Genève,Genève,GE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000338,Le Théâtre Cité Bleue <Spielstätte: Teatro Malandro>,G kein aktiver Veranstalter,"TFS, G",Genève,Genève,GE,,x,a,,,Salle Patino,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000339,Le Théâtre de l'Usine,G,TFS,Genève,Genève,GE,,Premio,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000340,"Le Théatre du Galpon (Le Galpon / Artamis) <Spielstätte von:  Compagnie à hauteur des yeux, Studio d'Action Théâtrale S.A.T., La Compagnie de l'Estuaire)",P G,TFS,Genève,Genève,GE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000341,"Le Théâtre Saint-Gervais (Le Théâtre St.-Gervais) (Spielstätten: Salle Marieluise Fleisser, Salle Käthe Kollwitz)",P G,TFS,Genève,Genève,GE,,Corodis,a,,1963-,Maison des jeunes et de la culture de Saint-Gervais (MJC),,,3 S,(1973)-,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000342,New Morning (Cabaret-Théâtre),G,x,Genève,Genève,GE,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000343,Nouveau Théâtre de Poche (NTP) (später: Le Poche),P,KTE,Genève,Genève,GE,,SBV,a,r,1948-,Théâtre de Poche,,,2 S,(1963)-(2007),
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000344,salle centrale madeleine (scm) (Théâtre de la Madeleine),G,RKT,Genève,Genève,GE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000345,Salle des Eaux-Vives <Spielstätte von ADC>,G,STT,Genève,Genève,GE,,(Corodis),a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000346,Salle Patino (Salle Patiño) (später: Cité-Bleue),G P,x,Genève,Genève,GE,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000347,"TAMCO (Théâtre d'Art Moderne et Contemporaine) <Spielstätte von: Le Métathéâtre, Utopia Cie, Compagnie Mercure, Compagnie Yvan Rihs pour le moment, Compagnie Anadyomène>",P ,TFS,Genève,Genève,GE,,y,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000348,Théâtre du caveau <Spielstätte?>,,x,Genève,Genève,GE,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000349,Théâtre du Cellier,,x,Genève,Genève,GE,,x,na,,,Théâtre Permis C,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000350,Théâtre le Caveau <Spielstätte von: Compagnie LesARTS>,PAMATH,"ATV, TFS",Genève,Genève,GE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000351,Théâtre Off,,x,Genève,Genève,GE,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000352,Théâtre Permis C (später: Théâtre du Cellier),,x,Genève,Genève,GE,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000353,Théâtre Pitoëff (Maison communale de Plainpalais und ab 2015 Théâtre de l'Alhambra),-0,x,Genève,Genève,GE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000354,Théâtre Alchimic,P G,TFS,Genève (Carouge),Genève,GE,,x,a,,2006-,,,,1 C,2006-,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000355,Théâtre de Carouge (Atelier de Genève) (inkl. Träger: Fondation du Théâtre de Carouge),P,"KTE, TFS",Genève,Genève,GE,,SBV,a,r,1958-,,,,4 S,(1956)-,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000356,Théâtre de L'Orangerie (Festival im Parc La Grange),P G,Sommertheater???,Genève,Genève: Orangerie / Parc de la Grange,GE,,x,a,,?,Théâtre poétique de l'Orangerie,,,1 S,(1954)-,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000357,"Théâtre de la parfumerie (Spielstätten von: Théàtre Spirale, Compagnie 100% Acrylique, Théâtre des Intrigants, Théâtre des Séraphin)",P G,TFS,Genève,Genève: Parfumerie,GE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000358,Théâtre de lEspérance,P G,KTE???,Genève,Genève,GE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000359,Théâtre de Neuve (Théâtre des Bastions),,,Genève,Genève,GE,,x,na,,1783-1879,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000360,Théâtre des amis de Carouge,P G,TFS,Carouge,Genève,GE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000361,Théâtre des Marionnettes de Genève (TMG),P G PUTH,STP,Genève ,Genève ,GE,,SBV Unima     assitej,a,,1940-,Petits Tréteaux,,,1 S,(1943)-,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000362,Le Théâtre le Caveau (Théâtre en Caveau),?,x,Genève,Genève,GE,,x,na,r,1993-2013,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000363,Théâtre le Crève-Coeur (Théâtre du Crève-Coeur),P G,KTE,Cologny,Genève,GE,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000364,Théâtre du Garage (Spielstätte gleichnamiger  Gruppe),P,,Genève,Genève,GE,,x,na,,1991-1998,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000365,"Théâtre du Grütli (Spielstätten: Grande Salle, Petite Salle)",P G,TFS,Genève,Genève,GE,,Corodis,a,r,1988-,,,,4 S,1988-,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000366,Théâtre du Léman,G,GGH spez,Genève,Genève,GE,,x,a,,,Grand Casino de Genève,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000367,Théâtre du Loup,E P,"KTE, STK, TFS",Carouge (Les Acacias),Genève,GE,,Corodis assitej      Premio,a,,1978-,,,,1 S,1981-,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000368,Théâtre les salons (früher: Théâtre des amis de l'instruction),G,RKT,Genève,Genève,GE,,x,a,,2012-,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000369,Théâtre T/50,G,???,Genève,Genève,GE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000370,"Théâtricul <Spielstätte verschiedener Truppen, ua. Cie Alma Alba>",G,???,Genève,Genève,GE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000371,Terrass Agrippa d'Aubigné (Spielstätte von Théâtre du Feu),,,Genève,Genève: Théâtre du Feu,GE,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000372,Kulturraum Marabu,G,RKT,Gelterkinden,Gelterkinden,BL,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000373,Krone Giswil,G,RKT,Giswil,Giswil,OW,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000374,Théâtre de Grand-Champ,G,RKT,Gland,Gland,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000375,Aula der Kantonsschule,G,VOK,Glarus,Glarus,GL,,(KTV),a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000376,Aula Goldach,G,RKT,Goldach,Goldach,SG,,(KTV),a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000377,Kleintheater Grenchen,G,RKT,Grenchen,Grenchen,SO,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000378,Parktheater Grenchen,G,GGH,Grenchen,Grenchen,SO,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000379,Kulturhaus Rosengarten (Kellertheater),P G,RKT,Grüsch,Grüsch,GR,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000380,Kultur im Bären Häggenschwil,G,RKT,Häggenschwil,Häggenschwil,SG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000381,Kinotheater Madlen,G,VOK,Heerbrugg,Heerbrugg,SG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000382,Hotel Linde,G,RKT,Heiden,Heiden,AR,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000383,Alte Stuhlfabrik Herisau,G,VOK,Herisau,Herisau,AR,,,a,,2016-,,,,1 R,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000384,Altes Zeughaus Herisau,G,RKT,Herisau,Herisau,AR,,(KTV),a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000385,altes schlachthaus,G,RKT,Herzogenbuchsee,Herzogenbuchsee,BE,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000386,Kipferhaus,G,RKT,Hinterkappeln,Hinterkappeln,BE,,(KTV),a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000387,Kulturzentrum Braui Hochdorf (Kultur i de Braui),G,RKZ,Hochdorf,Hochdorf,LU,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000388,Zwischenbühne,G PAMATH,RKT,Horw,Horw <Eigenproduktionen  ZSV>,LU,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000389,RäbeCave (Puppentheater Ins)<Spielstätte von Daniele d'Arcangelo>,P PUTH,STP spez,Ins,Ins,BE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000390,Casino Kursaal Interlaken,G kein aktiver Veranstalter,GGH spez,Interlaken,Interlaken,BE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000391,Schlosskeller Interlaken,G,VOK,Interlaken,Interlaken,BE,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000392,Grünfels Kellerbühne Jona (Villa Gründfels),G,VOK,Jona,Jona,SG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000393,Laxdal-Theater,P,KTE,Kaiserstuhl <eigene Ablage>,Kaiserstuhl,AG,,x,a,,1986-,Theater im Amtshaus,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000394,Kulturkeller Gerbestock,G,RKT,Kerzers,Kerzers,FR,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000395,Kulturschuppen Klosters,G,RKT,Klosters,Klosters,GR,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000396,"See-Burgtheater (kein festes Theater, Freilicht u.a. Standorte)",P,FES,Kreuzlingen,Kreuzlingen,TG,,x,a,r,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000397,Schlosstheater Girsberg,G,???,Kreuzlingen,Kreuzlingen,TG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000398,Theater an der Grenze,G,RKT,Kreuzlingen,Kreuzlingen,TG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000399,Theater Duo Fischbach,P G,RKT,Küssnacht a/R,Küssnacht a/R siehe auch unter Bern: Duo Fischbach,SZ,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000400,Haberhuus (später siehe: Kulturhof),G,x,Köniz,Köniz,BE,,x,na,,-2008,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000401,Kulturhof Schloss Köniz,G,RKZ,Köniz,Köniz,BE,,KTV,a,,,Haberhuus,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000402,Arc en Scène) (siehe auch: Théâtre Populaire) (später: Théâtre Populaire Romand),P G,x,La Chaux-de-Fonds,La Chaux-de-Fonds,,,x,na,,2004-2014,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000403,La Turlutaine / Théâtre Atelier de Marionnettes,P G,STP,La Chaux-de-Fonds,La Chaux-de-Fonds,NE,,Unima,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000404,Temple Allemand,G,RKT,La Chaux-de-Fonds,La Chaux-de-Fonds,NE,,,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000405,Théâtre ABC,G,"RKT, TFS",La Chaux-de-Fonds,La Chaux-de-Fonds,NE,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000406,"Théâtre Populaire Romand (TPR) (Spielstätten: Beau-Site, La salle de Musique,  L'Heure bleu) vor 2014 auch auch: Arc en scènes, vor 2004 Musica-Théâtre) (inkl. Träger: Fondation Arc en Scènes Thgéâtre Populaire Romand)",P G,KTE,La Chaux-de-Fonds,La Chaux-de-Fonds,NE,,SBV Corodis assitej    KTV    Premio,a,r,,Théâtre de la Chaux-de-Fonds,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000407,Zap Théâtre,P G,"KTE, RKT",La Chaux-de-Fonds,La Chaux-de-Fonds,NE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000408,CTTR Café-Théâtre de la Tour de Rive,G,RKT,La Neuville ,La Neuville ,BE,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000409,Espace Perrier,G kein aktiver Veranstalter,???,La Tène,La Tène (früher: Marin-Epagnier und Thielle-Wavre),NE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000410,L'Escale,G,???,La Tour-de-Peilz,La Tour-de-Peilz,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000411,La Vouta,G,RKT,Lavin,Lavin,GR,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000412,Le Théâtre du Casino (Le Casino théâtre)(Casino-Théâtre),G,"GGH, RKT",Le Locle,Le Locle,NE,,Corodis,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000413,La Grange (Café-théâtre),G,"GGH, RKT",Le Locle,Le Locle,NE,,Corodis,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000414,Chrämerhuus,G,RKZ,Langenthal,Langenthal <eigene Ablage>,BE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000415,Stadttheater Langenthal,G,GGH,Langenthal,Langenthal,BE,,"SBV, Inthega",a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000416,turbine theater ,PAMATH G,"ATV, RKT",Langnau a/A,Langnau <Eigenproduktion  ZSV>,ZH,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000417,Kupferschmiede,G,RKT,Langnau i/E,Langnau i/E,BE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000418,Langnauer Keller-Theater (Langnauer Kellertheater),G,RKT,Langnau i/E,Langnau i/E,BE,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000419,Kulturzentrum alts Schlachthuus Laufen,G,RKZ,Laufen,Laufen,BL,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000420,Kultschüür,G,RKZ,Laufenburg,Laufenburg,AG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000421,Theater die Tonne ,G PAMATH,"ATV, RKT",Laupen,Laupen <Eigenproduktionen  ZSV>,BE,,KTV,a,,,,,,,,
