owl:Class,dct:identifier,ex:OrtTheater,schema:relatedLink,schema:organization,schema:location,schema:productionCompany,spa:theaterSeason,eclap:firstPerformanceDate,spa:premiereType,schema:name,schema:genre,schema:author,eclap:director,eclap:performer,spa:numberOfPerformances,schema:comment,spa:programme,ex:Pheftnr,spa:pressClippings,spa:numberOfPhotos,spa:numberOfNegatives,ex:PlakatZSV,ex:PlakatSTS,spa:accessionNumberPoster,ex:Spieltext,ex:SpieltextSignatur,ex:DVDVideo,ex:VideoDVDSignatur,spa:numberOfSetDesignSketches,ex:Kostuementwuerfe,ex:Vereinszeitschriften,ex:Jubilaeumsschriften,ex:StatutenProtokolle,ex:Bemerkungen2
spa:ZSVGesamt,STS-ZSVGesamt00000110,Balsthal (SO): Dram.-Lit. Gesellschaft,,NWS,,,1973,31.10.1973,,Hürote isch immer es Risiko,S,"O'Hara, Saul; Ü: Hans-Joachim Pauli","Fabian, Edwin",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000111,Balsthal (SO): Dram.-Lit. Gesellschaft,,NWS,,,1974,02.11.1974,,Der Trauschein,S,"Kishon, Ephraim: B: J.C. Maier","Fabian, Edwin",,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000112,Balsthal (SO): Dram.-Lit. Gesellschaft,,NWS,,,1975,07.11.1975,,E tolli Familie,S,"Wempner, Fritz; B: Arthur Brunner","Fabian, Edwin",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000113,Balsthal (SO): Dram.-Lit. Gesellschaft,,NWS,,,1978,27.10.1978,,Unerwardete B'suech,S,"Reimann, Max und Otto Schwartz; B: Ernst Gassmann","Fabian, Edwin",,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000114,Balsthal (SO): Dram.-Lit. Gesellschaft,,NWS,,,1983,04.11.1983,,Schwarzi Göggs und wyssi Chräge ,S,"Keiser, César und Peter Farner","Fabian, Edwin",,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000115,Balsthal (SO): Dram.-Lit. Gesellschaft,,NWS,,,1984,09.11.1984,,Dr Hürotsantrag,S,"Tschechow, Anton","Fabian, Edwin",,,"zusammen mit ""Bis Profässers"" ",1,,1,,,,,,1,7.2: Tsch 1024,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000116,Balsthal (SO): Dram.-Lit. Gesellschaft,,NWS,,,1984,09.11.1984,,"Bis Profässers (nach ""Minna Magdalena"")",S,"Goetz, Curt","Fabian, Edwin",,,"zusammen mit ""Der Hürotsantrag"" ",1,,1,,,,,,1,7.2: Goet 1057,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000117,Balsthal (SO): Dram.-Lit. Gesellschaft,,NWS,,,1988,30.09.1988,,"Der nackte Wahnsinn (""Noises off"")",S,"Frayn, Michael; B: DLG Balsthal","Weber, Franz",,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000118,Balsthal (SO): Dram.-Lit. Gesellschaft,,NWS,,,1989,03.11.1989,,Filumena Marturano oder Hochzyt uf Italiänisch,S,"De Filippo, Eduardo","Jenny, Renata",,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000119,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,0 (1992),,,"Jubiläumsschrift 100 Jahre ""Baseldytschi Bihni"" 1892-1992",,00 (Allgemeines),,,,,,,1,,,,,,,,,,,,,1,,
spa:ZSVGesamt,STS-ZSVGesamt00000120,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,0,,,Presseartikel über Vereinsgeschehen ,,00 (Allgemeines),,,,,,,1,,,,,,,,,,,,,,, 
spa:ZSVGesamt,STS-ZSVGesamt00000121,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,0 (1907-09),,,Mitgliederverzeichnis pro 1909/ Chronik über das Vereinsjahr 1907-1908,,00 (Allgemeines),,,,,,,,,,,,,,,,,,,,,1,Mitgliederverzeichnis pro 1909/Vereinschronik über das Vereinsjahr 1907-1908/
spa:ZSVGesamt,STS-ZSVGesamt00000122,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,0 (1956-98),,,Dr Lälli; Vereinszeitschrift; Diverse Vereinsunterlagen 1943-1998,,00 (Allgemeines),,,,,,,,,,,,,,,,,,,1,,1,"Nummern aus den Jahren 1943/19531956/1970/1974 1975/76/78/79/1984/85/86/87/88/89/90/91/92/1993/97/98
Protokoll 100. GV v. 29.3.93"
spa:ZSVGesamt,STS-ZSVGesamt00000123,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1946,05.02.1946,,Dr Ehrekibel,S,"Ruckhäberle, Moritz","Wiesner, Albert",,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000124,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1947,,,Imbergässli 7,S,"Senglet, Noldi","Kessler, Ludy",,,Wiederaufnahmen bis 1950,1,,,,,,,,,,,,,,,,,vgl. Festschrift Baseldytschi Bihni 1892-1992.
spa:ZSVGesamt,STS-ZSVGesamt00000125,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1956,15.09.1956,,Dr Giggelimerder vom Andrees,S,"Senglet, Noldi","Senglet, Noldi",,,Wiederaufnahmen bis 1961,1,,1,,,,,,,,,,,,,,,vgl. Festschrift Baseldytschi Bihni 1892-1992
spa:ZSVGesamt,STS-ZSVGesamt00000126,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1968,23.11.1968,,"Spitzenhäubchen und Arsenik (""Arsenic and old Lace"")",S,"Kesselring, Joseph; B: Baseldytschi Bihni","Cibolini, Renato",,,,,,1,,,,,,,,,,,,,,,"
"
spa:ZSVGesamt,STS-ZSVGesamt00000127,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1969,19.11.1969,,Zäh glaini Näägerli (Zehn kleine Negerlein),S,"Christie, Agatha; B: Carl Miville","Cibolini, Renato",,,,,,1,,,,,,,,,,,,,,,"
"
spa:ZSVGesamt,STS-ZSVGesamt00000128,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1974,,,Das Konzert,S,"Bahr, Hermann","Hofmann, Rudolf",,,,1,,1,,,,,,,,,,,,,,,vgl. Festschrift Baseldytschi Bihni 1892-1992
spa:ZSVGesamt,STS-ZSVGesamt00000129,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1975,,,"E Luug z'vyl (""Die volle Wahrheit"")",S,"Mackie, Philip; B: Cathérine Miville","Peter, Richard",,,,1,,,,,,,,,,,,,,,,,"
"
spa:ZSVGesamt,STS-ZSVGesamt00000130,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1976,,,Gspässigi Gschpängschter (Fröhliche Geister),S,"Coward, Noel; B: Curt Goetz, Baseldytschi Bihni und Carl Miville","Kutschere, Friedrich",,,,1,,1,,,,,,,,,,,,,,,vgl. Festschrift Baseldytschi Bihni 1892-1992
spa:ZSVGesamt,STS-ZSVGesamt00000131,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1978,11.01.1978,,Suuberi Herrschafte,S,"Coke, Peter; B: Carl Miville","Kutschera, Friedrich",,,,,,1,,,,,,,,,,,,,,,"
"
spa:ZSVGesamt,STS-ZSVGesamt00000132,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1973,10.11.1973,,"Constance - e konsequänti Frau (""The constant wife"")",S,"Somerset Maugham, W.; B: Baseldytschi Bihni","Hofmann, Rudolf",,,,,,1,,,,,,,,,,,,,,,"
"
spa:ZSVGesamt,STS-ZSVGesamt00000133,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1979,15.11.1979,,"E spässig Paar (nach ""Ein seltsames Paar"" /""The odd couple"")",S,"Simon, Neil; B: Gina Kaus, Elisabeth Guggenbühl und Carl Miville","Russius, Klaus-Henner",,,,1,,1,,,,,,,,,,,,,,,vgl. Festschrift Baseldytschi Bihni 1892-1992
spa:ZSVGesamt,STS-ZSVGesamt00000134,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1981,14.11.1981,,"E doodsichere Mord (""Ein Todesfall wird vorbe-
reitet / Someone to Kill"")",S,"Popplewell, Jack; B: Ruth und Werner Niederer","Porger, Jochen",,,,,,1,,,,,,,,,,,,,,,"
"
spa:ZSVGesamt,STS-ZSVGesamt00000135,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1982,12.11.1982,,"Drei lychti Fäll (Drei leichte Fälle)
 ",S,"Broode, Harold und Kay Bannerman; B: Willi Dunkel, Ruth und Werner Niederer","Härtner, Thomas",,,,1,,1,1,,,,,,,,,,,,,,Programm unvollständig / vgl. Festschrift Baseldytschi Bihni 1892-1992
spa:ZSVGesamt,STS-ZSVGesamt00000136,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1983,,,"Bsuech am Wuchenänd (""Schönes Weekend, Mr. Bennet"" /""Not in the book"")",S,"Watkyn, Arthur; B: Erni Friedmann und Thomas Härtner, Willi Dunkel, Ruth und Werner Niederer","Härtner, Thomas",,,,1,,1,,,,,,1,7.2: Watk 1001,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000137,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1984,,,"My Frind, Florian; (Mein Freund Harvey)",S,"Chase, Mary; Ü: Alfred Polgar; B: Willy Dunkel, Hans Greiner, Thomas Härtner, Werner Niederer","Härtner, Thomas",,,,1,,1,,,,,,1,7.2: Chas 1000,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000138,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1985,02.01.1986,,Herr im Huus bin ych,S,"Brighouse, Harold; Ü: Peter Schroeder; B: Willy Dunkel, Hans Greiner, Werner Niederer","Schlosser, Camille",,,,1,,,,,,,,1,7.2: Brig 1001,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000139,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1986,,,Akt mit Geige,S,"Coward, Noël; Ü: Martin Dongen; Bearbeitung: Willy Dunkel, Hans Greiner, Werner Niederer","Schlosser, Camille",,,,1,,,,,,,,1,7.2: Cowa 1009,,,,,,,,vgl. Festschrift Baseldytschi Bihni 1892-1992
spa:ZSVGesamt,STS-ZSVGesamt00000140,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1987,19.11.1987,,"Nid zueloose, myni Daame (""Nicht zuhören, meine Damen"")",S,"Guitry, Sacha; B: Baseldytschi Bihni","Härtner, Thomas",,,,,,1,,,,,,,,,,,,,,,"
"
spa:ZSVGesamt,STS-ZSVGesamt00000141,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1989,,,Doppelspiil,S,"Thomas, Robert; Ü: Christian Wölffer,Willy Dunkel, Hans Greiner, Werner Pizzato",,,,,1,,1,,,,,,1,7.2: Thom 1015,,,,,,,,vgl. Festschrift Baseldytschi Bihni 1892-1992
spa:ZSVGesamt,STS-ZSVGesamt00000142,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1990,,,Eerewärti Gsellschaft (Die braven Diebe),S,"Popplewell, Jack; B: Hans Greiner, Werner Niederer",,,,,,,1,,,,,,1,7.2: popp 1010,,,,,,,,vgl. Festschrift Baseldytschi Bihni 1892-1992
spa:ZSVGesamt,STS-ZSVGesamt00000143,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1991,,,"S Gäld lyt uff der Bangg; (""Das Geld liegt auf der
Bank"")",S,"Flatow, Curth; B: Hans Greiner, Willy Dunkel, Werner Niederer",,,,,1,,1,,,,,,1,7.2: Flat 1008,,,,,,,,vgl. Festschrift Baseldytschi Bihni 1892-1992
spa:ZSVGesamt,STS-ZSVGesamt00000144,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1993,13.11.1993,,"Dr Gascht (""Das Halstuch"")",S,"Durbridge, Francis; B: Greiner, Miville, Niederer","Härtner, Thomas",,,,,,1,,,,,,1,7.2: Durb 1004,,,,,,,,"
"
spa:ZSVGesamt,STS-ZSVGesamt00000145,Basel: Baseldytschi Bihni,www.badeldytschibihni.ch,NWS,,,1994,12.11.1994,,"Und das am Hochzytsmorge (""There goes the Bride"")",S,"Cooney, Ray und John Chapman; B: Urs Albisser","Härtner, Thomas",,,,1,,1,1,,,,,1,7.2: Coon 1001,,,,,1,,,"
"
spa:ZSVGesamt,STS-ZSVGesamt00000146,Basel: Basler Seniorentheater,,NWS,,,1982,,,Presseartikel über Vereinsgründung,S,00 (Allgemeines),,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000147,Basel: Basler Seniorentheater,,NWS,,,1983,27.05.1983,,s' Vaselins wänn in d'Ferie ,S,0,,,,,,,1,,,,,,,,,,,,1,,,
spa:ZSVGesamt,STS-ZSVGesamt00000148,Basel: Basler Seniorentheater,,NWS,,,1984,,,Drei Daag Kischte ,S,"Stebler, Jakob",,,,,,,1,,,,,,,,,,,,,,,Datum nicht gesichert!
spa:ZSVGesamt,STS-ZSVGesamt00000149,Basel: Basler Seniorentheater,,NWS,,,1989,02.02.1989,,"E Maitli fir alles (""Ein Mädchen für alles"")",S,"Adler, Hans und Paul Frank",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000150,Basel: Basler Seniorentheater,,NWS,,,1990,15.11.1990,,s' Giezedanners heebe zämme,S,"Seifert, Otmar",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000151,Basel: Theater Marcassins,,,,,1992,05.06.1992,,Biografie,1,"Frisch, Max",,,,,1,,1,,,,,,,,,,,,,,,*Programmzettel
spa:ZSVGesamt,STS-ZSVGesamt00000152,Beinwil (AG): Theatergesellschaft,,,,,0,,,Frau Holle,S,"Berger, Josef, nach Gebr. Grimm",,,,,,,,,,,,,,,,,,,,,,.o.J.
spa:ZSVGesamt,STS-ZSVGesamt00000153,Beinwil (AG): Theatergesellschaft,,,,,1897,01.01.1897,,Wilhelm Tell,S,"Schiller, Friedrich",,,,,,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000154,Beinwil (AG): Theatergesellschaft,,,,,1898,01.01.1898,,Das verlorene Kind,Sm,"Buonas, Marie von",,,,,,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000155,Beinwil (AG): Theatergesellschaft,,,,,1899,31.12.1899,,Das Kätchen von Heilbronn,Sm,"Kleist, Heinrich von",,,,,1,,,,,,,,,,,,,,,,,* Theaterzettel
spa:ZSVGesamt,STS-ZSVGesamt00000156,Beinwil (AG): Theatergesellschaft,,,,,1908,01.01.1908,,Preciosa,Sm,"Wolff, Pius Alexander; Musik: Carl Maria von Weber",,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000157,Beinwil (AG): Theatergesellschaft,,,,,1909,01.01.1909,,"Hans Am-Staad, Bürgermeister von Schaffhausen",S,"Münch, J. Franz",,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000158,Beinwil (AG): Theatergesellschaft,,,,,1910,01.01.1910,,Der Verschwender,Sm,"Raimund, Ferdinand",,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000159,Beinwil (AG): Theatergesellschaft,,,,,1911,01.01.1911,,Hans Waldmann,S,"Baldegg, Hartmann von (Ah, Ignaz Jos. von)",,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000160,Beinwil (AG): Theatergesellschaft,,,,,0 (1914),,,Schrift zum 50-jährigen Jubiläum,,00 (Allgemeines),,,,,,,,,,,,,,,,,,,,1,,
spa:ZSVGesamt,STS-ZSVGesamt00000161,Beinwil (AG): Theatergesellschaft,,,,,1914,01.01.1914,,Die Jungfrau von Orleans,S,"Schiller, Friedrich",,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000162,Beinwil (AG): Theatergesellschaft,,,,,1914,07.02.1914,,"Jubiläums-Feier, Unterhaltungs-Abend",S,00 (Allgemeines),,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000163,Beinwil (AG): Theatergesellschaft,,,,,1920,01.01.1920,,Zriny. Trauerspiel,S,"Körner, Theodor",,,,,,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000164,Beinwil (AG): Theatergesellschaft,,,,,1925,01.01.1925,,Das Kreuz im Altmühltal,S,"Willhardt, J.",,,,,,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000165,Beinwil (AG): Theatergesellschaft,,,,,1928,01.01.1928,,Jürg Jenatsch,S,"Voss, Richard",,,,,,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000166,Beinwil (AG): Theatergesellschaft,,,,,1929,01.01.1929,,"Marie, die Tochter des Regiments",Op,"Donizetti, Gaetano",,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000167,Beinwil (AG): Theatergesellschaft,,,,,1931,01.01.1931,,Hurra - ein Junge,S,"Arnold, Franz und Ernst Bach",,,,,,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000168,Beinwil (AG): Theatergesellschaft,,,,,1933,01.01.1933,,Preciosa,Sm,"Wolff, Pius Alexander; Musik: Carl Maria von Weber",,,,,,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000169,Beinwil (AG): Theatergesellschaft,,,,,1935,01.01.1935,,Der Freiheitsschmied,Sm,"Muff, Jakob; Musik: Pater Emanuel Bucher",,,,,,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000170,Beinwil (AG): Theatergesellschaft,,,,,1937,01.01.1937,,Das Walzermädel von Wien,Ot,"Webels, Willi und Carl Siber",,,,,,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000171,Beinwil (AG): Theatergesellschaft,,,,,1938,01.01.1938,,Wäscher-Prinzesschen von Wien ,Ot,"Mielke, Georg",,,,,,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000172,Beinwil (AG): Theatergesellschaft,,,,,1942,01.01.1942,,s'Kompaniechalb,S,"Stebler, Jakob",,,,,,,,,,,,,,,,,,,,,,.
spa:ZSVGesamt,STS-ZSVGesamt00000173,Beinwil (AG): Theatergesellschaft,,,,,1946,01.01.1946,,Im weissen Rössl,Ot,"Benatzky, Ralph",,,,,,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000174,Beinwil (AG): Theatergesellschaft,,,,,1947,01.01.1947,,Das Walzermädel von Wien,Ot,"Strauss, Johann; Text: Willi Webels und Carl Siber",,,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000175,Beinwil (AG): Theatergesellschaft,,,,,1948,01.01.1948,,Gräfin Mariza,Ot,"Kalman, Emmerich; Text: Julius Brammer und Alfred Grünwald",,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000176,Beinwil (AG): Theatergesellschaft,,,,,1949,01.01.1949,,Grüezi,Ot,"Stolz, Robert; Text: Georg Burkhard und Rudolph Betram",,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000177,Beinwil (AG): Theatergesellschaft,,,,,1960,10.01.1960,,"Über's Jahr im Weissen Röss'l (""Als ich wiederkam..."")  ",S,"Blumenthal, Oskar und Gustav Kadelburg",,,,,,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000178,Beinwil (AG): Theatergesellschaft,,,,,1961,01.01.1961,,Gräfin Mariza,Ot,"Kalman, Emmerich",,,,,,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000179,Beinwil (AG): Theatergesellschaft,,,,,1966,16.01.1966,,"Förster Christ'l (""Die Försterchristel"")",Ot,"Jarno, Georg",,,,,,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000180,Beinwil (AG): Theatergesellschaft,,,,,1967,15.01.1967,,Maske in Blau,Ot,"Raymond, Fred; Text: Heinz Hentschke ",,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000181,Beinwil (AG): Theatergesellschaft,,,,,1974,05.01.1974,,Maske in Blau,Ot,"Raymond, Fred; Text: Heinz Hentschke",,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000182,Beinwil (AG): Theatergesellschaft,,,,,1975,11.01.1975,,Gräfin Mariza,Ot,"Kalman, Emmerich; Text; Julius Brammer und Alfred Grünwald ",,,,,1,,1,,,,,,,,,,,,,,,*Programmzettel
spa:ZSVGesamt,STS-ZSVGesamt00000183,Beinwil (AG): Theatergesellschaft,,,,,1976,10.01.1976,,Die Gold'ne Meisterin,Ot,"Eysler, Edmund; Text: Julius Brammer und Alfred Grünwald",,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000184,Beinwil (AG): Theatergesellschaft,,,,,1979,18.02.1979,,Dornröschen,S,"Richter, Gert; nach Gebr. Grimm ",,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000185,Beinwil (AG): Theatergesellschaft,,,,,1980,05.01.1980,,Die Csàrdàsfürstein,Ot,"Kalman, Emmerich; Text: Leo Stein und Bela Jenbach ",,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000186,Beinwil (AG): Theatergesellschaft,,,,,1981,08.03.1981,,Der Froschkönig,S,"Schneider, Jörg, nach Gebr. Grimm ",,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000187,Beinwil (AG): Theatergesellschaft,,,,,1982,09.01.1982,,Polenblut,Ot,"Nedbal, Oskar; Text: Leo Stein ",,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000188,Beinwil (AG): Theatergesellschaft,,,,,1983,30.04.1983,,Zauber der Operette,Ot,00 (Diverse),,,,,,,1,,,,,,,,,,,,,,,Bunter Operettenabend
spa:ZSVGesamt,STS-ZSVGesamt00000189,Beinwil (AG): Theatergesellschaft,,,,,1984,07.01.1984,,Der Graf von Luxemburg,Ot,"Lehàr, Franz; Text: A.M. Willner und Robert Bodanzky ",,,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000190,Beinwil (AG): Theatergesellschaft,,,,,1986,04.01.1986,,Gräfin Mariza,Ot,"Kalman, Emmerich; Text: Julius Brammer und Alfred Grünwald ","Koschak, Zdenko von",,,,1,,1,1,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000191,Beinwil (AG): Theatergesellschaft,,,,,1990,06.01.1990,,Schwarzwaldmädel,,"Jessel, Leon","Koschak, Zdenko von",,,,,,1,,,,,,,,,,,,1,,,zusätzlich Pressmeldung zum Verein allgemein
spa:ZSVGesamt,STS-ZSVGesamt00000192,Beinwil (AG): Theatergesellschaft,,,,,1992,11.01.1992,,Der Vogelhändler,Ot,"Zeller, Carl","Koschak, Zdenko von",,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000193,Beinwil (AG): Theatergesellschaft,,,,,1994,08.01.1994,,Gasparone,Ot,"Millöcker, Carl","Koschank, Zdenko von",,,,,,1,,,,,,,,,,,,,,,Presseausschnitt auch über Verein allgemein
spa:ZSVGesamt,STS-ZSVGesamt00000194,Beinwil (AG): Theatergesellschaft,,,,,1996,06.01.1996,,Die Csardasfürstin,Ot,"Kalman, Emmerich","Koschan, Zdenko von",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000195,Belp (BE): Gürbetaler Volksbühne,www.volksbuehne-belp.ch,BGVT,,,1984,14.01.1984,,Wüeschti Ching,S,"Hubler, Hans Rudolf","Witschi, Andreas",,,,,,,,,,,,,,,,,,,,,Es existiert offenbar kein Programm
spa:ZSVGesamt,STS-ZSVGesamt00000196,Belp (BE): Gürbetaler Volksbühne,www.volksbuehne-belp.ch,BGVT,,,1985,19.01.1985,,Spuk im Schlössli,S,"Meyer, Jean","Staudenmann, Ursula",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000197,Belp (BE): Gürbetaler Volksbühne,www.volksbuehne-belp.ch,BGVT,,,1986,09.04.1986,,Läbig Schueh,S,"Wagner, Hans","Begert, Max",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000198,Belp (BE): Gürbetaler Volksbühne,www.volksbuehne-belp.ch,BGVT,,,1987,25.03.1987,,Müllers Chind,S,"Stalder, Rudolf","Begert, Max",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000199,Belp (BE): Gürbetaler Volksbühne,www.volksbuehne-belp.ch,BGVT,,,1988,16.01.1988,,Di gfreutischti Frou,S,"Tavel, Rudolf von","Schoch, Rolf",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000200,Belp (BE): Gürbetaler Volksbühne,www.volksbuehne-belp.ch,BGVT,,,1989,14.01.1989,,"Zehn kleine Negerlein (""Ten Little Niggers or the Last Weekend"")",S,"Christie, Agatha; B: Christina und Ueli Bichsel","Schoch, Rolf",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000201,Belp (BE): Gürbetaler Volksbühne,www.volksbuehne-belp.ch,BGVT,,,1990,17.01.1990,,E suberi Lösig,S,"Hutterli, Kurt","Wüthrich, Peter E.",,,,1,,1,,,,,,1,Vorlass Kurt Hutterli ,,,,,,,,zusätzlich Streuzettel / Zusatzmaterial im Vorlass Kurt Hutterli vorhanden
spa:ZSVGesamt,STS-ZSVGesamt00000202,Belp (BE): Gürbetaler Volksbühne,www.volksbuehne-belp.ch,BGVT,,,1991,16.01.1991,,Der eingebildete Kranke,S,"Molière, Jean-Baptiste; B: Peter Leu","Wüthrich, Peter E.",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000203,Belp (BE): Gürbetaler Volksbühne,www.volksbuehne-belp.ch,BGVT,,,1992,15.01.1992,,Biedermann und die Brandstifter,S,"Frisch, Max","Stiefenhofer, Martin W.",,,,1,,1,,,,,,,,,,,,,,,zusätzlich Streuzettel
spa:ZSVGesamt,STS-ZSVGesamt00000204,Belp (BE): Gürbetaler Volksbühne,www.volksbuehne-belp.ch,BGVT,,,1993,13.01.1993,,Monopoly im Bärneroberland,S,"Hirschi, Urs","Hirschi, Urs",,,,1,,1,,,,,,,,,,,,,,,zusätzlich Streuzettel
