owl:Class,dct:identifier,ex:OrtTheater,schema:relatedLink,schema:organization,schema:location,schema:productionCompany,spa:theaterSeason,eclap:firstPerformanceDate,spa:premiereType,schema:name,schema:genre,schema:author,eclap:director,eclap:performer,spa:numberOfPerformances,schema:comment,spa:programme,ex:Pheftnr,spa:pressClippings,spa:numberOfPhotos,spa:numberOfNegatives,ex:PlakatZSV,ex:PlakatSTS,spa:accessionNumberPoster,ex:Spieltext,ex:SpieltextSignatur,ex:DVDVideo,ex:VideoDVDSignatur,spa:numberOfSetDesignSketches,ex:Kostuementwuerfe,ex:Vereinszeitschriften,ex:Jubilaeumsschriften,ex:StatutenProtokolle,ex:Bemerkungen2
,,Scherz (AG): Theatergruppe,,,,,2003,01.03.2003,,"D' Tante Emmi i der Chlemmi (""Wenn du Geld hast"")",S,"Wroost, Willfried; B: Rosmarie Büchler","Wächter, Kurt",,,,1,,,,,,,,,,,,,,,,,
,,Stalden (OW): Schwander Theater,www.schwander-theater.ch,RZV,,,2003,18.01.2003,,Winternachtstraum,S,"Dornier, Marcel; B: Maria Amstalden","Nufer, Urs",,,,1,,,,,,,,,,,,,,,,,
,,Malters (LU): Theatergesellschaft,www.theater-malters.ch,RZV,,,2003,02.05.2003,,Letzter Wille,S,"Kusz, Fitzgerald; B: Elvira Plüss, Silvia Planzer, Werni Fuchs","Plüss, Elvira",,,,1,,1,,,,,,1,7.2: Kusz 1002,,,,,,,,zusätzlich Streuzettel
,,Sarn (GR): Theatergruppe SAPOTA,,,,,2003,21.02.2003,,"Gloge ... nüt als gloga! (""Lügen über Lügen"")",S,"Pfaus, Walter G.","Graber, Arthur und Christian Jenny",,,,1,,,,,,,,,,,,,,,,,
,,Röthenbach (BE): Theatergruppe,,,,,2003,29.03.2003,,Burebrot,S,"Bula, Werner","Kaufmann, Jürg",,,,1,,,,,,,,,,,,,,,,,
,,Erlenbach i.S. (BE): Theatergruppe Männer- und Frauenchor,,BGVT,,,2003,01.02.2003,,Zimmer frei,S,"Köbeli, Markus","Wüthrich, Bernhard",,,,1,,,,,,,,,,,,,,,,,
,,Eschenbach (LU): Theatergesellschaft,www.theater-eschenbach.ch,RZV,,,2003,08.03.2003,,Hopplers Liebesränk,S,"Sturzenegger, Harry","Sturzenegger, Harry",,,,1,,1,,,,,,,,,,,,,,,
,,Feldis / Veulden (GR): Theatergruppe (früher Gemischter Chor),,BVV,,,2003,27.01.2003,,Body & Soul,S,"Remund, Ueli","Tscharner, Susla",,,,1,,1,,,,,,,,,,,,,,,
,,Ardez (GR): Gruppa da teater,,BVV,,,2003,24.01.2003,,L' innozaint,S,"Hochwälder, Fritz; B: Jon Claglüne-Barblan","Clalüna, Marianna",,,,1,,1,,,,,,,,,,,,,,,
,,Oberhofen (BE): Jodlerklub,,BGVT,,,2003,08.03.2003,,Di silberigi Hochzit,S,"Eschmann, Ernst; B: Hans Rych","Christener, Paul",,,,1,,1,,,,,,,,,,,,,,,
,,Wettingen (AG): Theatergesellschaft,,VAV,,,2003,10.01.2003,,"Lüge, nüt als Lüge! (""Lügen über Lügen"")",S,"Pfaus, Walter G.; B: Doris Müller","Brunner, Jacqueline",,,,1,,,,,,,,,,,,,,,,,
,,Lyss (BE): teatrolyssimo,www.teatrolyssimo.ch,BGVT,,,2003,10.01.2003,,"Schwarzi Komödie (""Black Comedy"")",S,"Shaffer, Peter; B: Remise-Bühni, Jegenstorf","Thomet, Paul",,,,1,,1,,,,,,,,,,,,,,,
,,Liesberg (BL): Theaterverein,,,,,2003,11.01.2003,,"Spilet wyter! (""Play on!"")",S,"Abbot, Rick","Schwarzentrub, Kurt",,,,1,,1,,,,,,,,,,,,,,,
,,Untervaz (GR): Jugendverein,,BVV,,,2002,05.01.2002,,Dr Meischterboxer,S,"Schwartz, Otto und Carl Matthern","Berger, Alfred",,,,1,,,,,,,,,,,,,,,,,zusätzlich Streuzettel
,,Oetwil am See (ZH): Theatergruppe,www.theater-oetwil.ch,RVA,,,2002,02.11.2002,,"Bittermandle und Pistole (""A tomb with a vieuw"")",S,"Robbins, Norman; B: Hanna Hollmann und Niklaus Konkoly und Max Dettwiler","Honegger, Werner",,,,1,,,,,,,,,,,,,,,,,
,,St. Niklaus (VS): Theaterverein Alpenrösli,,VSDW,,,2002,27.04.2002,,Der Herr Millionär,S,"Molière, Jean Baptiste","Imboden, Willy",,,,1,,,,,,,,,,,,,,,,,
,,Niederweningen (ZH): Bühne Wehntal,www.buehnewehntal.ch,RVA,,,2002,04.09.2002,,Boeing - Boeing,S,"Camoletti, Marc; B: Bühne Wehntal","Dupsky, Rupert",,,,1,,1,,,,,,,,,,,,,,,
,,Ostermundigen (BE): Trachtengruppe,,BGVT,,,2002,12.10.2002,,D' Himmelflue-Erbe,S,"Husistein, Toni","Stutz, Paul",,,,1,,,,,,,,,,,,,,,,,
,,Holderbank (SO): Theatergruppe Holderbank,,NWS,,,2003,10.01.2003,,"Spilet wyter! (""Play on!)",S,"Abbot, Rick; B: Hannes Zaugg-Graf und Max Dettwiler","Dettwiler, Max",,,,1,,1,1,,,,,1,7.2: Abbo 1001,,,,,,,,Programmplakat  / Fotos in Fotokopie
,,Rohrbach (BE): Trachtengruppe Rohrbach u.U.,,BGVT,,,2003,25.01.2003,,I der Glungge,S,"Grunder, Karl, nach Jeremias Gotthelf","Junker, Anton",,,,1,,,,,,,,,,,,,,,,,
,,Wynigen (BE): Trachtengruppe,,BGVT,,,2003,25.01.2003,,Start i Läbesobe,S,"Isler, Ueli","Hofstetter, Ursula",,,,1,,,,,,,,,,,,,,,,,
,,Aeschiried (BE): Jodlergruppe Alpengruss,,BGVT,,,2003,18.01.2003,,Belinda,S,"Harris, Elmar; B: Arthur Müller und Susi Steiner","Däpp, Christian",,,,1,,,,,,,,,,,,,,,,,
,,Wermatswil (ZH): Dorfbühne,www.miralux.ch/dorfbuehne,,,,2003,31.01.2003,,Fisch zu viert,S,Kohlhaase Wolfgang und Rita Zimmer; B: Peter Leu,"Mira, Silvio",,,,1,,1,,,,,,,,,,,,,,,
,,Stein (AG): Theaterverein,,VAV,,,2003,10.01.2003,,"Es Theater im Theater (""Spilet wyter¡"" / ""Play on"")",S,"Abbot, Rick; B: Hannes Zaugg-Graf","Güntert, Marie-Rose",,,,1,,1,,,,,,,,,,,,,,,
,,Untervaz (GR): Jugendverein,,BVV,,,2003,11.01.2003,,Z' Hotelgspängscht,S,"Burger, Robert","Berger, Alfred",,,,1,,,,,,,,,,,,,,,,,
,,Altendorf (SZ): Theatergruppe,www.tga-altendorf.ch,RZV,,,2002,05.04.2002,,Angschts händ Schiss,S,"Suter, Werner","Buser, Katja und Jeop van Hout",,,,1,,,,,,,,,,,,,,,,,
,,Uetendorf (BE): Jodlerklub,,,,,2003,15.02.2003,,Grossvaters Verlobig,S,"Peter, Gottfried","Schär, Hans",,,,1,,,,,,,,,,,,,,,,,
,,Bolligen (BE): Gesangvereine,,,,,2003,18.01.2003,,Dällebach-Kari,S,"Aebi-Zryd, Josef","Sommer, Beat",,,,1,,,,,,,,,,,,,,,,,
,,Wohlen (BE): Trachtengruppe Wohlen,,BGVT,,,2003,01.03.2003,,"Der Chrüzbuur u sys Klavier (""Der Kreuzbauer und sein Klavier"")",S,"Schädeli, Annemarie, nach Roman von Bernhard Nüesch und Hörspiel von Hans-Rudolf Hubler","Schädeli, Annemarie",,,,1,,,,,,,,,,,,,,,,,
,,Heimberg (BE): Seniorentheater IG 60 plus,,,,,2003,13.02.2003,,"257, halbprivat",S,"Weidmann, Esther","Wenger, Helene",,,,1,,,,,,,,,,,,,,,,,
,,Bern: Berner Liebhaberbühne,www.blb-bern.ch,BGVT,,,2002,23.10.2002,,Hansjoggeli der Erbvetter,S,"Gfeller, Simon, nach Jeremias Gotthelf","Allemann, Frieda",,,,1,,,,,,,,,,,,,,,,,zusätzlich  Streuzettel
,,Bern: Trachtengruppe Bern-Stadt,,,,,2003,22.02.2003,,D' Wohngmeinschaft,S,"Grimm, Barbara","Kammacher, Christian",,,,1,,,,,,,,,,,,,,,,,
,,Mörigen (BE): Theaterbühne Mörigen,,,,,2003,14.03.2003,,"Spilet wyter! (""Play on!"")",S,"Abbot, Rick; B: Hannes Zaugg-Graf","Hurni, Mary-Ann",,,,1,,,,,,,,,,,,,,,,,
,,Rüeggisberg (BE): Männerchor,,,,,2003,15.02.2003,,D Wysseburgere,S,"Grunder, Karl","Tschirren, Karl",,,,1,,,,,,,,,,,,,,,,,
,,Oberiberg (SZ): Theatergesellschaft,www.theater-oberiberg.ch,,,,2002,27.12.2002,,Diä rot Goffärä,S,"Schuster, Werner","Schuler, Barbara",,,,1,,,,,,,,,,,,,,,,,
,,Niederbuchsiten (SO): Theatergesellschaft,www.tgn.ch,NWS,,,2002,23.11.2002,,"Gloge ... nüüt als gloge! (""Lügen über Lügen"")",S,"Pfaus, Walter G.; B: Doris Müller","Zeltner, Bruno",,,,1,,,,,,,,,,,,,,,,,
,,Bischofszell (TG): Städtlibühne,,,,,2002,01.03.2002,,Hin und her,S,"Horvath, Ödön von","Diethelm, Thomas",,,,1,,,,,,,,,,,,,,,,,
,,Grosshöchstetten (BE): Musikgesellschaft,,BGVT,,,2003,15.02.2003,,D Adrässe us em TwixTel,S,"Baumgartner, Jürgen","Schaller, Edi",,,,1,,,,,,,,,,,,,,,,,
,,Reutigen (BE): Trachtengruppe,,BGVT,,,2003,19.02.2003,,Luftänderig,S,"Wenger-Knopf, Frieda","Rumpf, Liseli",,,,1,,1,,,,,,,,,,,,,,,
,,Hasliberg Goldern (BE): Theaterverein Hasliberg,,,,,2003,07.02.2003,,Hürat mit Näbewürkige,S,"Wüthrich, Arthur","Nägeli, Doris und Joseph Willi",,,,1,,,,,,,,,,,,,,,,,
,,Thayngen (SH): Thaynger Bühne,,,,,2003,19.02.2003,,"D' Hürootsvermittleri (""The Matchmaker)",S,"Wilder, Thornton","Sigg, Arnold",,,,1,,,,,,,,,,,,,,,,,
,,Emmen (LU): Theaterlüüt Ämme (früher Heimatbühne),www.theater-emmen.ch,RZV,,,2003,21.03.2003,,Si letschti Wunsch,S,"Moser, Roland","Eigel, Hanni",,,,1,,1,,,,,,,,,,,,,,,
,,Kappelen (BE): Kappeler Dorftheater,,BGVT,,,2003,07.02.2003,,Agentur Rosa,S,"Gsell-Isler, Lisbeth","Wälti, Roland",,,,1,,,,,,,,,,,,,,,,,
,,Kirchlindach (BE): Jodlerchörli,,BGVT,,,2003,01.03.2003,,Wo isch der Herrmann?,S,"Schenk, Gottfried","Bieri, Ueli",,,,1,,,,,,,,,,,,,,,,,
,,Dübendorf (ZH): Theater Einhorn (früher: Laientheater Einhorn),www.theatereinhorn.ch,RVA,,,2003,15.03.2003,,Uuftritt und Abgäng - fast ein Festspiel,S,"Steinmann, Paul; B: Claudia Rüegsegger","Rüegsegger, Claudia",,,,1,,1,1,,,,,,,,,,,,,,"Plakat auf CD-R 211
"
,,Ruswil (LU): Theatergesellschaft,www.theater-ruswil.ch,RZV,,,2003,22.03.2003,,Siin letschte Wunsch,S,"Moser, Roland","Stocker, Franz",,,,1,,1,,,,,,,,,,,,,,,Programmplakat
,,Ins (BE): Trachtengruppe,,BGVT,,,2003,18.01.2003,,D Tante Seline spinnt,S,"Kummer-Burri, Ruth","Bourquin, Marianne ",,,,1,,,,,,,,,,,,,,,,,
,,Unterseen (BE): Stedtlitheater,,BGVT,,,2003,10.05.2003,,Das Lied der Heimat,S,"Hürlimann, Thomas","Augstburger, Beatrice",,,,1,,,,,,,,,,,,,,,,,
,,Frauenfeld (TG): Seniorenbühne Frauenfeld,,VOV,,,2003,09.02.2003,,Zoff im Seniorenheim,S,"Gysel, Claudia","Angehrn, Maria",,,,1,,,,,,,,,,,,,,,,,"zusammen mit ""Do muess me öppis unternäh"" "
,,Frauenfeld (TG): Seniorenbühne Frauenfeld,,VOV,,,2003,09.02.2003,,Do muess me öppis unternäh,S,"Bergmann, Elsa","Angehrn, Maria",,,"zusammen mit ""Zoff im Seniorenheim""",1,,,,,,,,,,,,,,,,,
,,Untervaz (GR): Freilichtspiel,,,,,2002,08.08.2002,,Belinda,S,"Harris, Elmar","Berger, Alfred",,,Freilichtaufführung,1,,,,,,,,,,,,,,,,,
,,Uster (ZH): Theaterclub Kulisse,www.theaterkulisse.ch,RVA,,,2003,20.03.2003,,Die schwarze Spinne,S,"Schneider, Hansjörg, nach Jeremias Gotthelf; B: Renate Muggli","Muggli, Renate",,,,1,,,,,,,,,,,,,,,,,
,,Worben (BE): Theaterverein,www.theaterworben.com,,,,2003,29.03.2003,,Voll im Stress,S,"Frey, Hanna","Batos, Marianne",,,,1,,1,,,,,,,,,,,,,,,
,,Bern: Zytglogge-Gsellschaft,www.zytgloeggeler.ch,BGVT,,,2003,01.05.2003,,"Trommeln über Mittag

",S,"Frey, Patrick und Katja Früh; B: Edith Riesen","Incondi, Hans-Peter",,,,1,,1,,,,,,,,,,,,1,,,
,,Jegenstorf (BE): Remise Bühni,www.remise.ch,BGVT,,,2003,11.04.2003,,Der Meteor,S,"Dürrenmatt, Friedrich; B: Remise-Bühni Jegenstorf","Hagi, Mathias und Ernst C. Sigrist",,,,1,,1,,,,,,,,,,,,,,,
,,Hottwil (AG): Spielleute Hottwil,www.theater-hottwil.ch,VAV,,,2003,08.03.2003,,"Annonce Mord (""A Murder is announced"")",S,"Christie, Agatha","Senn, Thomas",,,,1,,1,,,,,,,,,,,,,,,Progammplakat
,,Winterthur (ZH): Winterthurer Bühne,www.winterthurer-buehne.ch,RVA,,,2003,22.03.2003,,"E schlächti Uusred (""Alois, wo warst du heute?"")",S,"Lellis, Hans; B: Fritz Klein","Lagler, Klaus",,,,1,,1,,,,,,,,,,,,,,,
,,Reinach (BL): Theatergruppe,www.theatergruppereinach.ch,NWS,,,2002,17.11.2002,,Aschenputtel,S,"00, nach Gebr. Grimm","Rudin, Toni",,,,1,,1,,,,,,,,,,,,,,,
,,Embrach (ZH): Hard-Bühne,,,,,2003,04.04.2003,,Mord am Hauptplatz,S,"Gröss, Norbert; B: Silvia und Carl Hirrlinger","Schuppisser, Daniel",,,,1,,,,,,,,,,,,,,,,,
,,Neuenhof (AG): Schnägge-Bühne,www.sbn.ch,VAV,,,2003,22.03.2003,,"Traumhochziit (""Perfect Wedding"")",S,"Hawdon, Robin","Meyer, Barbara und Patrick Meier",,,,1,,,,,,,,,,,,,,,,,
,,Baden (AG): Thekalaila,,VAV,,,2003,15.03.2003,,und wär sind Sie?,S,"Popplewell, Jack","Tschümperlin, René",,,,1,,,,,,,,,,,,,,,,,
,,Illnau (ZH): Verein Theater Illnau,www.theaterillnau.ch,RVA,,,2003,29.03.2003,,"Bsunderi Lüüt (""Eine etwas sonderbare Dame"" / ""The curious savage"")",S,"Patrick, John","Greuter, Rut",,,,1,,1,,,,,,,,,,,,,,,
,,Effretikon (ZH): Theater 55plus,,,,,2003,25.04.2003,,Wunsch und .... Los!,S,"Wirth, Karin","Wirth, Karin",,,,1,,1,,,,,,,,,,,,,,,* Streuzettel
,,Zumikon (ZH): Dorftheater,www.dorftheaterzumikon.ch,RVA,,,2003,28.03.2003,,Time to Kill,S,"Darbon, Leslie; B: Gaby Lampert","Hunziker, Jeannot",,,,1,,,,,,,,,,,,,,,,,
,,Schwarzenberg (LU): Theaterverein,,RZV,,,2003,17.01.2003,,De Ängel mit em Bluemetopf,S,"Mihura, Miguel","Eigel, Hanni",,,,1,,,,,,,,,,,,,,,,,
,,Watt (ZH): Berner Verein Zürcher Unterland,,RVA,,,2003,25.01.2003,,"Umwäge si ou Wäge (""Zwüsche-Saat"")",S,"Stalder, Rudolf","Wirth, Karin",,,,1,,,,,,,,,,,,,,,,,
,,Hallau (SH): Theater Hallau (früher Dramatische Sektion),,VOV,,,2003,11.01.2003,,Agentur Rosa,S,"Gsell-Isler, Lisbeth","Bamberger, Nadia",,,,1,,1,,,,,,,,,,,,,,,* Streuzettel
,,Zollbrück (BE): Ämmitaler Theaterlüt,,BGVT,,,2003,25.04.2003,,Im Fischbuuch,S,"Hutterli, Kurt","Hohl, Heidi",,,,1,,1,,,,,,1,fehlt,,,,,,,,Programmplakat 
,,Zollbrück (BE): Theater Z (früher: Jugendtheatergruppe),,BGVT,,,2002,01.11.2002,,Fortuna - wer spielt gewinnt,S,Jugendtheatergruppe Zollbrück,,,,,1,,,,,,,,,,,,,,,,,* Streuzettel
,,Zug: Kinder- und Jugendtheater,www.kindertheaterzug.ch,RZV,,,2003,16.05.2003,,Momo,S,"Ende, Michael (nach)","Zürrer, Johannes und Stefan Koch-Spinnler",,,,1,,,,,,,,,,,,,,,,,
,,Langnau i.E. (BE): Theater- und Kunstverein,www.theaterundkunstverein-langnau.ch,BGVT,,,2003,14.03.2003,,"Die 12 Geschworenen (""Twelve angry men"")",S,"Rose, Reginald; B: Horst Budjuhn","Martignoni, Patrick",,,,1,,1,1,,,,,,,,,,,,,,zusätzlich Streuzettel
,,Toffen (BE): Theaterverein,www.theater-toffen.ch,BGVT,,,2003,26.04.2003,,"Familie-Gschäft (""A Small Family Business"")",S,"Ayckbourn, Alan; B: Marcel Reber","Reber, Marcel",,,,1,,1,,,,,,,,,,,,,,,
,,Wil (SG): Theatergesellschaft,,,,,1934,07.01.1934,,Die verkaufte Braut,Op,"Smetana, Friedrich","Zimmermann, Hans",,,,1,,,1,,,,,,,,,,,,,,
,,Sarnen (OW): Kollegitheater,www.kollegitheatersarnen.ch,RZV,,,1948,01.02.1948,,Thomas Becket,S,"Federer, Heinrich","Frick, P. Sigisbert",,,,1,,1,,,,,,,,,,,,,,,
,,Bern: NVB -Theater (früher: Neue Volksbühne NVB),www.nvb-theater.ch,BGVT,,,2003,04.04.2003,,"Dr Bär





",S,"Tschechow, Anton; B: Marcel Herren","Thélin, Gilbert",,,,1,,1,,,,,,,,,,,,,,,"zusammen mit ""Ds Hochzyt"""
,,Bern: NVB -Theater (früher: Neue Volksbühne NVB),www.nvb-theater.ch,BGVT,,,2003,04.04.2003,,"Ds Hochzyt





",S,"Tschechow, Anton; B: Kropf, Hugo","Kropf, Hugo",,,,1,,1,,,,,,,,,,,,,,,"zusammen mit ""Dr Bär"""
,,Kerns (OW): Theatergesellschaft (später: Kernser Spielleute),,,,,,,,Bruder Klaus von der Flüe,,"Ah, Josef Jgnaz von",,,,,,,1,,,,,,,,,,,,,,,
,,Thun (BE): Kyburgbühne (früher Heimatschutztheater),www.kyburgbuehne.ch,BGVT,,,2003,12.03.2003,,D Million im Ehebett,S,"Gmür, Hans","Kappeler, Beat",,,,1,,1,,,,,,,,,,,,,,,
,,Bern: Berner Heimatschutz-Theater,,BGVT,,,2003,30.03.2003,,Vor em Ynachte,S,"Gutmann, Werner","Gigon, Suzanne",,,,1,,,,,,,,,,,,,,,,,nur Streuzettel
,,Arisdorf (BL): Theatermühle,www.theatermuehle.ch,NWS,,,2003,23.05.2003,,Die schneewyssi Unschuld,S,"Ringgenberg, Fritz und Rudolf Joho, nach Giovanni Boccaccio","Klaus, Heini und Eshti Fonsegrive",,,,1,,1,,,,,,,,,,,,,,,
,,Schwyz: Japanesengesellschaft von Yeddo-Schwyz,,,,,1937,,,Lumpiade in Yeddo-Schwyz,S,0,,,,Freilichtaufführung,1,,,,,,,,,,,,,,,,,Spieltext als Programm
,,Cazis (GR): Theatergruppe Muntanellas,www.muntanellas.ch,BVV,,,2003,25.01.2003,,Der Kontrabass,S,"Süskind, Patrick","Lenz, Philipp",,,,1,,,,,,,,,,,,,,,,,"Programm in Festschrift ""25 Jahre Theater Muntanellas"", zusätzlich Streuzettel"
,,Effretikon (ZH): Kinder- & Jugendtheater OKaY (Theatergruppe TheaterPlatz),www.theaterplatzeffretikon.ch,RVA,,,2003,12.04.2003,,ei ei ei - ein heiteres Spiel,S,"Bintig, Ilse","Iff, Regula",,,,1,,1,,,,,,,,,,,,,,,"zusätzlich Streuzettel / zusammen mit ""Ein Sommernachtstraum"""
,,Effretikon (ZH): Kinder- & Jugendtheater OKaY (Theatergruppe TheaterPlatz),www.theaterplatzeffretikon.ch,RVA,,,2003,12.04.2003,,Ein Sommernachtstraum,S,"Shakespeare, William","Patscheider, Adi",,,,1,,,,,,,,,,,,,,,,,"zusätzlich Streuzettel / zusammen mit ""ei ei ei"""
,,Schwarzenburg (BE): Gemischter Chor Waldgasse,,BGVT,,,2002,13.04.2002,,Tüflisches Chrut,S,"Eschler, Walter","Müller, Fritz",,,,1,,,,,,,,,,,,,,,,,
,,Detligen (BE): Männerchor Eintracht,,BGVT,,,2002,02.02.2002,,S Hotelspänscht,S,"Burger, Robert","Roth, Werner",,,,1,,,,,,,,,,,,,,,,,
,,Rüderswil (BE): Frauen- und Männerchor,,BGVT,,,2003,08.02.2003,,En offizielle Staatsbesuch,,"Hafner, Ueli",,,,,,,,,,,,,,,,,,,,,,
,,Filisur (GR): Theatergruppe,,BVV,,,2003,08.02.2003,,Theääterla macht Freud,S,"Gysel, Claudia",,,,,1,,,,,,,,,,,,,,,,,"* Streuzettel / zusammen mit ""Di alti Komoda"""
,,Filisur (GR): Theatergruppe,,BVV,,,2003,08.02.2003,,Di alti Komoda,S,"Bernhöft, Th.",,,,,1,,,,,,,,,,,,,,,,,"* Streuzettel / zusammen mit ""Theääterla macht Freud"""
,,Basel: Theatergruppe KONTRAST,www.theaterkontrast.ch,,,,2002,20.04.2002,,"... und s' isch alles nit wohr .... (""Lügen über Lügen"")",S,"Pfaus, Walter G.; B: Hans Stelzer","Stelzer, Hans",,,,1,,,,,,,,,,,,,,,,,
,,Roggwil (BE): Laientheater Lindenblatt,www.laientheater.ch,BGVT,,,2003,01.01.2003,,"""bunbury"" - the show",S,"Wilde, Oscar",,,,,1,,,,,,,,,,,,,,,,,* Streuzettel
,,Thun (BE): Facetten - Bühne,www.facetten-buehne.ch,BGVT,,,1990,24.01.1990,,Tobias,S,"Schmid, Bruno","Zbinden, Hans",,,,1,,1,,,,,,,,,,,,,,,Programm in Fotokopie
,,Thun (BE): Facetten - Bühne,www.facetten-buehne.ch,BGVT,,,1994,06.04.1994,,"Härz, Puur und Pic-Dame",S,"Schmid, Bruno","Begert, Max",,,,1,,1,,,,,,,,,,,,,,,Programm in Fotokopie
,,Thun (BE): Facetten - Bühne,www.facetten-buehne.ch,BGVT,,,1995,26.04.1995,,Johnny Belinda,S,"Harris, Elmer","Rudin, Markus",,,,1,,1,,,,,,,,,,,,,,,
,,Thun (BE): Facetten - Bühne,www.facetten-buehne.ch,BGVT,,,0,,,Vereins-Informationen und Statuten vom 23.6.2000,S,00 (Allgemeines),,,,,,,,,,,,,,,,,,,,,,
,,Kesswil (TG): Theatergruppe Bodensee,www.theater-bodensee.ch,,,,2003,29.03.2003,,Eis Unglück chunt sälte ellei,S,"Läubli, Peter","Weber, Alice",,,,1,,1,1,,,,,,,,,,,,,,zusätzlich Streuzettel
,,Inwil (LU): Eibeler Volksbühne,www.evb-inwil.ch,RZV,,,2003,26.04.2003,,Wie Ueli der Knecht Pächter wurde  (Ueli der Knecht / Ueli der Pächter),S,"00, nach Jeremias Gotthelf (nach der Fernsehfassung)","Albisser, Toni",,,,1,,1,,,,,,,,,,,,,,,
,,Horgen (ZH): Theater T-nünzg,www.t-nünzg.ch,RVA,,,2004,04.05.2004,,"Alles uf Chrankeschiin (""It runs in the Family"")",S,"Cooney, Ray; B: Jörg Schneider","Marty, Otti",,,,1,,1,,,,,,,,,,,,,,,zusätzlich Streuzettel
,,Unterschächen (UR): Theaterverein,www.theater-unterschaechen.ch,RZV,,,1975,31.03.1975,,D'r Schicksalshof,S,"Blättler, Herbert","Strebel, Karl",,,,1,,,,,,,,,,,,,,,,,
,,Unterschächen (UR): Theaterverein,www.theater-unterschaechen.ch,RZV,,,1976,19.04.1976,,E tolli Familie,S,"Wempner, Fritz; B: Arthur Brenner","Strebel, Karl",,,,1,,,,,,,,,,,,,,,,,
,,Unterschächen (UR): Theaterverein,www.theater-unterschaechen.ch,RZV,,,1977,11.04.1977,,Bärgheimet,S,"Ritter, Max","Muheim, Hans und Edi Imholz",,,,1,,,,,,,,,,,,,,,,,
,,Unterschächen (UR): Theaterverein,www.theater-unterschaechen.ch,RZV,,,1980,07.04.1980,,"Früelig im Buechehof (""Die drei Eisbären"")",S,"Vitus, Maximilian","Muheim, Hans",,,,1,,,,,,,,,,,,,,,,,
,,Unterschächen (UR): Theaterverein,www.theater-unterschaechen.ch,RZV,,,1981,20.04.1981,,D' Wätterhäx,S,"Berger, C.","Muheim, Hans",,,,1,,,,,,,,,,,,,,,,,
,,Unterschächen (UR): Theaterverein,www.theater-unterschaechen.ch,RZV,,,1989,27.03.1989,,Bärgprinzässin,S,"Brun, Josef","Muheim, Hans",,,,1,,,,,,,,,,,,,,,,,
,,Unterschächen (UR): Theaterverein,www.theater-unterschaechen.ch,RZV,,,1990,16.04.1990,,Dr' Letscht vo dr' Chlaridealp,S,"Lussmann, Ludwig","Muheim, Hans",,,,1,,,,,,,,,,,,,,,,,
,,Unterschächen (UR): Theaterverein,www.theater-unterschaechen.ch,RZV,,,1991,01.04.1991,,d' Arvähof-Büürä,S,"Bühler, Franz","Muheim, Hans",,,,1,,,,,,,,,,,,,,,,,
,,Unterschächen (UR): Theaterverein,www.theater-unterschaechen.ch,RZV,,,1992,20.04.1992,,dr' Schmid vo Andermatt,S,"Krattiger, Ernst","Muheim, Hans",,,,1,,,,,,,,,,,,,,,,,
,,Unterschächen (UR): Theaterverein,www.theater-unterschaechen.ch,RZV,,,1993,12.04.1993,,Wulchä uber dr Schwand,S,"Bühler, Franz","Muheim, Hans",,,,1,,,,,,,,,,,,,,,,,
,,Unterschächen (UR): Theaterverein,www.theater-unterschaechen.ch,RZV,,,1995,17.04.1995,,Dr Tierbändiger,S,"Zimmermann, Andreas","Muheim, Hans",,,,1,,,,,,,,,,,,,,,,,
,,Unterschächen (UR): Theaterverein,www.theater-unterschaechen.ch,RZV,,,1996,08.04.1995,,Diä letscht Gotthardposcht,S,"Ritter, Max","Muheim, Hans",,,,1,,,,,,,,,,,,,,,,,
,,Unterschächen (UR): Theaterverein,www.theater-unterschaechen.ch,RZV,,,1998,13.04.1998,,Heilsami Chrytli,S,"Wälti, Hans","Herger, Ernst",,,,1,,,,,,,,,,,,,,,,,
,,Unterschächen (UR): Theaterverein,www.theater-unterschaechen.ch,RZV,,,1999,05.04.1999,,Friälig im Büächehof,S,"Vitus, Maximilian","Herger, Ernst",,,,1,,,,,,,,,,,,,,,,,
,,Unterschächen (UR): Theaterverein,www.theater-unterschaechen.ch,RZV,,,0 (1999),,,Jubiläumsschrift 25 Jahre Theaterverein Unterschächen,,00 (Allgemeines),,,,,,,,,,,,,,,,,,,,1,,
,,Unterschächen (UR): Theaterverein,www.theater-unterschaechen.ch,RZV,,,1987,29.05.1987,,Zwischet beedä Schächä,S,"Gebhard Arnold, Marie","Muheim, Hans",,,,1,,,,,,,,,,,,,,,,,"Jubiläumsfeier ""1687 - 1987 Unterschächen"""
,,Kägiswil (OW): Theatergruppe,www.theater-kaegiswil.ch,RZV,,,1984,25.04.1984,,D´ Langfingerzunft,S,"Brun, Josef","Ottiger, Fredy",,,,1,,1,,,,,,,,,,,,,,,Programmplakat
,,Kägiswil (OW): Theatergruppe,www.theater-kaegiswil.ch,RZV,,,1985,09.02.1985,,Liebi mit Blächschade,S,"Gnant, Hans; B: Carl Hirrlinger","Schmidiger, Ernst",,,,1,,1,1,,,,,,,,,,,,,,Fotos auf CD-Rom in Ablage STS (CD-R 057)
