owl:Class,dct:identifier,spa:accessionNumber,ex:SignaturAlt_CabaretArchiv,schema:name,schema:genre,schema:author,eclap:director,schema:performer,schema:productionCompany,ex:Jahr,ex:Referenz,schema:duration,schema:comment,ex:Anzahl,ex:Lieferant,ex:Schlagwort,ex:Art
spa:Audio,STS-Audio00000673,CD 370,,"Legenden, Lieder & Balladen (1. CD: Lieder der Arbeiterklasse 1917-1933 2. CD: Lieder des spanischen Bürgerkrieges)",V,"Busch, Ernst",,Ernst Busch,,,,,CD-Kopie von Vinyl-Platten,1,G Christian Schneeberger,,
spa:Audio,STS-Audio00000674,CD 371,,Das Urner Krippenspiel,H,"Danioth, Heinrich",Textbearb. und Inszenierung: Buschi Luginbühl; M: Franz Xaver Jans; Musikbearb.: Michael Dahinden,"Werner Biermeier, Walter Sigi Arnold, Irène Fussen, Hanspeter Müller, Heiner Hitz, Ferruccio Cainero, Helen Nica, Marion Budak, Fredy Schön, Anita Schenardi, Andrea Hofmann, Marco Schenardi, Toni Huber, Matteo Schenardi",Marionettenbühne Gelb - Schwarz; Luzern: Fono,2003,,1:05:47,1 Leporello. Deutsch und Schweizerdeutsch,1,Haupt,Weihnachtsspiel,
spa:Audio,STS-Audio00000675,CD 372,,En quelques notes ... Grand Théâtre de Genève. Saison 2007-08,"B, Op, Ot, I",0,Présentation: Alain Perroux,"Julien George, Lorenzo Malaguerre",Grand Théâtre de Genève,2007,,,Musikauszüge. Beilage zu Spielplan 2007/08,1,Theater,,Beilage zu Publ.
spa:Audio,STS-Audio00000676,CD 373,,"Die Bayerische Staatsoper live. Höhepunkte der Opernaufführungen 1997-2005 (1. Meistersinger von Nürnberg/ Vorspiel; 2. Ariodante/ Tu vivi; 3. L'incoronazione di Poppea/ Idolo mio, Poppea; 4. L'incoronazione di Poppea/ Pur ti miro; 5. Xerxes/ Crude furie; 6. Giulio Cesare in Egitto/ Se pietà di me non senti; 7. Orphée et Euridice/ Amours, viens; 8. Rodelinda, Regina de' Longobardi/ Spietati; 9. Otello/ La Canzone del Salice; 10. Tannhäuser/ Oh du mein holder Abendstern 11. Götterdämmerung/ Trauermarsch; 12. Die Walküre/ Wehwalt heißt du fürwahr?)",Op,0,"ML: Zubin Mehta, Ivor Bolton et al. ",Das Bayerische Staatsorchester,[München] : Schirmer/Mosel,2006,ISBN 3-8296-0232-4,1:11:28,Beilage zu Buch: TS 5.4: Muen 327,1,Haupt,,
spa:Audio,STS-Audio00000677,CD 374,,Ein Spiel von Leben und Tod. Marionettenspiel,Ft,"Fehrlin, Klara (1895-1985)",Figuren und Text: Klara Fehrlin; R u B: Johanna Niessen-Grosser; M: Alphons Grosser (1872-1969); T: Jean-Christophe Ducret,"Stimmen: Petra Brühl, Erika Fritsche, Erich Furrer, Walter Raschle, Benjamin Ryser, Horst Schwarzer",St. Gallen: Historisches Museum,2002,,,1 Booklet. Premiere: 15.02.2002,1,"Nissen-Grosser, Johanna ",Figurentheater,
spa:Audio,STS-Audio00000678,CD 375,,"Ein Spiel von Leben und Tod. Version für Aufführungen bei Gastspielen
",Ft,"Fehrlin, Klara (1895-1985)",R u B: Johanna Niessen-Grosser; M: Alphons Grosser (1872-1969); T: Jean-Christophe Ducret; Li: Karl Erhardt; Technik: Lisbeth und Rahel Huber,"Stimmen: Petra Brühl, Erika Fritsche, Erich Furrer, Walter Raschle, Benjamin Ryser, Horst Schwarzer; Figurenanimation: Anita Frei, Daniela Heise, Johanna Nissen-Grosser",St. Gallen: Historisches Museum,2004,,,"Version: Korrektur vom 25.7.2004
",1,"Nissen-Grosser, Johanna ",Figurentheater,
spa:Audio,STS-Audio00000679,CD 376,,Ein Spiel von Leben und Tod,Ft,"Fehrlin, Klara (1895-1985)",R u B: Johanna Niessen-Grosser; M: Alphons Grosser (1872-1969); T: Jean-Christophe Ducret; Li: Karl Erhardt; Technik: Lisbeth und Rahel Huber,"Stimmen: Petra Brühl, Erika Fritsche, Erich Furrer, Walter Raschle, Benjamin Ryser, Horst Schwarzer; Figurenanimation: Anita Frei, Daniela Heise, Johanna Nissen-Grosser",St. Gallen: Historisches Museum,2005,,,"Version: 10.2.2005
",1,"Nissen-Grosser, Johanna ",Figurentheater,
spa:Audio,STS-Audio00000680,CD 377,,Gregor Gysi trifft ...Günter Gaus. Matinée im Deutschen Theater 15.06.2003,D,"Gysi, Gregor",,,,2003,,,,,,Gesprächsdokumentation,
spa:Audio,STS-Audio00000681,CD 378,,Peter Simonischek liest Arthur Schnitzler: Die Toten schweigen. Die Frau des Weisen.,S,Schnitzler Arthur,,"Simonischek, Peter",,2006,,,"CD-R zu: Peter Simonischek ""Ich stehe zur Verfügung"" , Sign. TS 13.2: Simo 1",,,,
spa:Audio,STS-Audio00000682,CD 379,,"""Wünsch Dir was!"" Audio-CD: Im Himmel. Weltuntergang. Grandezza. Aufwachen. Bollywood (Wünsch Dir was). Lass uns die Welt zum Guten drehn.",VCh,"Berg, Sibylle; Schönholzer, Markus",ML: Matthias Stötzel,"Tonio Arango, Gottfried Breitfuss, Fabienne Hadorn, Christian Heller, Marcus Kiepe, Hannah Kobitzsch, Miriam Maertens, Andrö Meyer, Michael Ransburg, Nele Rosetz, Maik Solbach",Schauspielhaus Zürich,2006,,,P: 29.9.2006,,,,
spa:Audio,STS-Audio00000683,CD 380,,"artmix & electronics. Neue Zeitschrift für Musik (CD-Beilage zu Heft 5/2007).
Paulo Ferreiro-Lopes: Drei kurze Stücke aus dem Buch der Dunkelheit; Pei-Yu Shi: Gedicht vom Wind des Herbstes; Michael Edwards: 24/7: freedom freind; Agostino di Scipio- Modes of Interference; Ludger Brümmer: Move für Klavier ...; Gilles Gobeil: Entre les deux rives du printemps",I,"Ferreira-Lopes, Paulo  (Pei-Yu Shi; Edwards, Michael; Scipio, Agostino di; Brümmer, Ludger; Gobeil, Gilles)",,,Zentrum für Kunst und Medientechnologie Karlsruhe,2007,,,CD-Beilage zu Neue Zeitschrift für Musik Heft 5/2007: STS Z 3:12,,,,
spa:Audio,STS-Audio00000684,CD 381,,"Streichquartette II mit dem ""Weshalb-Forellen-Quartett. Beilage zum Programmheft ""Wenn eine Dolores heisst, muss sie noch lange nicht schön sein"". Ein musikalischer Abend von Ruedi Häusermann mit Texten von Peter Bichsel.","I, S",Häusermann Ruedi,M: Ruedi Häusermann,Monika Camenzind: Violine; Christian Strässle: Violine; Damiel Thomas: Viola; Martin Birnstiel: Violoncello,Schauspielhaus Zürich,2007,,0:40:40,P: 25.1.2007,1,,,
spa:Audio,STS-Audio00000685,CD 382,,"Oltner Kabaretttage. Jubiläums-Doppel-CD 2007. Beiträge von Pfannestil Chammer Sexdeet, Andreas Vitàsek, schön&gut, Bluesmax, Django Asül, Die Herkuleskeule, Mölä und Staehli, Helfried, Vince Ebert, Magdeburger Zwickmühle, Osy Zimmermann, Lioba Albus, Nicole D. Käser, Die Huthmachers, Horst Evers, Breschke & Schuch, Franz Hohler, Reiner Kröhnert, Andreas Rebers, Rosa K. Wirtz, Volker Pispers, Andreas Thiel / Jean-Claude Sassine, George Schramm, Faltsch Wagoni, Matthias Deutschmann",M,"Niklaus, Peter",,,Oltner Kabarett-Tage 2007,,,,,2,,,
spa:Audio,STS-Audio00000686,CD 383,,Catarina Ligendza. Schwedische Aufnahmen 1963-1976,Op,0,"ML: Nils Grevillius, Varujan Kojian, Bogo Leskovitch, Thomans Schuback, Otmar Suitner","Symphonieorchester des Schwedischen Rundfunks, Königliche Hofkapelle Stockholm, Göteborger Symphoniker, Symphonieorchester Norrköping",,2007,,1:14:37,"Beilage zu: Opernwelt Nr. 11/2007, Sign. Z 2:79",1,,,
spa:Audio,STS-Audio00000687,CD 384,,Annemarie Sancar und Kurt Hutterli. DRS 1 Persönlich vom 30. März 2003 / Christine Hubacher,D,"Hubacher, Christine",,,Schweizer Radio DRS,2003,,,,1,,,
spa:Audio,STS-Audio00000688,CD 385,,"Ottilie geht ins Theater. Ein Hörtheater für Kinder ab 5 Jahren. Nach dem Theaterstück ""Ich & Du"" von Ingeborg Zadow",H,"Sack, Mira (Nach Zadow, Ingeborg)",Ltg: Mira Sack; R: Nina Knecht; Ton: Carlo Raselli,"Ottilie Jacobi, Andri Schenardi, Dirk Sikorski",,2007,,,Zur Verfügung gestellt vom Schweizerischen Bühnenverband,,,,
spa:Audio,STS-Audio00000689,CD 386,,"Hochschule der Künste Bern: Deux pièces en tiers de ton pour piano à micro-intervalles de Julian Carillo, op. 48 (1966) ; HKB-Gesprächsrunde",D,"Wischnegradsky, Ivan ; Marie Caffari ; Roman Brotbeck ; Hans Rudolf Reust ; Florian Dombois ; Peter Kraut",Ltg: Isabelle Jacobi,"Martine Joste, Julian Camillo",,2006,,0:51:75,Beilage zu: Hochschule der Künste Bern 2006,1,,,
spa:Audio,STS-Audio00000690,CD 388,,Musik zu den Mysteriendramen. Eine Aufnahme der konzertanten Aufführung vom 25. August 1989 in Bern,Sm,"Arenson, Adolf",ML: Andreas Apostolou,"Orchestre de Chambre Romand de Berne; Philippe Laubscher, Orgel",Parzifal Verlag,1993,,,Geschenk Oktober 2007,1,,,
spa:Audio,STS-Audio00000691,"CD 389
",,Germania. Stücke. Aufzeichnung der Premiere am 23.09.2004 am Deutschen Theater Berlin,S,"Müller, Heiner","R: Dimiter Gotscheff; BB u. K: Jens Kilian; M: Bert Wrede, Dietmar Diesner (Saxophon), Sebastian Hilken (Cello); Dra: Peter Staatsmann, Bettina Schültke","Margit Bendokat, Magne Havard Brekke, Robert Gallinowski, Christian Grashof, Jürgen Huth, Stefan Kaminski, Katharina Schmalenberg, Thomas Schmidt, Almut Zilcher",Deutsches Theater Berlin,2005,,1:12:00,,1,,,
spa:Audio,STS-Audio00000692,CD 390,,"Das Böse im Blick. Die Gegenwart des Nationalsozialismus im Film. Gespräch mit Romuald Karmakar im Dezember 2005 in der Evangelischen Akademie Arnoldshain. Hrsg. von Margrit Frölich, Christian Schneider, Karsten Visarius",D,"Frölich, Margrit; Christian Schneider; Karsten Visarius",,,,2005,,,Gesprächsaufzeichnung,1,,,
spa:Audio,STS-Audio00000693,CD 391,,Maria Callas: gli anni della Scala,Op,"(Callas, Maria)",,Maria Callas,,2007,,,"Beilage zu: Maria Callas, Gli anni della Scala (TS: 132: Call 307)",1,,,
spa:Audio,STS-Audio00000694,CD 392,,"Zigünerliebi. Volksstück in drei Akten, nach der Vorlage ""Adelheid vom Burgerland"" von Josef Brun. Freilichttheater vom 15.-25. August 2007 beim Pfadiheim Erlinsbach SO. Presseberichte, Fotos",D,"00 (nach Brun, Josef)",R: WilLi Stadler,,Niedererlinsbach SO: Erlinsbacher Bühne,2007,,,,1,,,
spa:Audio,STS-Audio00000695,CD 393,,Der Mann von La Mancha,Mu,"Wassermann, Dale",M: Mitch Leigh,,Theater muntanellas,2001,,,Dazu: TS B8.2 Wass 1000,1,,,
spa:Audio,STS-Audio00000696,"CD 394
",,Clara fliegt zum Mars. Originalhörspiel,H,"Holliger, Lukas",R: Stephan Heilmann;  M: Philipp Schaufelberger,Bibiana Beglau,Schweizer Radio DRS 2,2007,,0:32:00,Sendung vom 17. Oktober 2007,1,"Schweizer Radio DRS, Studio Basel",Hörspiel,
spa:Audio,STS-Audio00000697,"CD 395
",,Leben nach Noten. Originalhörspiel,H,"Stauffer, Michael","R: Michael Stauffer;  M: Hans-Peter Pfammatter, Ursula Kleeb","Christine Gross, Christian Ahlers, Hans Schenk, Hans-Peter Pfammatter, Ursula Kleeb",Schweizer Radio DRS 2,2007,,0:51:32,Sendung vom 12. Dezember 2007,1,"Schweizer Radio DRS, Studio Basel",Hörspiel,
spa:Audio,STS-Audio00000698,"CD 396
",,Sowie weitere Vorstösse gegen die Weltordnung. Originalhörspiel,H,"Meister, Gerhart; Altdorfer, Erik; Müller, Rudolf",R: Erik Altorfer;  M: Mario Marchisella,"Sarah Viktoria Frick,  Lukas Graser, Siggi Schwientek, Ueli Jäggi, Friederike Pöschel",Schweizer Radio DRS 2,2007,,0:56:20,Sendung vom 12. September 2007,1,"Schweizer Radio DRS, Studio Basel",Hörspiel,
spa:Audio,STS-Audio00000699,"CD 397
",,Die Geisterphotographie. Eine Detektivgeschichte nach Conan Doyle. Hörspiel,H,"Loosli, Carl Albert (Nach Conan Doyle)",R u B: Stephan Heilmann;  M: Hans Koch ,"Michael Wittenborn, Martin Engler, Klaus Brömmelmeier, Judith Wipfler",Schweizer Radio DRS 2,2007,,0:41:46,Sendung vom 6. Oktober 2007 ; Dazu Textbuch: B7.2 Loos 1001,1,"Schweizer Radio DRS, Studio Basel",Hörspiel,
spa:Audio,STS-Audio00000700,CD 398,,Immer stimmt das dann plötzlich. Originalhörspiel,H,"Nielsen, Jens",R u B: Claude Pierre Salmony;  M: Joy Frempong,"Bettina Hoppe, Klaus Brömmelmeier, Joy Frempong",Schweizer Radio DRS 2,2008,,0:31:38,Sendung vom 6. Februar 2008,1,"Schweizer Radio DRS, Studio Basel",Hörspiel,
spa:Audio,STS-Audio00000701,CD 399,,Nah und hoch hinaus. Hörspiel,H,"Langenegger, Lorenz",R u B: Stephan Heilmann; M:Philipp Schaufelberger,"Rebecca Klingenberg, Norbert Schwientek, Till Kretzschmar, Klaus Brömmelmeier",Schweizer Radio DRS 2,2008,,0:54:01,Sendung vom 16. Januar 2008 ; Dazu Textbuch: B7.2 Lang1014,1,"Schweizer Radio DRS, Studio Basel",Hörspiel,
spa:Audio,STS-Audio00000702,CD 400,,Endidyll. Hörspiel,H,"Nielsen, Jens",R u B: Claude Pierre Salmony; M: Stini Arn,"Natalia Conde, André Jung, Rebecca Klingenberg, Daniel Kashi",Schweizer Radio DRS 2,2007,,1:00:50,Sendung vom 26. September 2007 ; Dazu Textbuch: B7.2 Niel 1007,1,"Schweizer Radio DRS, Studio Basel",Hörspiel,
spa:Audio,STS-Audio00000703,CD 401,,Die rote Zora [D]. Oper in drei Akten für Kinder und Erwachsene nach dem gleichnamigen Buch von Kurt Held.,"Op, Ju","Naske, Elisabeth",ML: Rick Stengards; R: Dominique Mentha; BB: Werner Hutterli; K: Ingrid Erb; Ch: Erich Slamanig; CL: Lev Vernik; CL Luzerner Mädchenchor: Andre Grootens; CL: Luzerner Sängerknaben: Andreas Wiedmer; Li: Gérard Cleven; Dra: Christian Kipper,"Maja Bader, Claudia Weber, Adrian Seitz, Valentin Oostwoud, Nathalie Jochum, Nora Ly, Luca Merlo, Samuel Wettstein, Joel Koller, Gabriel Sieber, Carmela Sager, Natalie Girsberger, Simon Burri, Talin Canova, Manuel Häfeli, Feliciano Ponce, Lukas Weber, Flurin Caduff, Madelaine Wibom, Hans-Jürg Rickenbacher, Christof Breitenmoser, Howard Quilla Croft, Caroline Vitale, Martin Nyvall, Tobias Hächler, Boris Petronje; Luzerner Mädchenchor, Luzerner Sängerknaben, Chor des Luzerner Theaters, Luzerner Sinfonieorchester",Luzern: Luzerner Theater 4.5.2009,2008,,,"Beilage zu Programmheft Luzerner Theater, P: 4.5.2008",1,Theater,Kinderoper,
spa:Audio,STS-Audio00000704,CD 402,,De Pächbueb. Eine Gaunergeschichte aus dem Fricktal. Freilichtspiel im Dorfzentrum von Hottwil 2007. Soundtrack,Sm,"Senn, Thomas",R: Thomas Senn; CH: Katharina Fischer; BB: Cecilie Denkinger u.a.,,Hottwil: Freilichtspiel 2007 (Spielleute Hottwil und Theater Gansingen),2007,,,Dazu: Fotoalbum in Buchform (TS 7.2: Senn 301) + Foto CD-R 371 (mit Bildern) + 2 DVD 587/1 & 588/1,,Theater,,
spa:Audio,STS-Audio00000705,CD 403,,"Der Frieden von PH nach A. Eine audiovisuelle Dokumentation der Inszenierung Benno Bessons am Deutschen Theater Berlin 1962 von BR (Die DVD-Box enthält ein Booklet, eine CD und eine DVD: Standort = DVD)",S,"Hacks, Peter /Aristophanes",R: Benno Besson; RegAss: Wolf Dieter Panse; M: André Asriel; BB u K: Heinrich Kilger,"Fred Düren, Mathilde Danegger, Trude Bechmann, Georg-Michael Wagner, Peter Dommisch, Klaus Piontek, Rudolf Christoph, Eberhard Esche, Lothar Förster, Adolf-Peter Hoffmann, Heinz Suhr, Brigitte Martin, Elsa Grube-Deister, Brigitte Souberyan, Reimar Johannes Baur u.v.a. Musik: André Asriel & die Jazz-Optimisten",D: Berlin: Deutsches Theater 1962,2006 (1964),Edition Mnemosyne HB 3007,0:55:10,Standort der CD: DVD A 142,1,Kauf,,
spa:Audio,STS-Audio00000706,CD 404,,Hansjörg Schneider liest Sennentuntschi,R,"Schneider, Hansjörg","(Urs Bircher, Hansjörg Schneider)",Hansjörg Schneider,,1971,,1:06:13,"Beilage zu: ""Das Theater von Hansjörg Schneider"", Verlag der Autoren, 2008; (STS-Sig. 7.2: Schne 303.) ",1,,Sennentuntschi,
spa:Audio,STS-Audio00000707,CD 405,,Mein Motto: Mutter. Originalhörspiel,H,"Stauffer, Michael",R: Claude Pierre Salmony; Te: Tom Willen; M: Michael Stauffer,"Urs Jucker, Christian Ahlers, Irene Grüter, Bea Hänggi, Katharina Kilchenmann, Patricia Moreno, Bela Schmitz, Claude Pierre Salmony, Elisabeth Stauffer, Michael Stauffer, Sara Trauffer, Rahel Vonlanthen",Schweizer Radio DRS 2,2008,,0:50:10,Sendung vom 3. September 2008 ; Dazu: B7.2 Stau 1008,1,"Schweizer Radio DRS, Studio Basel",Hörspiel,
spa:Audio,STS-Audio00000708,CD 406,,Die Uhr im Bauch. Nach Theaterstück. Hörspiel,H,"Nielsen, Jens",R: Claude Pierre Salmony; Te: Tom Willen; M: Hans Feigenwinter,Anette Herbst,Schweizer Radio DRS 2,2008,,0:40:14,Sendung vom 29. Oktober 2008 ; Dazu Textbuch: B7.2 Niel 1008,1,"Schweizer Radio DRS, Studio Basel",Hörspiel,
spa:Audio,STS-Audio00000709,CD 407,,Die Einladung. Originalhörspiel,H,"Wen-Ching Wang, Sabine",R: Simona Ryser; Te: Tom Willen; M: Philipp Schaufelberger; Red: Franziska Hirsbrunner,"Sebastian Rudolph, Katja Reinke, Yvon Jansen, Martin Engler",Schweizer Radio DRS 2,2009,,0:49:49,Sendung vom 25. Februar 2009 ; Dzazu: B7.2  Wang 1003,1,"Schweizer Radio DRS, Studio Basel",Hörspiel,
spa:Audio,STS-Audio00000710,CD 408,,Mein Drache ist besoffen. Originalhörspiel,H,"Lisiak, Joanna","R: Claude Pierre Salmony; Te: Jack Jakob; M: Stini Arn, Saxophon: Helmut Mittermaier","Margarita Broich, Martin Engler, Katja Reinke, Lars Rudolph, Dinah Hinz, Natalia Conde, Judith Wipfler",Schweizer Radio DRS 2,2009,,0:36:32,Sendung vom 21. Januar 2009 ; Dazu B7.2  Lisi 1000,1,"Schweizer Radio DRS, Studio Basel",Hörspiel,
spa:Audio,STS-Audio00000711,CD 409,,Über Leben. Originalhörspiel,H,"Wegenast, Bettina",R: Claude Pierre Salmony; Te: Tom Willen,"Jodok Seidel, Barbara Falter, Daniel Kashi, Barbara-Magdalena  Ahren, Sasha Mazzotti, Adrien Nyakas, Michael Frei, Adrian Blum",Schweizer Radio DRS 2,2009,,0:56:56,Sendung vom 1. Juli 2009 ; Dazu: B7.2 Wege 1000,1,"Schweizer Radio DRS, Studio Basel",Hörspiel,
spa:Audio,STS-Audio00000712,CD 410,,Naturkunde für Altweltaffen. Originalhörspiel,H,"Meister, Gerhard","R: Erik Altorfer, Te: Jack Jakob; M: Martin Schütz; Red: Franziska Hirsbrunner","Yvon Jansen, Ella Sägesser, Julia Schmidt, Gottfried Breitfuss, Siggi Schwientek, Graham F. Valentine",Schweizer Radio DRS 2,2009,,0:51:06,Sendung vom 10. Juni 2009 ; Dazu: B7.2 Meis 1009,1,"Schweizer Radio DRS, Studio Basel",Hörspiel,
spa:Audio,STS-Audio00000713,CD 411,,Fluchtburg. Hörspiel nach Theaterstück.,H,"Meister, Gerhard",R: Claude Pierre Salmony; Te: Jack Jakob; M: Philipp Schaufelberger,"Katharina Schmalenberg, Hans Diel",Schweizer Radio DRS 2,2009,,0:46:53,Sendung vom 5. September 2009 ; Dazu Textbuch:  B7.2 Meis 1010,1,"Schweizer Radio DRS, Studio Basel",Hörspiel,
spa:Audio,STS-Audio00000714,CD 412,,Hall des pas perdus. Originalhörspiel,H,"Koch, Timo",R: Johannes Mayr; Te: Tom Willen,"Philipp Schepmann, Raphael Clamer, Vincent Leittersdorf, Doris Wolter, Gaëlle Zussa, Thomas Douglas, Rosina Jordan-Bucio, Kathi Lambrecht",Schweizer Radio DRS 2,2009,,0:45:05,Sendung vom 8. Juli 2009 ; Dazu: B7.2 Koch 1003,1,"Schweizer Radio DRS, Studio Basel",Hörspiel,
spa:Audio,STS-Audio00000715,CD 413,,Amapolis. Musical - Soundtrack,Mu,"Bernhard, Jörg","Produziert von Rolf Stauffacher (Aufnahmen, Mix Mastering), Jörg Bernhard (Musik, Texte, Cover Design)","SchauspielerInnen, TänzerInnen des Kindertheaters Floh, Frauenfeld",Frauenfeld: Kindertheater Floh; P: 18.11.05 (ZSV),2005,,1:17:03,vgl. Foto CD CD-R 482 (2CD),1,Theater,Musical - Soundtrack,
spa:Audio,STS-Audio00000716,CD 414,,Blaubart - Hoffnung der Frauen. Büren 2002. Gelesen von Rahel und David,R,"Loher, Dea",Produktion: J. Schreiber,"David, Rahel (Erzähler), Jan Gabarek (Klavier)",Büren/Aare: Theatergruppe BB. P: 18.10.02 J. Schreiber (ZSV),2002,,0:43:25,"Tracks 2, 3, 6: Lesungen; Tracks 1, 4, 5, 7: Musik",1,,Lesung,
spa:Audio,STS-Audio00000717,CD 415,,Think positiv. Die besten Ausschnitte aus dem Live-Programm,K,"Rima, Marco","M: Phil Dankner, Tanja Dankner",Marco Rima,"Rima & Schneider, keep cool Produktion; Phonag Records, Aufn: 27./28.2.2002 im Stadttheater Schaffhausen",2002,Phonag P 81215,0:58:48,,1,G Tobias Hoffmann,Kabarett,
spa:Audio,STS-Audio00000718,CD 416,,Tr@nde hoch  (Trände hoch)  ,K,Edi & Butsch,,Edi & Butsch,"Uster: Kulturbühne Wagerenhof, Live-Aufn. v. 8.12.01",2002,,1:11:38,vg. auch CD-R 058,1,G Tobias Hoffmann,Kabarett,
spa:Audio,STS-Audio00000719,CD 417,,"Richard Tauber in Operetta and Shows. Excerpts from ""Blossom Time and Lilac Time"" (Clutsam, Schubert), ""Paganini "" (Franz Lehár), ""Old Chelsea"" (Tauber) u.a. Recorded between 1934 and 1948","Ot, Mu","Tauber, Richard",,"Richard Tauber, Evelyn Laye, Carole Lynne, Nancy Brown","Vocalion, Watford England",2006,Cedar CDVS 1911,1:12:11,Geschenk Thomas Krebs,1,Thomas Krebs,Lieder,
spa:Audio,STS-Audio00000720,CD 418,,"Pferdemusical ""Le Prince"". The Beginning",Mu,"Turtle, Mike","Prod., R: Nataly Stangl; Art director: Dieter Speidel, D: Dieter Speidel, Daniel Barton; Li, M: Lukas Oehen; Casting: Emmanuelle Lathion","Eine internationale Megaproduktion mit über 100 Darstellern, Sängern, Tänzern, Akrobaten und Pferden",Il Téâtro Equestre Sarl; Video Produktion Ronald Matthes,2007,HM 071904-2,0:52:21,,1,G Tobias Hoffmann,Musical CD,
spa:Audio,STS-Audio00000721,CD 419,,"Doktor Johannes Faust. Oper in 24 Szenen nach Johann Wolfgang Goethe, stark gekürzt (Teil 1 und 2). Auftragsproduktion für Open Opera St. Gallen, 1993",Op,"Eigenmann, Urs Carl","R: Kurt Fröhlich, Hansueli Trüb; Textmitarbeit: Helen Meier; M: Urs C. Eigenmann, Paul Giger; Malcolm Green, Ferdi Kurz, Orlando Ribar; ","Figurenspiel: Sylvia Peter, Kurt Fröhlich, Boris Knorpp, Hansueli Trüb; Schauspiel: Julie Lüscher; Sprache: Anna Maria Tschopp, Helmut Schüschner, Tanz: Maja Keller, Eva Mennel, Jaqueline Roth, Annamarie Schelling, Boris Knorpp, Gesang: Adelheid Krauss, Andrea Weber, Christoph Hess, Jens Weber",St. Gallen: Auftragsproduktion der Open Opera,1993,,1:02:19,,1,,,
spa:Audio,STS-Audio00000722,CD 420,,Ausschnitt Interview Mathilde Danegger zur Faust-Aufführung in Zürich 1940 für die Faust-Ausstellung in Thun 2008.,D,"Danegger, Mathilde",,Mathilde Danegger,Soundeffects.ch,,,0:02:36,Ausstellungs-CD. Vgl. komplettes Interview auf CDs 426429,1,,,
spa:Audio,STS-Audio00000723,CD 421,,"Umgekehrti Täler. Literaptur nach Haller, Krneta, Greis & Apfelböck. Krneta, Greis und Apfelböck übermalenHallers Gedicht musikalisch, literarisch und im Freestyle. (UA im Rahmen der Museumsnacht 2008, 28.3.2008)",R,"Krneta, Greis, Apfelböck",,"Krneta, Greis, Apfelböck",Bern: Kornhausbibliotheken; P: 28.3.08,2008,,0:19:00,Beilage zum Jahresbericht 2007 der Kornhausbibliotheken Bern,1,Verlag,,Beilage zu Publ.
spa:Audio,STS-Audio00000724,CD 422,,"60. Festival d'Aix-en-Provence, 27.6.-23.7.2008. 1. Wagner: Siegfried: Murmures de la forêt, 2. Mozart: Cosi fan tutte: Trio ""Soave sia il vento"", 3. Mozart: Zaide: Aria ""Ruhe zanft"", 4. Händel: Belshazzar: Duo ""Oh dearer than my life, forebear!"", 5. Händel: Belshazzar: Chur des Perses: ""To arms, to arms, no more delay!"", 6. Haydn: L'Infedeltà delusa: ""Ho un tumore in ginocchio"", 7. Rameau: Zoroastre: Ouverture, 8. Janacek: Les excursions de Monsieur Broucek: Overture, 9. Messiaen: Tourangalila Symphonie: 2. Turangalila 1, 10. Messiaen: L'Ascension pour orgue: 2. Alleluias sereins d'une âme qui desire le ciel, 11. Mozart: Don Giovanni: Aria ""Mi tradi quell'alma ingrata""",Op,0,diverse,diverse,"Aix-en-Provence: 60. Festival, ",2008,,0:57:37,,1,,,
spa:Audio,STS-Audio00000725,CD 423,,"Die Blinden. Oper. Weltersteinspielung im Rahmen der ""Wittener Tage für neue Kammermusik"" 1991",Op,"Furrer, Beat",ML: Beat Furrer,"Linda Watson (Sopran), Patricia Caya, (1. Mezzosopran), Petra Schuwareck, (2. Mezzosopran), Vokalensemble (Einstudierung: Errico Fresis), Klangforum Wien. Beat Furrer (Leitung).",,1991,(MGB-CD 6150),0:59:13,http://www.amazon.com/Die-Blinden-Beat-Furrer/dp/B00000IWT6 . Kopie der MGB-CD 6150. ,1,,,
spa:Audio,STS-Audio00000726,CD 424,,Wie Dilldapp nach dem Riesen ging. Ein Stück für Kinder von Tankred Dorst; Mitarbeit Ursula Ehler. Auschnitte nach der Inszenierung von Urs Schaub am Stadttheater Bern (P: 26.11.2000),Ju,"Dorst, Tankred","R: Urs Schaub; ML: Michael Frei, D: Nicola May, Julia Schreiber, ","Stefano Wenk, Malte Kühn, Stefan Suske, Selena Mac Donald, Klaus Degenhardt, Matthias Brambeer, Anna Bardorf, Heidi Maria Glössner, Anna Schäfer, Beatrix Doderer, Klaus Hirche, Klaus Henninger",Bern: Stadttheater Bern,2000,,1:01:15,,1,G Theater,,Beilage zu Publ.
spa:Audio,STS-Audio00000727,CD 425,,"Das Vergnügen, verrückt zu sein. Musik zur Inszenierung des Stücks von Eduardo De Filippo am Stadttheater Bern, P: 22.4.2005",Sm,"Juzbasic, Stanko (Eduardo De Filippo)","Tonmeister: Vatroslav Mlinar, Bruno Benedetti","Musiker: Josip Grah, Ratko Vojtek, Stanko Juzbasic",Bern: Stadttheater Bern,2005,,0:25:17,,1,G Theater,,Privataufnahme
